,民國102年01月,,,,,,,Jan-13,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
03081B元熊52,652800,53000,11,12.32,12.92,14.4,14.4,1月25日,11.2,1月11日
03081PNW富邦,406890,396000,4,1.03,1.03,1.04,1.04,1月30日,1.01,1月29日
03082B凱熊21,185460,96000,8,1.93,2.01,2.09,2.09,1月15日,1.87,1月11日
03083B元熊58,2869250,1453000,133,1.97,2,1.54,2.36,1月8日,1.51,1月30日
03083P富邦02,83200,40000,2,2.08,2.08,2.05,2.11,1月24日,2.05,1月25日
03084B元熊AD,4445660,2298000,85,1.93,1.95,1.8,2.2,1月17日,1.72,1月30日
03084P富邦04,445190,561000,24,0.79,0.82,0.8,0.9,1月25日,0.75,1月30日
03085B兆熊IA,98510,77000,9,1.28,1.33,1.25,1.4,1月17日,1.25,1月30日
03085P富邦05,32150,13000,5,2.47,2.53,2.43,2.65,1月24日,2.38,1月31日
03086B凱熊22,62571300,55558000,2054,1.13,1.15,0.77,1.76,1月17日,0.64,1月30日
03086P富邦07,10440,8000,2,1.3,1.3,1.23,1.38,1月25日,1.23,1月29日
03087B元熊G1,71434220,14142000,931,5.05,5.06,4.39,5.75,1月17日,4.37,1月30日
03087P富邦09,455330,714000,33,0.64,0.66,0.62,0.84,1月23日,0.55,1月28日
03088B元熊H1,16408620,4812000,449,3.41,3.4,3.14,3.69,1月17日,3.12,1月30日
03088P永豐IY,7300,10000,1,0.73,0.73,0.73,0.73,1月30日,0.73,1月30日
03089B凱熊23,29266050,4000000,108,7.32,7.39,6.55,8.45,1月17日,6.5,1月30日
03089P永豐IZ,1031910,1351000,31,0.76,0.8,0.74,0.86,1月24日,0.7,1月31日
03090B元熊AE,1264430,677000,51,1.87,1.86,1.81,2.06,1月17日,1.75,1月24日
03090P日盛NY,344080,361000,27,0.95,0.96,0.84,1.02,1月28日,0.84,1月31日
03091B元熊I1,4337430,1717000,93,2.53,2.52,2.28,2.81,1月17日,2.26,1月30日
03091P1F兆豐,135300,120000,9,1.13,1.11,1.12,1.21,1月29日,1.07,1月30日
03092B凱熊24,126590,26000,7,4.87,4.89,4.83,4.97,1月23日,4.83,1月29日
03093B凱熊25,245180,65000,10,3.77,3.92,3.56,4.33,1月25日,3.47,1月30日
03093P1H兆豐,73450,130000,2,0.56,0.56,0.53,0.6,1月24日,0.53,1月30日
03094B元熊AF,1059500,542000,25,1.95,2.18,1.73,2.48,1月25日,1.7,1月31日
03094P1J兆豐,585840,572000,14,1.02,1.05,1.02,1.11,1月24日,0.99,1月30日
03095B元熊J1,702930,415000,15,1.69,1.72,1.66,1.87,1月25日,1.63,1月30日
03095P1K兆豐,7500,10000,2,0.75,0.75,0.75,0.75,1月25日,0.75,1月25日
03098P1N兆豐,85140,99000,1,0.86,0.86,0.86,0.86,1月31日,0.86,1月31日
03099P大華H7,28560,24000,2,1.19,1.19,1.19,1.19,1月31日,1.19,1月31日
03100PHV凱基,139200,185000,7,0.75,0.75,0.65,0.85,1月25日,0.65,1月31日
03102P永昌54,1904870,1718000,210,1.11,1.1,1.01,1.21,1月25日,1.01,1月29日
03103PCZ群益,24960,38000,7,0.66,0.68,0.62,0.77,1月24日,0.62,1月30日
03104PDA群益,10740,11000,4,0.98,0.98,0.99,0.99,1月31日,0.97,1月30日
03105PDC群益,39700,30000,3,1.32,1.32,1.3,1.34,1月25日,1.3,1月31日
03106P國泰8R,7620,6000,2,1.27,1.27,1.26,1.28,1月29日,1.26,1月30日
03107P永豐JG,5467510,4280000,82,1.28,1.28,1.18,1.44,1月25日,1.16,1月30日
03108P永豐JH,2011530,2249000,92,0.89,0.88,0.9,0.92,1月31日,0.85,1月30日
03109P統一9K,98870,148000,7,0.67,0.66,0.68,0.69,1月24日,0.63,1月29日
03110P統一9L,316200,209000,9,1.51,1.46,1.3,1.59,1月25日,1.3,1月30日
03112PLU元富,42710,52000,3,0.82,0.81,0.75,0.87,1月25日,0.75,1月31日
03113PLY元富,793740,810000,29,0.98,0.92,0.84,1.02,1月29日,0.83,1月31日
03114P富邦12,349720,424000,26,0.82,0.89,0.88,0.97,1月24日,0.5,1月24日
03116P永豐JI,47400,60000,1,0.79,0.79,0.79,0.79,1月25日,0.79,1月25日
03118P2E元大,835150,961000,32,0.87,0.89,0.85,0.94,1月25日,0.83,1月31日
03119P日盛XD,143730,54000,17,2.66,2.73,2.55,3.12,1月28日,2.49,1月30日
03120PJD凱基,31290,50000,7,0.63,0.62,0.63,0.66,1月28日,0.58,1月30日
03121PMD元富,2312040,5484000,120,0.42,0.42,0.39,0.45,1月29日,0.37,1月28日
03124P大華J2,51600,60000,1,0.86,0.86,0.86,0.86,1月29日,0.86,1月29日
03125P大華J3,4350,5000,1,0.87,0.87,0.87,0.87,1月29日,0.87,1月29日
03126P大華J4,148500,198000,2,0.75,0.75,0.74,0.76,1月28日,0.74,1月29日
03129PMM元富,2263740,1756000,23,1.29,1.28,1.29,1.31,1月31日,1.25,1月30日
03130PMN元富,230920,157000,5,1.47,1.5,1.49,1.5,1月30日,1.46,1月31日
03131P永豐JQ,316040,270000,13,1.17,1.15,1.18,1.19,1月31日,1.12,1月30日
03132P2I元大,30150,30000,2,1,1,0.98,1.03,1月29日,0.98,1月31日
03133P2J元大,49400,76000,2,0.65,0.65,0.65,0.65,1月31日,0.65,1月31日
03134P2K元大,398660,974000,32,0.41,0.41,0.43,0.46,1月29日,0.37,1月30日
03136P日盛XG,7900,10000,2,0.79,0.79,0.78,0.8,1月30日,0.78,1月31日
03138PJR凱基,62950,111000,8,0.57,0.57,0.59,0.59,1月31日,0.55,1月30日
03139P國票2K,340560,495000,6,0.69,0.68,0.68,0.69,1月31日,0.68,1月31日
03140PMQ元富,5500,5000,5,1.1,1.1,1.07,1.15,1月29日,1.07,1月31日
03141PDH群益,8700,5000,1,1.74,1.74,1.74,1.74,1月31日,1.74,1月31日
03150PJU凱基,13150,5000,1,2.63,2.63,2.63,2.63,1月31日,2.63,1月31日
03152P2T兆豐,95340,143000,6,0.67,0.64,0.63,0.85,1月30日,0.63,1月31日
03153P2U兆豐,257770,298000,3,0.86,0.86,0.84,0.89,1月30日,0.84,1月31日
03157PDR群益,86650,150000,12,0.58,0.58,0.58,0.58,1月31日,0.56,1月31日
03158PDS群益,1460,1000,1,1.46,1.46,1.46,1.46,1月30日,1.46,1月30日
03164P永豐KH,816530,1213000,43,0.67,0.68,0.68,0.72,1月31日,0.65,1月31日
03166C元牛38,8690090,1762000,105,4.93,4.87,5.15,5.3,1月30日,4.6,1月8日
03170C元牛C1,7213700,1746000,133,4.13,4.11,4.18,4.32,1月11日,3.8,1月17日
03171P中信JC,61450,90000,6,0.68,0.68,0.68,0.7,1月31日,0.68,1月31日
03174C元牛D1,864200,81000,14,10.67,10.84,11.2,11.2,1月29日,10.3,1月17日
03184C兆牛97,85160,45000,9,1.89,1.89,1.98,1.98,1月10日,1.85,1月7日
03186C統牛11,199350,28000,20,7.12,7.15,7.25,7.75,1月11日,6.75,1月7日
03188C統牛12,3533970,1381000,171,2.56,2.72,2.4,3.58,1月7日,2.07,1月24日
03189C元牛43,275000,14000,14,19.64,19.74,19.2,20.3,1月14日,18.4,1月2日
03190C元牛F1,11914490,3593000,331,3.32,3.32,3.44,3.52,1月3日,3.02,1月17日
03191C凱牛24,29921910,5956000,576,5.02,5.12,5.35,5.5,1月30日,4.5,1月17日
03192C元牛AL,5930300,244000,44,24.3,24.51,25.9,28.9,1月4日,19.6,1月16日
03193C元牛G1,34634050,12195000,937,2.84,2.85,3.02,3.07,1月11日,2.54,1月17日
03196C元牛AM,6412910,2226000,95,2.88,2.88,2.89,3.13,1月4日,2.7,1月9日
03197C元牛I1,101294500,17050000,1453,5.94,5.98,6.3,6.6,1月11日,5.2,1月17日
03198C兆牛GC,45770,25000,10,1.83,1.81,1.81,1.87,1月3日,1.75,1月22日
03199C統牛13,6777170,4875000,333,1.39,1.38,1.28,1.63,1月2日,1.13,1月25日
03200C元牛AN,293640,83000,12,3.54,3.47,3.47,3.69,1月3日,3.27,1月18日
03201C元牛62,17859750,2066000,206,8.64,9.23,8.4,10.7,1月3日,7.4,1月16日
03202C元牛AP,23857880,10702000,701,2.23,2.21,2.23,2.47,1月4日,1.97,1月14日
03203C元牛AQ,1622410,645000,38,2.52,2.51,2.55,2.72,1月3日,2.34,1月8日
03204C元牛J1,5601200,652000,113,8.59,8.54,8.8,9.05,1月11日,7.85,1月17日
03205C兆牛IB,12870,5000,3,2.57,2.56,2.57,2.59,1月7日,2.53,1月25日
03206C統牛14,6660100,1006000,178,6.62,6.5,6.7,7.6,1月2日,5.9,1月10日
03207C凱牛26,8872050,3805000,114,2.33,2.3,2.35,2.52,1月4日,2.12,1月8日
03208C凱牛27,531950,87000,32,6.11,6.11,6.35,6.55,1月10日,5.6,1月17日
03209C元牛K1,1532000,203000,30,7.55,7.85,8.15,8.4,1月11日,7.2,1月25日
03210C元牛L1,7455420,2761000,307,2.7,2.72,2.84,2.93,1月3日,2.4,1月17日
03211C凱牛28,25922450,2925000,221,8.86,8.87,9.6,9.7,1月11日,7.9,1月25日
03212C統牛15,15517430,3642000,543,4.26,4.23,4.38,5.2,1月2日,3.73,1月8日
03213C元牛AR,3051380,1682000,127,1.81,1.81,1.83,1.94,1月24日,1.59,1月14日
03214C元牛M1,4333200,1828000,169,2.37,2.43,2.62,2.65,1月30日,2.17,1月17日
03215C統牛16,711620,380000,27,1.87,1.81,1.92,2,1月29日,1.67,1月17日
03216C元牛72,6959650,702000,168,9.91,9.96,9.85,11.5,1月14日,8.9,1月25日
03217C凱牛30,5289500,802000,116,6.6,7.36,8.8,8.8,1月31日,4.83,1月16日
03218C凱牛29,3143790,798000,31,3.94,3.97,4.35,4.44,1月30日,3.47,1月17日
03219C凱牛31,1719410,379000,19,4.54,4.36,4.74,4.74,1月31日,3.99,1月25日
03220C元牛AS,1895930,657000,27,2.89,2.84,3.29,3.33,1月31日,2.58,1月18日
03221C元牛N1,380210,287000,17,1.32,1.31,1.39,1.4,1月30日,1.18,1月25日
03222C2G兆牛,772360,280000,16,2.76,2.7,2.75,2.78,1月30日,2.66,1月29日
050287K8元大,3453930,25037000,967,0.14,0.12,0.03,0.22,1月4日,0.03,1月31日
050288K9元大,6480670,30254000,1617,0.21,0.21,0.09,0.38,1月4日,0.07,1月31日
050967大華CV,72350,6794000,100,0.01,0.01,0.01,0.06,1月2日,0.01,1月8日
050968大華CW,9939950,17476000,1707,0.57,0.55,0.49,0.76,1月3日,0.44,1月28日
052224凱基GL,3010,240000,18,0.01,0.01,0.01,0.02,1月16日,0.01,1月31日
052282亞東16,809560,2584000,120,0.31,0.35,0.19,0.62,1月3日,0.16,1月25日
052332元大7I,2888530,1420000,27,2.03,2.08,2.13,2.17,1月7日,1.99,1月8日
052343群益AY,3900,390000,6,0.01,0.01,0.01,0.01,1月9日,0.01,1月9日
052383元大7T,30,3000,1,0.01,0.01,0.01,0.01,1月2日,0.01,1月2日
052608第一2C,33780,348000,8,0.1,0.09,0.09,0.12,1月10日,0.08,1月8日
052657富邦L3,158130,420000,22,0.38,0.38,0.25,0.6,1月2日,0.25,1月17日
052739凱基JM,9161530,2565000,51,3.57,3.61,3.76,4.06,1月10日,3.05,1月17日
052757大華JW,714660,1612000,39,0.44,0.37,0.21,0.54,1月3日,0.16,1月24日
052889亞東28,2708900,4291000,79,0.63,0.63,0.62,0.79,1月2日,0.57,1月17日
052937元大F3,124700,1030000,22,0.12,0.22,0.02,0.58,1月3日,0.01,1月28日
052964元富KH,500,50000,1,0.01,0.01,0.01,0.01,1月2日,0.01,1月2日
052980兆豐08,5340,4000,2,1.34,1.32,1.32,1.34,1月2日,1.32,1月2日
052999群益DB,15770,1300000,26,0.01,0.02,0.01,0.05,1月4日,0.01,1月31日
053008元大H8,700,70000,7,0.01,0.01,0.01,0.01,1月2日,0.01,1月2日
053088元大J2,365120,1372000,108,0.27,0.24,0.11,0.35,1月9日,0.11,1月30日
053090元大J4,310,1000,1,0.31,0.31,0.31,0.31,1月7日,0.31,1月7日
053091元大J5,30,1000,1,0.03,0.03,0.03,0.03,1月4日,0.03,1月4日
053092元大J6,372600,94000,4,3.96,3.78,3.89,3.97,1月3日,3.47,1月2日
053097兆豐11,180,6000,1,0.03,0.03,0.03,0.03,1月3日,0.03,1月3日
053098兆豐12,5920,54000,7,0.11,0.11,0.1,0.14,1月3日,0.09,1月3日
053099兆豐13,671400,1068000,34,0.63,0.63,0.62,0.83,1月4日,0.59,1月7日
053101兆豐15,1580,158000,3,0.01,0.01,0.01,0.01,1月2日,0.01,1月2日
053103兆豐17,1600,20000,1,0.08,0.08,0.08,0.08,1月7日,0.08,1月7日
053114兆豐21,126240,1240000,56,0.1,0.09,0.03,0.2,1月2日,0.02,1月9日
053121元大K3,50370,128000,10,0.39,0.43,0.38,0.66,1月3日,0.25,1月2日
053159元大L2,16930,1693000,54,0.01,0.01,0.01,0.01,1月7日,0.01,1月7日
053203中信A6,56740,15000,5,3.78,4.02,3.93,4.14,1月3日,3.71,1月2日
053204兆豐23,150380,771000,38,0.2,0.15,0.03,0.42,1月3日,0.02,1月9日
053205兆豐24,11580,458000,9,0.03,0.02,0.01,0.05,1月7日,0.01,1月10日
053206兆豐25,10160,460000,8,0.02,0.04,0.06,0.06,1月10日,0.02,1月10日
053207兆豐26,381400,380000,31,1,0.97,0.81,1.25,1月8日,0.7,1月2日
053208兆豐27,3930,159000,7,0.02,0.04,0.02,0.08,1月2日,0.02,1月9日
053209兆豐28,82410,773000,19,0.11,0.11,0.04,0.2,1月3日,0.04,1月10日
053210兆豐29,200,20000,2,0.01,0.01,0.01,0.01,1月10日,0.01,1月10日
053211兆豐30,1000,100000,6,0.01,0.01,0.01,0.01,1月10日,0.01,1月10日
053212兆豐31,740,74000,3,0.01,0.01,0.01,0.01,1月7日,0.01,1月7日
053213兆豐32,9800,10000,1,0.98,0.98,0.98,0.98,1月3日,0.98,1月3日
053214兆豐33,122400,50000,5,2.45,2.43,2.52,2.52,1月10日,2.36,1月7日
053226元大N2,2800,1000,1,2.8,2.8,2.8,2.8,1月10日,2.8,1月10日
053230工銀D6,5120,25000,8,0.2,0.19,0.18,0.25,1月3日,0.17,1月2日
053245富邦CE,3240,36000,3,0.09,0.09,0.09,0.09,1月2日,0.09,1月2日
053246兆豐35,296130,246000,21,1.2,1.24,1,1.84,1月3日,0.76,1月8日
053266元富MP,20870,1453000,25,0.01,0.06,0.1,0.1,1月15日,0.01,1月15日
053268第一2U,251430,1316000,42,0.19,0.19,0.15,0.32,1月3日,0.13,1月18日
053283元大N7,1241080,536000,46,2.32,2.1,1.64,2.66,1月8日,1.62,1月2日
053316兆豐38,82800,60000,5,1.38,1.38,1.28,1.51,1月4日,1.28,1月7日
053317兆豐39,89050,83000,17,1.07,1.17,1.62,1.62,1月17日,0.95,1月8日
053318兆豐40,801390,2917000,113,0.27,0.19,0.01,0.4,1月8日,0.01,1月16日
053320兆豐42,30140,123000,9,0.25,0.21,0.1,0.38,1月3日,0.1,1月17日
053321兆豐43,160460,489000,38,0.33,0.35,0.35,0.47,1月11日,0.19,1月7日
053322兆豐44,1233330,889000,18,1.39,1.38,1,1.61,1月2日,1,1月17日
053323兆豐45,6320,4000,1,1.58,1.58,1.58,1.58,1月17日,1.58,1月17日
053324兆豐46,2050,10000,2,0.2,0.2,0.19,0.22,1月9日,0.19,1月11日
053326兆豐48,990,99000,2,0.01,0.01,0.01,0.01,1月14日,0.01,1月14日
053360中信B3,971900,172000,28,5.65,5.79,6.15,6.2,1月30日,5.25,1月24日
053410富邦CW,12410,1052000,98,0.01,0.03,0.1,0.1,1月21日,0.01,1月18日
053428臺銀07,700,2000,2,0.35,0.35,0.31,0.39,1月3日,0.31,1月4日
053447康和HN,16400,126000,5,0.13,0.12,0.09,0.14,1月4日,0.09,1月14日
053450康和HR,1129710,336000,38,3.36,2.98,2.68,4.5,1月3日,2.22,1月24日
053451康和HS,263760,114000,20,2.31,2.51,2.8,2.8,1月31日,1.88,1月17日
053452兆豐49,190860,4489000,171,0.04,0.04,0.01,0.18,1月2日,0.01,1月23日
053456元大21,2000,176000,6,0.01,0.02,0.01,0.05,1月7日,0.01,1月31日
053460元大25,1360700,1540000,338,0.88,0.79,0.5,1.02,1月4日,0.49,1月18日
053461元大26,61390,1367000,28,0.04,0.04,0.03,0.08,1月15日,0.03,1月30日
053462元大27,2974870,5454000,123,0.55,0.65,0.64,0.93,1月10日,0.34,1月2日
053464元大29,514960,627000,33,0.82,0.81,0.5,1.11,1月10日,0.46,1月30日
053465元大30,820220,2150000,70,0.38,0.37,0.54,0.54,1月30日,0.29,1月17日
053467康和HW,6208250,1856000,179,3.34,3.51,3.41,4.91,1月2日,2.6,1月16日
053468康和HX,265990,737000,16,0.36,0.29,0.27,0.5,1月2日,0.17,1月18日
053483元大37,139680,248000,7,0.56,0.7,0.51,1.15,1月3日,0.45,1月22日
053486元大40,2588350,4899000,144,0.53,0.53,0.53,0.64,1月17日,0.45,1月9日
053492富邦DF,1488240,6165000,169,0.24,0.2,0.09,0.43,1月8日,0.08,1月30日
053493富邦DG,960900,1732000,22,0.55,0.57,0.63,0.63,1月15日,0.52,1月10日
053508兆豐52,2060840,5132000,231,0.4,0.35,0.33,0.49,1月3日,0.25,1月17日
053509兆豐53,820,41000,2,0.02,0.02,0.02,0.02,1月14日,0.02,1月14日
053510兆豐54,24840,46000,8,0.54,0.57,0.33,0.81,1月3日,0.33,1月24日
053511兆豐55,1940,194000,11,0.01,0.01,0.01,0.01,1月23日,0.01,1月23日
053512兆豐56,26000,200000,6,0.13,0.12,0.09,0.17,1月4日,0.09,1月15日
053513兆豐57,6130,613000,14,0.01,0.01,0.01,0.01,1月23日,0.01,1月23日
053514兆豐58,27910,858000,35,0.03,0.03,0.01,0.07,1月4日,0.01,1月23日
053515兆豐59,475380,2545000,31,0.19,0.25,0.1,0.41,1月16日,0.1,1月24日
053516兆豐60,784680,2166000,102,0.36,0.37,0.27,0.67,1月3日,0.22,1月18日
053535兆豐61,420,41000,3,0.01,0.01,0.01,0.02,1月2日,0.01,1月21日
053538元大46,1525390,3010000,87,0.51,0.47,0.31,0.69,1月7日,0.29,1月29日
053539元大47,6753110,9717000,267,0.69,0.59,0.35,0.92,1月8日,0.32,1月31日
053540元大48,959410,20150000,661,0.05,0.05,0.03,0.09,1月7日,0.01,1月28日
053542元大50,1441130,1482000,49,0.97,0.88,0.59,1.11,1月7日,0.59,1月28日
053553富邦DW,2910140,4712000,76,0.62,0.6,0.23,0.92,1月10日,0.23,1月24日
053555第一3H,1000,100000,2,0.01,0.01,0.01,0.01,1月3日,0.01,1月3日
053560凱基NH,10330,74000,10,0.14,0.16,0.17,0.2,1月30日,0.1,1月22日
053570群益FC,4175170,2580000,110,1.62,1.4,1.03,1.94,1月3日,0.86,1月18日
053583元大57,15030,4000,2,3.76,3.84,3.68,3.99,1月3日,3.68,1月4日
053584元大58,595070,481000,39,1.24,1.48,1.97,2.07,1月3日,0.92,1月16日
053585元大59,2668830,1598000,123,1.67,1.72,1.57,2.27,1月17日,0.97,1月2日
053586元大60,9358890,16985000,577,0.55,0.42,0.24,0.9,1月3日,0.19,1月30日
053587元大61,8960,896000,24,0.01,0.01,0.01,0.01,1月24日,0.01,1月24日
053589富邦DZ,96770,688000,17,0.14,0.16,0.06,0.22,1月10日,0.06,1月31日
053592富邦EC,153300,470000,7,0.33,0.33,0.32,0.34,1月16日,0.32,1月17日
053594兆豐63,6810,249000,16,0.03,0.02,0.01,0.06,1月2日,0.01,1月23日
053595兆豐64,2300,50000,4,0.05,0.04,0.03,0.06,1月3日,0.03,1月11日
053610康和HZ,1517930,1168000,143,1.3,1.05,0.39,1.94,1月2日,0.37,1月25日
053611康和IA,3140,164000,4,0.02,0.02,0.01,0.04,1月14日,0.01,1月29日
053612康和IB,1239140,1101000,83,1.13,1.09,1.16,1.32,1月30日,0.87,1月9日
053614康和ID,380,3000,2,0.13,0.14,0.18,0.18,1月4日,0.1,1月3日
053615康和IE,1760,16000,2,0.11,0.11,0.11,0.11,1月4日,0.11,1月4日
053616康和IF,149080,386000,33,0.39,0.37,0.28,0.64,1月3日,0.24,1月25日
053617元大64,10380,1023000,24,0.01,0.01,0.01,0.02,1月2日,0.01,1月25日
053622元大75,894350,1470000,53,0.61,0.57,0.38,0.79,1月8日,0.38,1月24日
053623元大76,384930,8231000,140,0.05,0.04,0.02,0.08,1月9日,0.01,1月28日
053624元大77,4729980,5388000,168,0.88,0.79,0.64,1.06,1月8日,0.55,1月29日
053625元大78,3574830,5328000,171,0.67,0.6,0.7,0.8,1月10日,0.35,1月28日
053626元大79,1307110,460000,23,2.84,2.99,2.51,3.49,1月8日,2.43,1月17日
053627元大80,4889600,4368000,308,1.12,1.32,1.76,1.87,1月28日,0.74,1月4日
053628元大81,326940,714000,113,0.46,0.5,0.41,0.61,1月3日,0.41,1月31日
053629元大82,13830,13000,11,1.06,1.15,1.03,1.22,1月3日,0.98,1月29日
053630元大83,64890,290000,9,0.22,0.29,0.19,0.37,1月7日,0.19,1月11日
053631元大84,13410,14000,5,0.96,1,0.86,1.12,1月17日,0.86,1月23日
053632元大85,320160,724000,26,0.44,0.38,0.19,0.51,1月4日,0.19,1月31日
053662群益FS,352930,6285000,117,0.06,0.05,0.03,0.08,1月9日,0.03,1月29日
053663群益FT,135560,8250000,336,0.02,0.02,0.01,0.05,1月9日,0.01,1月31日
053664群益FU,229010,18744000,652,0.01,0.02,0.01,0.03,1月10日,0.01,1月31日
053681凱基NS,1113210,390000,35,2.85,2.76,3.2,3.2,1月30日,2.2,1月25日
053693兆豐66,661750,817000,52,0.81,1.01,1.2,1.26,1月3日,0.64,1月7日
053695兆豐68,300,30000,1,0.01,0.01,0.01,0.01,1月29日,0.01,1月29日
053696兆豐69,10200,175000,12,0.06,0.07,0.03,0.14,1月11日,0.03,1月29日
053697兆豐70,770640,2018000,42,0.38,0.4,0.46,0.48,1月31日,0.35,1月23日
053698兆豐71,7470,173000,9,0.04,0.06,0.02,0.11,1月3日,0.02,1月17日
053699兆豐72,1872100,610000,22,3.07,3.1,3.83,3.83,1月23日,2.43,1月4日
053701兆豐74,130130,560000,18,0.23,0.21,0.2,0.31,1月11日,0.11,1月22日
053702兆豐75,11280,8000,2,1.41,1.41,1.37,1.45,1月17日,1.37,1月31日
053703兆豐76,4500,300000,10,0.02,0.02,0.01,0.02,1月17日,0.01,1月22日
053708凱基NX,637680,1846000,66,0.35,0.35,0.2,0.53,1月4日,0.2,1月25日
053709凱基NY,1940,194000,11,0.01,0.01,0.01,0.01,1月22日,0.01,1月22日
053712元大94,152140,244000,13,0.62,0.51,0.14,0.78,1月7日,0.14,1月29日
053713元大95,216960,2196000,60,0.1,0.08,0.01,0.19,1月9日,0.01,1月30日
053723GP永豐,7200,10000,1,0.72,0.72,0.72,0.72,1月2日,0.72,1月2日
053735HD永豐,1700,1000,1,1.7,1.7,1.7,1.7,1月2日,1.7,1月2日
053737HF永豐,6400,80000,2,0.08,0.06,0.06,0.1,1月2日,0.06,1月2日
053739康和IG,133380,1207000,29,0.11,0.13,0.17,0.19,1月3日,0.09,1月21日
053742富邦EQ,2230150,1722000,46,1.3,1.21,1.54,1.54,1月29日,0.96,1月21日
053743富邦ER,2050,55000,3,0.04,0.05,0.01,0.1,1月2日,0.01,1月25日
053744富邦ES,700950,6557000,128,0.11,0.09,0.01,0.25,1月2日,0.01,1月31日
053745富邦ET,270350,3039000,94,0.09,0.07,0.02,0.15,1月10日,0.02,1月25日
053747第一3L,1980,198000,2,0.01,0.01,0.01,0.01,1月2日,0.01,1月2日
053748第一3M,29700,198000,3,0.15,0.15,0.15,0.15,1月3日,0.15,1月3日
053751群益GA,640,64000,1,0.01,0.01,0.01,0.01,1月2日,0.01,1月2日
053753群益GC,962220,410000,10,2.35,2.38,2.44,2.44,1月3日,2.06,1月3日
053755群益GE,34680,3468000,47,0.01,0.01,0.01,0.01,1月30日,0.01,1月30日
053756群益GF,52780,2293000,41,0.02,0.03,0.01,0.08,1月2日,0.01,1月31日
053758HJ永豐,150,3000,1,0.05,0.05,0.05,0.05,1月2日,0.05,1月2日
053761HM永豐,41640,95000,10,0.44,0.53,0.53,0.7,1月3日,0.27,1月2日
053764大華MT,4010,4000,2,1,1.04,1.1,1.1,1月3日,0.97,1月2日
053765大華MU,268260,159000,5,1.69,1.69,1.7,1.72,1月3日,1.66,1月2日
053769日盛1X,297000,396000,4,0.75,0.75,0.75,0.75,1月3日,0.75,1月3日
053770凱基1B,261000,270000,7,0.97,0.92,0.99,1,1月3日,0.86,1月2日
053771凱基1C,12480,52000,1,0.24,0.24,0.24,0.24,1月2日,0.24,1月2日
053773凱基1E,7000,50000,1,0.14,0.14,0.14,0.14,1月3日,0.14,1月3日
053775凱基1G,17520,29000,9,0.6,0.66,0.7,0.7,1月3日,0.53,1月2日
053776凱基1H,3250,2000,2,1.62,1.63,1.63,1.63,1月2日,1.62,1月2日
053777凱基1J,86400,105000,7,0.82,0.79,0.96,0.96,1月3日,0.62,1月2日
053779凱基1L,186720,654000,17,0.29,0.26,0.28,0.31,1月3日,0.22,1月2日
053780凱基1M,27400,40000,4,0.68,0.68,0.73,0.73,1月3日,0.64,1月2日
053781元富NX,78510,30000,6,2.62,2.58,2.58,2.68,1月2日,2.58,1月2日
053783元大96,60220,23000,3,2.62,2.48,2.63,2.66,1月3日,2.33,1月2日
053785元大98,6553840,9503000,240,0.69,0.6,0.42,0.99,1月8日,0.34,1月28日
053786AC元大,158480,214000,4,0.74,0.74,0.74,0.76,1月3日,0.74,1月3日
053787AD元大,3000,50000,1,0.06,0.06,0.06,0.06,1月3日,0.06,1月3日
053790AG元大,954930,1377000,101,0.69,0.65,0.56,0.92,1月2日,0.53,1月28日
053791AH元大,1433670,3499000,162,0.41,0.39,0.35,0.48,1月15日,0.32,1月28日
053792AI元大,290,29000,3,0.01,0.01,0.01,0.01,1月3日,0.01,1月3日
053795富邦EV,324360,1246000,118,0.26,0.19,0.06,0.58,1月3日,0.03,1月30日
053796富邦EW,8940,7000,6,1.28,1.29,1.25,1.39,1月18日,1.2,1月4日
053797富邦EX,14250,5000,1,2.85,2.85,2.85,2.85,1月3日,2.85,1月3日
053798富邦EY,206900,1726000,63,0.12,0.12,0.1,0.17,1月3日,0.04,1月24日
053799第一3N,49870,383000,9,0.13,0.25,0.33,0.33,1月4日,0.1,1月2日
