,民國101年10月,,,,,,,Oct-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
053212兆豐31,1864880,4550000,118,0.41,0.32,0.09,0.64,10月2日,0.09,10月31日
053213兆豐32,686390,928000,37,0.74,0.76,0.46,1.31,10月5日,0.36,10月29日
053215兆豐34,2820100,3197000,123,0.88,1.26,0.88,1.82,10月2日,0.67,10月26日
053216元富MH,15342740,17162000,715,0.89,0.97,0.17,1.89,10月5日,0.11,10月31日
053217元富MK,230300,130000,13,1.77,1.77,1.3,2.06,10月2日,1.3,10月31日
053218EQ永豐,289480,319000,5,0.91,0.9,0.92,0.92,10月31日,0.87,10月30日
053219ER永豐,331960,2401000,43,0.14,0.13,0.03,0.25,10月4日,0.03,10月31日
053220元大M5,231430,715000,16,0.32,0.43,0.16,0.85,10月3日,0.11,10月29日
053221元大M6,636680,872000,23,0.73,1.1,0.44,1.46,10月9日,0.44,10月31日
053222元大M7,1418390,7760000,260,0.18,0.14,0.01,0.35,10月2日,0.01,10月29日
053223元大M8,316850,137000,6,2.31,2.1,1.3,2.68,10月1日,1.3,10月26日
053224元大M9,6292470,16488000,509,0.38,0.28,0.03,0.67,10月2日,0.03,10月31日
053225元大N1,435660,347000,38,1.26,1.31,1.59,1.59,10月12日,1,10月11日
053226元大N2,3528930,1805000,35,1.96,1.95,1.61,2.25,10月9日,1.61,10月31日
053227康和GM,93100,367000,6,0.25,0.25,0.01,0.49,10月1日,0.01,10月26日
053228國泰65,72270,99000,1,0.73,0.73,0.73,0.73,10月4日,0.73,10月4日
053229國泰66,119520,204000,13,0.59,0.65,0.51,0.78,10月12日,0.51,10月19日
053230工銀D6,4915850,7486000,138,0.66,0.8,0.37,1.49,10月2日,0.36,10月31日
053231工銀E2,61790,66000,8,0.94,0.97,1.01,1.12,10月24日,0.87,10月29日
053232工銀E3,2160,8000,1,0.27,0.27,0.27,0.27,10月23日,0.27,10月23日
053233工銀E4,320020,218000,60,1.47,1.25,0.62,1.89,10月2日,0.52,10月29日
053234工銀E5,39720,137000,11,0.29,0.49,0.15,1.43,10月1日,0.15,10月31日
053235工銀E6,436970,572000,25,0.76,0.76,0.28,1.34,10月3日,0.28,10月31日
053236工銀E7,606560,1908000,28,0.32,0.32,0.18,0.62,10月2日,0.17,10月12日
053237工銀E8,3030260,12762000,181,0.24,0.14,0.01,0.35,10月3日,0.01,10月31日
053238工銀E9,794550,1306000,38,0.61,0.67,0.29,0.96,10月5日,0.29,10月30日
053239工銀F1,38100,30000,1,1.27,1.27,1.27,1.27,10月11日,1.27,10月11日
053241富邦CA,9474490,21307000,437,0.44,0.44,0.16,0.8,10月1日,0.16,10月31日
053242富邦CB,2868350,1207000,53,2.38,2.18,2.17,2.74,10月3日,1.58,10月24日
053243富邦CC,1680360,1299000,83,1.29,1.36,1.27,1.76,10月5日,0.92,10月24日
053244富邦CD,125780,86000,21,1.46,1.44,1.27,1.63,10月8日,1.26,10月22日
053245富邦CE,13333330,12060000,292,1.11,1.13,0.75,1.37,10月16日,0.57,10月29日
053246兆豐35,960950,2375000,79,0.4,0.42,0.42,0.57,10月8日,0.33,10月24日
053247群益DP,177230,334000,31,0.53,0.53,0.51,0.65,10月5日,0.44,10月23日
053248群益DQ,125500,165000,7,0.76,0.76,0.55,0.99,10月2日,0.55,10月25日
053249群益DR,14300,50000,5,0.29,0.29,0.05,0.51,10月2日,0.05,10月31日
053250群益DT,1665690,6066000,129,0.27,0.29,0.15,0.38,10月3日,0.14,10月30日
053251群益DU,259340,423000,40,0.61,0.91,0.25,2.25,10月8日,0.18,10月29日
053252群益DV,892560,980000,33,0.91,0.7,0.42,1.11,10月4日,0.42,10月19日
053253亞東32,2028400,3439000,40,0.59,0.57,0.23,0.84,10月8日,0.23,10月30日
053254亞東33,26694090,21032000,144,1.27,1.34,1.43,1.87,10月5日,0.95,10月25日
053255亞東34,122000,100000,2,1.22,1.22,1.22,1.22,10月9日,1.22,10月9日
053256亞東35,950570,2777000,77,0.34,0.23,0.11,0.45,10月3日,0.08,10月30日
053257亞東36,53820,31000,4,1.74,1.59,1.21,1.84,10月5日,1.21,10月30日
053258亞東37,94820,93000,6,1.02,1.13,0.92,1.38,10月5日,0.87,10月22日
053259亞東38,51770,54000,6,0.96,0.95,0.7,1.23,10月3日,0.7,10月11日
053260亞東39,907590,3416000,52,0.27,0.25,0.12,0.36,10月3日,0.12,10月25日
053261富邦CF,371980,207000,13,1.8,1.73,1.8,2.2,10月24日,1.33,10月9日
053262富邦CG,476440,573000,36,0.83,0.64,0.47,0.94,10月1日,0.47,10月22日
053263富邦CH,1238720,4674000,147,0.27,0.34,0.05,0.76,10月2日,0.03,10月30日
053264元富MM,8722940,2187000,58,3.99,4.35,3.76,5.25,10月3日,2.54,10月29日
053265元富MN,7779990,13578000,629,0.57,0.38,0.04,1.03,10月2日,0.02,10月30日
053266元富MP,183820,491000,38,0.37,0.43,0.04,0.9,10月3日,0.04,10月31日
053267元富MQ,186850,384000,16,0.49,0.41,0.09,0.63,10月2日,0.09,10月26日
053268第一2U,1196080,2658000,90,0.45,0.46,0.24,0.78,10月4日,0.2,10月29日
053269第一2V,23960,147000,9,0.16,0.19,0.12,0.32,10月2日,0.12,10月22日
053270EU永豐,1335280,12703000,282,0.11,0.09,0.02,0.23,10月3日,0.01,10月31日
053271大華LM,810950,3073000,59,0.26,0.31,0.04,0.52,10月2日,0.04,10月26日
053272大華LP,50300,120000,6,0.42,0.43,0.31,0.49,10月1日,0.31,10月24日
053273大華LQ,883450,5903000,112,0.15,0.13,0.02,0.38,10月3日,0.01,10月30日
053274康和GP,90200,250000,9,0.36,0.57,0.5,0.8,10月5日,0.2,10月29日
053275康和GQ,365820,1402000,24,0.26,0.26,0.17,0.42,10月2日,0.13,10月15日
053276康和GR,1155040,1634000,107,0.71,0.83,0.33,1.33,10月2日,0.26,10月29日
053277康和GS,206300,264000,6,0.78,0.71,0.37,1.02,10月1日,0.37,10月19日
053278康和GT,3635880,8564000,368,0.42,0.28,0.03,0.95,10月2日,0.01,10月30日
053279國泰70,334990,1296000,27,0.26,0.28,0.02,0.56,10月2日,0.02,10月31日
053280中信A8,256120,495000,22,0.52,0.62,0.23,1.11,10月5日,0.23,10月31日
053281元大N5,3268960,8548000,236,0.38,0.38,0.05,0.82,10月3日,0.02,10月29日
053282元大N6,7226660,7418000,272,0.97,0.82,0.19,1.56,10月2日,0.19,10月31日
053283元大N7,16754330,5348000,674,3.13,2.97,1.79,3.98,10月8日,1.71,10月31日
053284元富MR,10711270,13336000,526,0.8,0.73,0.1,1.55,10月2日,0.05,10月29日
053285元富MS,335400,735000,21,0.46,0.6,0.05,0.99,10月2日,0.05,10月31日
053286元富MT,364000,680000,15,0.54,0.53,0.34,0.67,10月1日,0.34,10月29日
053287凱基LS,1341970,5121000,141,0.26,0.38,0.1,0.8,10月2日,0.1,10月26日
053288凱基LT,6050460,23117000,569,0.26,0.32,0.09,0.76,10月2日,0.03,10月30日
053289凱基LW,24815140,12408000,335,2,2.05,2.07,2.87,10月3日,1.38,10月29日
053290第一2W,196150,239000,25,0.82,0.68,0.53,0.89,10月8日,0.44,10月22日
053291大眾7Q,154440,343000,10,0.45,0.53,0.35,0.77,10月1日,0.35,10月31日
053293國票HL,3150130,3544000,445,0.89,0.92,0.39,1.51,10月5日,0.32,10月29日
053294國票HM,76050,255000,7,0.3,0.25,0.02,0.46,10月3日,0.02,10月30日
053295國票HN,42900,40000,3,1.07,1.03,0.99,1.1,10月11日,0.99,10月17日
053296國票HP,920,1000,1,0.92,0.92,0.92,0.92,10月1日,0.92,10月1日
053297國票HQ,23720,26000,4,0.91,0.95,1.02,1.02,10月16日,0.88,10月11日
053298國票HR,29900,475000,10,0.06,0.1,0.02,0.25,10月5日,0.02,10月29日
053299國票HS,441540,539000,19,0.82,0.95,1.13,1.14,10月31日,0.72,10月24日
053301日盛88,1083920,8367000,258,0.13,0.1,0.02,0.26,10月3日,0.01,10月30日
053302日盛89,5070,119000,14,0.04,0.1,0.03,0.18,10月5日,0.03,10月26日
053303日盛93,17497690,12994000,261,1.35,1.34,1.43,2,10月2日,0.9,10月29日
053304EV永豐,1093540,4813000,155,0.23,0.22,0.02,0.46,10月1日,0.02,10月31日
053305EW永豐,209080,548000,21,0.38,0.31,0.11,0.48,10月3日,0.11,10月31日
053306EX永豐,690,11000,2,0.06,0.08,0.09,0.09,10月30日,0.06,10月29日
053307FA永豐,506190,1199000,27,0.42,0.35,0.19,0.54,10月3日,0.19,10月26日
053308FB永豐,535050,4174000,104,0.13,0.1,0.01,0.26,10月2日,0.01,10月29日
053309大華LR,2900370,11822000,185,0.25,0.21,0.05,0.45,10月4日,0.04,10月29日
053310大華LV,31265210,26537000,571,1.18,1.02,1.06,1.61,10月2日,0.59,10月19日
053311中信B2,134040,430000,15,0.31,0.51,0.14,0.83,10月3日,0.13,10月26日
053312第一2X,440,8000,3,0.06,0.07,0.01,0.1,10月3日,0.01,10月26日
053313第一2Y,5220,52000,6,0.1,0.1,0.1,0.11,10月3日,0.1,10月3日
053314兆豐36,51080,34000,16,1.5,1.45,0.93,1.97,10月2日,0.91,10月30日
053315兆豐37,10341440,17162000,472,0.6,0.62,0.26,1.04,10月2日,0.22,10月29日
053316兆豐38,704820,854000,33,0.83,0.89,0.89,1.19,10月5日,0.6,10月29日
053317兆豐39,24800,20000,1,1.24,1.24,1.24,1.24,10月11日,1.24,10月11日
053318兆豐40,1212030,2055000,46,0.59,0.48,0.22,0.73,10月1日,0.22,10月31日
053319兆豐41,591370,1849000,51,0.32,0.27,0.1,0.4,10月5日,0.1,10月31日
053320兆豐42,3281530,4585000,71,0.72,0.66,0.32,0.94,10月4日,0.31,10月31日
053321兆豐43,2258510,6353000,179,0.36,0.42,0.16,0.65,10月5日,0.14,10月29日
053322兆豐44,1989940,1282000,184,1.55,1.59,1.7,2.02,10月2日,1.2,10月24日
053323兆豐45,92300,60000,5,1.54,1.72,1.43,2.07,10月1日,1.43,10月31日
053324兆豐46,1635870,1427000,41,1.15,0.97,0.62,1.41,10月4日,0.56,10月29日
053325兆豐47,57000,642000,39,0.09,0.08,0.02,0.26,10月1日,0.02,10月30日
053326兆豐48,2572610,6999000,246,0.37,0.39,0.2,0.5,10月3日,0.18,10月31日
053327凱基MA,1735150,899000,84,1.93,1.81,0.85,2.5,10月5日,0.85,10月31日
053328凱基MB,30500,5000,5,6.1,6.11,5.9,6.75,10月5日,5.9,10月31日
053329凱基MC,2314250,388000,29,5.96,5.99,5.35,6.65,10月29日,5.3,10月31日
053330凱基ME,53092930,15453000,401,3.44,4.01,4.14,5.55,10月5日,2.73,10月25日
053331凱基MG,3840980,26446000,416,0.15,0.24,0.01,1.16,10月18日,0.01,10月31日
053332凱基MH,11248060,30989000,495,0.36,0.2,0.01,0.66,10月2日,0.01,10月31日
053333永昌FC,6000,15000,1,0.4,0.4,0.4,0.4,10月11日,0.4,10月11日
053334永昌FD,127770,619000,14,0.21,0.21,0.1,0.32,10月1日,0.1,10月22日
053335永昌FE,6850,10000,2,0.68,0.68,0.65,0.72,10月24日,0.65,10月25日
053336永昌FF,109670,182000,18,0.6,0.52,0.35,0.64,10月8日,0.35,10月25日
053337永昌FG,4900,25000,3,0.2,0.2,0.16,0.23,10月5日,0.16,10月11日
053338永昌FH,678850,457000,10,1.49,1.49,1.5,1.66,10月8日,1.33,10月26日
053339永昌FK,52450,421000,8,0.12,0.1,0.04,0.15,10月2日,0.04,10月25日
053340永昌FL,2819060,2635000,75,1.07,1.05,0.86,1.38,10月29日,0.74,10月31日
053341群益DX,4349330,3913000,160,1.11,1.15,1.17,1.47,10月5日,0.85,10月22日
053342群益DY,84036170,65860000,1904,1.28,1.13,0.8,2.48,10月3日,0.35,10月29日
053343群益DZ,3919560,28381000,352,0.14,0.13,0.05,0.23,10月18日,0.02,10月29日
053344群益EA,169390,1238000,43,0.14,0.17,0.1,0.5,10月26日,0.04,10月23日
053345群益EB,98710,209000,4,0.47,0.3,0.12,0.49,10月1日,0.12,10月12日
053346群益EG,8070530,4752000,169,1.7,1.69,1.86,2.3,10月31日,1.22,10月18日
053347群益EH,28572690,27230000,1094,1.05,1.01,0.18,2.08,10月2日,0.08,10月30日
053348富邦CK,1145520,783000,125,1.46,1.32,0.46,2.06,10月5日,0.46,10月29日
053349富邦CL,294600,2148000,33,0.14,0.18,0.08,0.28,10月4日,0.08,10月22日
053350中信A9,11210380,6389000,172,1.75,1.96,0.97,3.22,10月2日,0.92,10月29日
053351元大N8,1562740,540000,71,2.89,2.85,2.6,3.5,10月30日,2.35,10月1日
053352元大N9,6636800,4515000,419,1.47,1.52,1.2,2.1,10月5日,1.12,10月31日
053353元大01,1723410,4697000,104,0.37,0.34,0.06,0.87,10月3日,0.06,10月31日
053355第一2Z,616610,1115000,63,0.55,0.57,0.59,0.82,10月23日,0.4,10月12日
053357元富MU,253770,198000,14,1.28,1.28,0.88,1.96,10月1日,0.78,10月29日
053358元富MV,2274370,4530000,81,0.5,0.63,0.05,1.13,10月1日,0.05,10月31日
053359元富MW,8359950,5549000,308,1.51,1.28,0.5,2.08,10月1日,0.44,10月31日
053360中信B3,2244320,496000,137,4.52,4.1,3.16,5.8,10月2日,3.07,10月29日
053361富邦CM,933610,1838000,71,0.51,0.41,0.17,0.59,10月5日,0.17,10月31日
053362富邦CN,74650,145000,11,0.51,0.44,0.1,0.97,10月3日,0.1,10月26日
053363富邦CQ,1676400,692000,57,2.42,2.46,2.37,3.14,10月1日,1.83,10月26日
053364富邦CR,3326630,2597000,33,1.28,1.36,1.64,1.64,10月31日,1.12,10月16日
053365富邦CT,2022600,3591000,126,0.56,0.75,0.65,1.24,10月3日,0.24,10月26日
053366元大05,1840670,1030000,77,1.79,1.84,2.1,3.03,10月3日,1.25,10月29日
053367凱基MJ,261130,407000,14,0.64,0.64,0.34,1.01,10月2日,0.34,10月24日
053368凱基MK,20400,45000,3,0.45,0.51,0.31,0.85,10月3日,0.31,10月18日
053369康和GZ,2680960,2029000,99,1.32,0.91,0.17,1.65,10月5日,0.15,10月29日
053370康和HA,317790,297000,3,1.07,1.07,1.07,1.07,10月31日,1.07,10月31日
053371康和HB,300520,816000,24,0.37,0.3,0.1,0.51,10月17日,0.1,10月31日
053372康和HC,10805470,5629000,117,1.92,2.02,1.76,2.55,10月4日,1.52,10月29日
053373康和HI,3191000,2551000,63,1.25,1.3,1.86,1.86,10月31日,0.94,10月11日
053374康和HJ,2113360,2196000,73,0.96,0.83,0.44,1.17,10月1日,0.44,10月26日
053375康和HK,41150,208000,19,0.2,0.24,0.12,0.46,10月2日,0.08,10月23日
053376日盛95,189250,1044000,26,0.18,0.19,0.09,0.27,10月5日,0.08,10月22日
053377大華LY,929590,1223000,39,0.76,0.69,0.17,0.94,10月3日,0.17,10月31日
053378大華LZ,3232820,4293000,54,0.75,0.69,0.36,0.94,10月1日,0.36,10月31日
053379大華MA,3311360,5309000,172,0.62,0.52,0.06,1.29,10月3日,0.03,10月29日
053380工銀F4,172390,1188000,29,0.15,0.15,0.05,0.32,10月5日,0.05,10月30日
053381工銀F5,199660,400000,18,0.5,0.49,0.35,0.7,10月3日,0.34,10月26日
053382工銀F6,714000,250000,27,2.86,2.77,2.85,3.18,10月1日,2.16,10月11日
053383工銀F7,840770,2648000,48,0.32,0.32,0.16,0.51,10月3日,0.09,10月26日
053384工銀F8,9000,50000,1,0.18,0.18,0.18,0.18,10月15日,0.18,10月15日
053385工銀F9,6800,185000,8,0.04,0.1,0.01,0.25,10月3日,0.01,10月29日
053386元富MY,551720,879000,29,0.63,0.66,0.37,0.89,10月5日,0.37,10月29日
053387元富MZ,2303680,4260000,106,0.54,0.45,0.19,0.67,10月5日,0.19,10月31日
053388FC永豐,242080,2934000,75,0.08,0.07,0.03,0.15,10月1日,0.01,10月29日
053389FD永豐,406310,2315000,88,0.18,0.13,0.01,0.28,10月2日,0.01,10月31日
053390元大06,511070,559000,37,0.91,0.8,0.43,1.1,10月9日,0.41,10月29日
053391元大07,729660,411000,25,1.78,1.69,0.95,2.24,10月1日,0.95,10月26日
053392元大08,8538630,5735000,148,1.49,1.43,1.41,2,10月1日,0.84,10月22日
053393元大09,140580,70000,6,2.01,2.04,2.15,2.18,10月11日,1.89,10月22日
053394元大10,9210430,13117000,415,0.7,0.65,0.67,0.98,10月23日,0.47,10月12日
053395元大11,1622810,2573000,115,0.63,0.55,0.36,0.73,10月4日,0.35,10月26日
053396元大12,44940,1720000,24,0.03,0.04,0.01,0.07,10月2日,0.01,10月23日
053398凱基MM,13477200,10311000,361,1.31,1.09,0.75,1.57,10月4日,0.66,10月26日
053399中信B6,225580,1161000,80,0.19,0.17,0.02,0.44,10月2日,0.02,10月30日
053402第一3D,195580,531000,7,0.37,0.3,0.19,0.5,10月4日,0.19,10月12日
053403第一3E,518760,396000,3,1.31,1.31,1.37,1.37,10月5日,1.25,10月4日
053404第一3F,293460,397000,12,0.74,0.82,0.71,0.95,10月2日,0.69,10月4日
053406元富NB,756870,5980000,247,0.13,0.17,0.2,0.46,10月2日,0.01,10月31日
053407元富NC,10549140,7955000,195,1.33,1.24,1.38,1.68,10月23日,0.99,10月12日
053408元富ND,5203020,2157000,123,2.41,2.28,1.48,2.9,10月5日,1.2,10月29日
053409日盛99,495010,438000,7,1.13,0.99,0.53,1.29,10月5日,0.53,10月31日
053410富邦CW,3387700,22937000,338,0.15,0.14,0.04,0.29,10月2日,0.04,10月31日
053411富邦CX,787330,909000,31,0.87,0.75,0.43,1.06,10月3日,0.37,10月29日
053412富邦CY,739700,3915000,72,0.19,0.27,0.09,0.57,10月2日,0.09,10月26日
053413富邦CZ,425300,496000,23,0.86,1.04,0.61,2,10月3日,0.48,10月26日
053414富邦DA,4760080,4332000,168,1.1,1.07,0.67,1.82,10月3日,0.49,10月29日
053415亞東40,1370,2000,2,0.68,0.68,0.63,0.74,10月18日,0.63,10月19日
053416亞東41,828480,3191000,98,0.26,0.34,0.02,0.73,10月5日,0.02,10月31日
053417亞東42,4258950,5632000,85,0.76,0.73,0.68,0.9,10月2日,0.6,10月19日
053418亞東43,675320,1886000,16,0.36,0.45,0.31,0.66,10月17日,0.31,10月31日
053419亞東44,3902300,3810000,71,1.02,0.96,0.7,1.31,10月2日,0.6,10月26日
053421元大13,1565410,1423000,40,1.1,1.05,0.8,1.32,10月5日,0.77,10月19日
053422元大14,21893400,9454000,312,2.32,2.25,1.97,2.98,10月8日,1.84,10月1日
053423元大15,12165360,4073000,168,2.99,2.94,2.86,3.33,10月5日,2.62,10月1日
053424元大16,1543240,4797000,135,0.32,0.4,0.05,0.8,10月5日,0.05,10月31日
053425元大17,1195720,1342000,43,0.89,0.89,0.57,1.28,10月2日,0.57,10月31日
053426FE永豐,16250,255000,8,0.06,0.12,0.02,0.23,10月4日,0.02,10月26日
053427FF永豐,15200,70000,2,0.22,0.22,0.22,0.22,10月4日,0.21,10月1日
053428臺銀07,715560,834000,34,0.86,0.86,0.44,1.23,10月2日,0.42,10月30日
053429臺銀08,347600,960000,72,0.36,0.37,0.35,0.57,10月5日,0.27,10月24日
053430元富NE,7834690,8086000,187,0.97,0.89,0.52,2.05,10月5日,0.44,10月29日
053431凱基MN,67380,534000,24,0.13,0.11,0.08,0.18,10月2日,0.07,10月16日
053432凱基MP,1008380,808000,36,1.25,1.36,1.01,1.92,10月2日,0.97,10月23日
053433凱基MQ,433700,335000,29,1.29,1.38,1.1,2.02,10月1日,0.99,10月29日
053434凱基MS,6346460,5253000,120,1.21,1.28,0.92,1.79,10月1日,0.81,10月22日
053435群益EI,2587210,2756000,75,0.94,1.02,0.34,1.65,10月2日,0.27,10月29日
053437群益EK,3227250,1122000,74,2.88,3.02,2.82,4.01,10月3日,2.32,10月29日
053439群益EN,185720,180000,21,1.03,0.99,0.77,1.19,10月1日,0.77,10月24日
053441臺銀10,30400,244000,8,0.12,0.23,0.06,0.38,10月4日,0.06,10月26日
053442FG永豐,711340,904000,32,0.79,0.74,0.62,0.9,10月8日,0.58,10月26日
053444FI永豐,17700,20000,2,0.88,0.88,0.87,0.9,10月9日,0.87,10月17日
053445FJ永豐,3400,10000,3,0.34,0.42,0.22,0.53,10月1日,0.22,10月22日
053446統一BP,57790,75000,21,0.77,0.76,0.34,1.24,10月1日,0.33,10月29日
053447康和HN,1881880,1483000,209,1.27,1.11,0.78,1.72,10月3日,0.58,10月29日
053448康和HP,706620,1518000,86,0.47,0.53,0.17,1.32,10月1日,0.17,10月31日
053449康和HQ,1530960,1106000,88,1.38,1.67,1.82,1.83,10月17日,1.11,10月9日
053450康和HR,1012420,592000,49,1.71,1.68,1.68,1.87,10月5日,1.41,10月25日
053452兆豐49,493200,2916000,309,0.17,0.18,0.03,0.37,10月3日,0.03,10月31日
053453元大18,12660,12000,2,1.06,1.06,1.05,1.08,10月11日,1.05,10月12日
053454元大19,159130,798000,41,0.2,0.29,0.05,0.55,10月3日,0.04,10月29日
053455元大20,630730,938000,42,0.67,0.63,0.48,0.73,10月4日,0.48,10月12日
053456元大21,186800,588000,23,0.32,0.34,0.05,0.64,10月3日,0.04,10月29日
053457元大22,423960,278000,20,1.53,1.71,1.21,2.12,10月2日,1.21,10月30日
053458元大23,3958210,1600000,67,2.47,2.45,2.36,2.81,10月5日,2.06,10月1日
053459元大24,60280,560000,16,0.11,0.11,0.04,0.22,10月2日,0.04,10月24日
053460元大25,598200,425000,32,1.41,1.36,1.03,1.69,10月5日,0.96,10月30日
053461元大26,888540,2486000,99,0.36,0.61,0.14,1.2,10月4日,0.14,10月31日
053462元大27,1186800,1629000,78,0.73,0.7,0.49,0.9,10月5日,0.49,10月31日
053463元大28,696240,289000,37,2.41,2.36,1.32,2.89,10月5日,1.31,10月26日
053464元大29,9939680,8802000,379,1.13,0.98,0.54,1.39,10月4日,0.52,10月29日
053466康和HV,412580,425000,33,0.97,0.94,0.55,1.17,10月1日,0.55,10月17日
053467康和HW,4933350,688000,86,7.17,6.98,6.95,8,10月5日,6.3,10月15日
053468康和HX,1766370,3278000,183,0.54,0.57,0.1,1.25,10月3日,0.1,10月31日
053469康和HY,149500,406000,10,0.37,0.48,0.21,0.69,10月2日,0.2,10月31日
053470國票HV,2549370,1774000,377,1.44,1.51,1.4,1.76,10月8日,1.31,10月1日
053471國票HZ,547480,503000,40,1.09,1.17,1.03,1.7,10月5日,0.67,10月25日
053472大華MB,871230,3185000,42,0.27,0.24,0.05,0.42,10月4日,0.05,10月25日
053473大華ME,4556240,4946000,80,0.92,0.79,0.4,1.1,10月2日,0.4,10月31日
053474大華MF,39820,714000,13,0.06,0.15,0.03,0.24,10月3日,0.03,10月26日
053475日盛1B,5472430,9609000,215,0.57,0.62,0.21,1.1,10月3日,0.13,10月29日
053476日盛1C,409140,223000,5,1.83,1.6,1.06,1.89,10月1日,1.06,10月18日
053477日盛1D,680770,1043000,34,0.65,0.64,0.21,1.3,10月2日,0.21,10月29日
053478日盛1E,54900,40000,4,1.37,1.36,0.96,1.53,10月5日,0.96,10月22日
053479日盛1F,162330,1211000,33,0.13,0.17,0.05,0.28,10月1日,0.05,10月26日
053480日盛1G,107600,395000,32,0.27,0.28,0.1,0.53,10月4日,0.1,10月31日
053481元大35,68100,310000,11,0.22,0.25,0.05,0.45,10月2日,0.05,10月30日
053482元大36,1562560,1552000,70,1.01,0.69,0.26,1.3,10月1日,0.23,10月29日
053483元大37,790780,656000,21,1.21,1.11,0.93,1.32,10月5日,0.92,10月23日
053485元大39,302400,4525000,82,0.07,0.08,0.01,0.18,10月3日,0.01,10月26日
053486元大40,4677000,8802000,137,0.53,0.55,0.34,0.71,10月5日,0.31,10月29日
053487元大41,635610,981000,51,0.65,0.61,0.42,0.85,10月1日,0.42,10月30日
053488富邦DB,469300,260000,8,1.8,1.78,1.12,2.3,10月2日,1.12,10月26日
053489富邦DC,2243430,615000,43,3.65,3.42,2.37,4.1,10月5日,2.05,10月26日
053490富邦DD,1434160,4563000,95,0.31,0.36,0.28,0.61,10月3日,0.16,10月29日
053491富邦DE,207240,1158000,37,0.18,0.22,0.07,0.56,10月12日,0.07,10月29日
053492富邦DF,2075100,2588000,64,0.8,0.7,0.3,0.96,10月3日,0.3,10月29日
053493富邦DG,1195640,1494000,30,0.8,0.85,0.67,1.13,10月2日,0.67,10月24日
053494富邦DH,1119350,3489000,69,0.32,0.26,0.09,0.51,10月2日,0.09,10月30日
053495富邦DJ,1502760,4638000,94,0.32,0.34,0.09,0.65,10月1日,0.09,10月31日
053496富邦DL,5423930,2889000,78,1.88,2.02,1.58,2.55,10月1日,1.33,10月29日
053497富邦DN,1417850,915000,32,1.55,1.28,0.72,1.87,10月2日,0.6,10月29日
053498富邦DP,484930,446000,43,1.09,1.16,1.11,1.64,10月5日,0.84,10月25日
053499富邦DQ,17053380,16609000,230,1.03,1.21,1.2,1.85,10月5日,0.74,10月25日
053500凱基MT,1020120,1000000,23,1.02,1.04,0.88,1.41,10月1日,0.81,10月16日
053501凱基MU,1580860,2337000,81,0.68,0.68,0.38,1.01,10月15日,0.35,10月31日
053502凱基MV,1333290,1566000,250,0.85,0.84,0.18,1.57,10月1日,0.18,10月31日
053503凱基MW,8571660,7584000,311,1.13,0.94,0.45,1.57,10月19日,0.38,10月29日
053504元富NF,21800500,37681000,496,0.58,0.85,0.37,1.32,10月3日,0.23,10月29日
053505元富NG,1025850,1885000,100,0.54,0.61,0.3,0.91,10月2日,0.3,10月31日
053506元富NH,1093080,795000,73,1.37,1.35,1.12,1.73,10月1日,1.12,10月24日
053507元富NJ,11610370,6787000,74,1.71,1.53,1.61,2.17,10月5日,1.18,10月11日
053508兆豐52,5316820,18230000,507,0.29,0.29,0.19,0.42,10月19日,0.16,10月29日
053509兆豐53,127500,364000,19,0.35,0.29,0.09,0.53,10月1日,0.09,10月31日
