,民國101年08月,,,,,,,Aug-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
053272大華LP,167380,273000,10,0.61,0.67,0.55,0.84,8月1日,0.55,8月30日
053273大華LQ,721260,1999000,33,0.36,0.27,0.29,0.64,8月1日,0.16,8月21日
053274康和GP,2680820,2346000,54,1.14,1.09,1.2,1.44,8月21日,0.71,8月1日
053275康和GQ,1019100,2285000,45,0.45,0.42,0.32,0.6,8月15日,0.32,8月29日
053276康和GR,10181400,7490000,147,1.36,1.4,1.57,1.78,8月21日,0.81,8月3日
053277康和GS,4415800,3145000,110,1.4,1.39,1.28,1.58,8月14日,1.04,8月3日
053278康和GT,16922360,26642000,973,0.64,0.65,0.6,1.77,8月1日,0.4,8月20日
053279國泰70,332110,833000,29,0.4,0.36,0.36,0.71,8月1日,0.25,8月20日
053280中信A8,2530910,2568000,69,0.99,1.04,1.1,1.34,8月27日,0.88,8月3日
053281元大N5,5299750,10233000,331,0.52,0.52,0.52,1,8月1日,0.37,8月8日
053282元大N6,25918480,18980000,590,1.37,1.29,1.43,1.63,8月27日,1.04,8月3日
053283元大N7,18377830,6746000,794,2.72,2.69,3.08,3.47,8月21日,1.99,8月6日
053284元富MR,24262670,26814000,809,0.9,0.94,0.94,1.8,8月1日,0.65,8月7日
053285元富MS,49370,179000,13,0.28,0.35,0.36,0.49,8月16日,0.2,8月6日
053286元富MT,12050,20000,4,0.6,0.6,0.62,0.62,8月15日,0.59,8月14日
053287凱基LS,4655790,8511000,245,0.55,0.48,0.46,1.06,8月1日,0.27,8月7日
053288凱基LT,18005100,41795000,1357,0.43,0.43,0.42,0.9,8月1日,0.3,8月8日
053289凱基LW,9671990,4907000,172,1.97,1.93,2,2.61,8月9日,0.8,8月3日
053290第一2W,18590,22000,2,0.84,0.84,0.82,0.87,8月23日,0.82,8月27日
053291大眾7Q,24710,22000,4,1.12,1.13,1.11,1.15,8月13日,1.09,8月13日
053292國票HK,410870,395000,16,1.04,0.99,0.96,1.17,8月27日,0.73,8月1日
053293國票HL,1669120,1427000,98,1.17,1.19,1.08,1.39,8月14日,0.97,8月3日
053294國票HM,149250,242000,7,0.62,0.55,0.52,0.64,8月17日,0.47,8月15日
053295國票HN,749630,564000,11,1.33,1.34,1.29,1.69,8月17日,1.05,8月3日
053296國票HP,315900,320000,12,0.99,1,0.95,1.05,8月16日,0.95,8月29日
053297國票HQ,433330,443000,22,0.98,0.93,0.94,1.05,8月21日,0.85,8月1日
053298國票HR,1128410,2266000,112,0.5,0.5,0.42,0.6,8月22日,0.39,8月29日
053299國票HS,338800,361000,41,0.94,1.08,1.08,1.39,8月21日,0.41,8月3日
053300國票HT,71280,495000,5,0.14,0.14,0.14,0.16,8月24日,0.13,8月29日
053301日盛88,1333590,8702000,182,0.15,0.17,0.16,0.42,8月1日,0.12,8月21日
053302日盛89,233800,1410000,29,0.17,0.18,0.14,0.47,8月1日,0.11,8月21日
053303日盛93,3312210,2350000,74,1.41,1.42,1.34,1.68,8月27日,0.89,8月7日
053304EV永豐,2366050,4124000,148,0.57,0.56,0.52,0.7,8月21日,0.39,8月7日
053305EW永豐,80410,176000,10,0.46,0.48,0.44,0.53,8月23日,0.43,8月30日
053306EX永豐,498650,693000,18,0.72,0.7,0.55,0.81,8月7日,0.55,8月29日
053307FA永豐,7806520,13740000,324,0.57,0.51,0.57,0.79,8月20日,0.32,8月3日
053308FB永豐,452560,2875000,59,0.16,0.18,0.16,0.42,8月1日,0.11,8月20日
053309大華LR,5343200,10059000,320,0.53,0.5,0.58,0.76,8月27日,0.29,8月8日
053310大華LV,4615630,4243000,128,1.09,0.99,1.37,1.41,8月31日,0.62,8月3日
053311中信B2,739860,1441000,55,0.51,0.57,0.53,1.14,8月1日,0.4,8月20日
053312第一2X,70730,518000,44,0.14,0.12,0.11,0.17,8月1日,0.1,8月13日
053313第一2Y,400,4000,1,0.1,0.1,0.1,0.1,8月1日,0.1,8月1日
053314兆豐36,2296750,1609000,36,1.43,1.42,1.35,1.61,8月21日,1.22,8月6日
053315兆豐37,2156490,3055000,154,0.71,0.73,0.68,0.87,8月14日,0.54,8月3日
053316兆豐38,1308970,1199000,41,1.09,0.96,1.24,1.28,8月28日,0.71,8月3日
053317兆豐39,290260,221000,24,1.31,1.39,1.21,1.61,8月24日,1.21,8月31日
053318兆豐40,3620890,3196000,60,1.13,0.98,0.88,1.41,8月9日,0.85,8月22日
053319兆豐41,2267230,3292000,116,0.69,0.69,0.52,0.8,8月9日,0.51,8月31日
053320兆豐42,3435140,3140000,107,1.09,1.08,1.06,1.39,8月15日,0.98,8月3日
053321兆豐43,752340,1047000,134,0.72,0.75,0.56,0.9,8月6日,0.55,8月31日
053322兆豐44,20184850,13362000,617,1.51,1.43,1.5,1.77,8月27日,0.68,8月3日
053323兆豐45,1745830,1114000,35,1.57,1.53,1.6,1.73,8月13日,1.4,8月6日
053324兆豐46,5942590,5072000,101,1.17,1.19,1.07,1.45,8月10日,1.02,8月20日
053325兆豐47,534720,967000,64,0.55,0.57,0.38,0.77,8月17日,0.37,8月30日
053326兆豐48,9858960,10930000,359,0.9,0.84,0.67,1.12,8月15日,0.6,8月3日
053327凱基MA,7387440,4712000,226,1.57,1.53,1.43,1.81,8月16日,1.32,8月3日
053328凱基MB,7272370,1494000,33,4.87,4.69,6.3,6.75,8月24日,3.59,8月1日
053329凱基MC,12492750,2146000,245,5.82,5.8,7.55,7.9,8月29日,3.67,8月1日
053330凱基ME,4162750,1390000,115,2.99,3.13,3.17,3.5,8月21日,2.59,8月3日
053331凱基MG,6260380,12893000,318,0.49,0.45,0.41,1.13,8月1日,0.2,8月7日
053332凱基MH,6880870,15645000,426,0.44,0.45,0.39,1.32,8月1日,0.27,8月20日
053333永昌FC,37400,40000,2,0.94,0.94,0.94,0.94,8月7日,0.93,8月6日
053334永昌FD,710810,1239000,65,0.57,0.54,0.42,0.71,8月9日,0.42,8月30日
053335永昌FE,59090,86000,16,0.69,0.71,0.73,0.81,8月21日,0.6,8月3日
053336永昌FF,47660,82000,4,0.58,0.56,0.59,0.59,8月31日,0.53,8月10日
053337永昌FG,16300,40000,4,0.41,0.41,0.43,0.43,8月13日,0.38,8月8日
053338永昌FH,3804990,2542000,49,1.5,1.38,1.6,1.65,8月29日,0.94,8月3日
053339永昌FK,67090,654000,17,0.1,0.11,0.11,0.15,8月6日,0.1,8月30日
053340永昌FL,21894520,20829000,469,1.05,0.98,0.62,1.21,8月14日,0.62,8月31日
053341群益DX,10837950,7642000,202,1.42,1.44,1.42,1.73,8月17日,1.01,8月9日
053342群益DY,37349540,17209000,960,2.17,1.97,1.84,2.8,8月27日,0.72,8月3日
053343群益DZ,1736780,4586000,155,0.38,0.4,0.25,0.65,8月17日,0.18,8月24日
053344群益EA,862540,3689000,77,0.23,0.23,0.2,0.6,8月1日,0.14,8月21日
053345群益EB,3227220,9745000,140,0.33,0.36,0.35,0.76,8月3日,0.16,8月7日
053346群益EG,14454250,10755000,361,1.34,1.4,1.8,2.02,8月30日,0.99,8月3日
053347群益EH,62917970,51704000,1631,1.22,1.27,1.28,2.39,8月1日,0.89,8月7日
053348富邦CK,7658180,4657000,144,1.64,1.56,1.38,1.98,8月24日,1.38,8月31日
053349富邦CL,3524350,10181000,266,0.35,0.33,0.37,0.51,8月27日,0.2,8月9日
053350中信A9,1761870,746000,36,2.36,2.44,2.36,2.8,8月23日,1.9,8月3日
053351元大N8,3240370,1137000,68,2.85,2.58,3.29,3.47,8月24日,1.67,8月1日
053352元大N9,11636530,7057000,377,1.65,1.72,2.36,2.5,8月24日,0.68,8月1日
053353元大01,5517780,9990000,209,0.55,0.58,0.57,1.35,8月1日,0.41,8月22日
053354元大02,1964450,1338000,48,1.47,1.48,1.71,1.82,8月23日,1.22,8月3日
053355第一2Z,260320,447000,10,0.58,0.56,0.59,0.59,8月31日,0.51,8月24日
053357元富MU,7444520,4756000,122,1.57,1.57,1.61,2,8月17日,1.31,8月8日
053358元富MV,15950570,11797000,256,1.35,1.34,1.22,1.75,8月6日,1.02,8月3日
053359元富MW,1678560,1124000,44,1.49,1.61,1.43,1.89,8月8日,1.38,8月28日
053360中信B3,457940,102000,13,4.49,4.61,4.65,5.2,8月16日,3.83,8月3日
053361富邦CM,8305070,8087000,260,1.03,1.01,0.78,1.19,8月9日,0.77,8月31日
053362富邦CN,832420,736000,18,1.13,1.05,1,1.21,8月21日,0.94,8月30日
053363富邦CQ,4858630,2368000,90,2.05,2.05,2.07,2.38,8月16日,1.75,8月3日
053364富邦CR,901930,982000,22,0.92,1.16,1.48,1.48,8月31日,0.81,8月7日
053365富邦CT,12473310,9201000,183,1.36,1.28,1.36,1.62,8月21日,0.76,8月3日
053366元大05,2197110,945000,80,2.32,2.32,2.24,2.85,8月21日,1.5,8月7日
053367凱基MJ,1546390,1167000,36,1.33,1.29,1.29,1.44,8月13日,1.08,8月3日
053368凱基MK,1353770,1165000,63,1.16,1.17,1.16,1.43,8月1日,0.98,8月28日
053369康和GZ,6325980,2780000,301,2.28,2.22,1.45,2.7,8月6日,1.45,8月31日
053370康和HA,1045500,665000,38,1.57,1.61,1.62,1.88,8月28日,1.33,8月8日
053371康和HB,631220,758000,25,0.83,0.75,0.5,1.01,8月17日,0.5,8月30日
053372康和HC,252910,149000,25,1.7,1.71,1.95,2.11,8月7日,1.45,8月13日
053373康和HI,213740,190000,39,1.12,1.18,1.6,1.6,8月31日,0.81,8月7日
053374康和HJ,2935710,1760000,111,1.67,1.62,1.43,1.85,8月10日,1.43,8月17日
053375康和HK,251170,707000,53,0.36,0.36,0.33,0.88,8月1日,0.22,8月7日
053376日盛95,518200,1629000,48,0.32,0.29,0.33,0.4,8月27日,0.22,8月9日
053377大華LY,1378700,1088000,31,1.27,1.22,1.24,1.39,8月21日,1.09,8月15日
053378大華LZ,7926050,7062000,80,1.12,1.09,0.87,1.25,8月7日,0.78,8月30日
053379大華MA,3247800,1976000,107,1.64,1.57,1.76,1.92,8月23日,1.02,8月1日
053380工銀F4,1235150,2053000,107,0.6,0.68,0.75,0.92,8月10日,0.45,8月3日
053381工銀F5,842050,768000,59,1.1,1.1,1.01,1.26,8月16日,0.91,8月9日
053382工銀F6,2332100,1073000,26,2.17,2.2,2.35,2.69,8月21日,1.62,8月1日
053383工銀F7,1556840,2833000,110,0.55,0.58,0.61,0.78,8月20日,0.33,8月3日
053384工銀F8,1160530,1611000,28,0.72,0.67,0.61,0.84,8月17日,0.51,8月1日
053385工銀F9,1290,6000,2,0.22,0.22,0.19,0.24,8月24日,0.19,8月27日
053386元富MY,710420,579000,22,1.23,1.2,0.91,1.39,8月9日,0.91,8月28日
053387元富MZ,9539100,12393000,283,0.77,0.77,0.66,0.95,8月9日,0.64,8月31日
053388FC永豐,334960,1645000,36,0.2,0.2,0.18,0.27,8月22日,0.15,8月8日
053389FD永豐,747850,2294000,57,0.33,0.34,0.28,0.44,8月7日,0.25,8月16日
053390元大06,507090,523000,27,0.97,1,0.93,1.2,8月10日,0.77,8月1日
053391元大07,3823170,2571000,103,1.49,1.64,1.73,2.07,8月17日,1.31,8月3日
053392元大08,6398070,5042000,282,1.27,1.44,1.45,1.85,8月27日,0.62,8月3日
053393元大09,2182130,1146000,62,1.9,2.09,2.29,2.63,8月27日,1.02,8月3日
053394元大10,289360,467000,36,0.62,0.64,0.7,0.72,8月30日,0.56,8月28日
053395元大11,345240,479000,47,0.72,0.71,0.62,0.83,8月14日,0.58,8月28日
053396元大12,11130,87000,13,0.13,0.14,0.11,0.19,8月22日,0.11,8月29日
053397凱基ML,11379350,4819000,171,2.36,2.34,2.18,2.71,8月6日,1.97,8月28日
053398凱基MM,8519460,4994000,260,1.71,1.58,1.21,1.83,8月6日,1.21,8月31日
053399中信B6,489360,1412000,75,0.35,0.4,0.31,1.08,8月1日,0.25,8月22日
053400第一3B,54010,101000,88,0.53,0.53,0.54,0.54,8月15日,0.53,8月14日
053401第一3C,939210,710000,21,1.32,1.23,0.84,1.47,8月21日,0.84,8月31日
053402第一3D,261750,275000,26,0.95,0.93,1.11,1.22,8月9日,0.71,8月1日
053403第一3E,1604190,839000,20,1.91,1.89,1.62,2.03,8月1日,1.62,8月30日
053404第一3F,37950,39000,10,0.97,1.02,1.01,1.11,8月14日,0.87,8月31日
053405第一3G,3580,2000,1,1.79,1.79,1.79,1.79,8月28日,1.79,8月28日
053406元富NB,4682750,17251000,320,0.27,0.33,0.27,0.96,8月1日,0.19,8月20日
053407元富NC,4810880,4419000,86,1.09,1.02,1.13,1.21,8月30日,0.89,8月7日
053408元富ND,6087160,5357000,91,1.14,1.12,1.07,1.3,8月17日,1,8月3日
053409日盛99,6099150,4813000,80,1.27,1.28,1.22,1.36,8月16日,1.2,8月30日
053410富邦CW,703160,2149000,70,0.33,0.36,0.28,0.47,8月7日,0.27,8月16日
053411富邦CX,2524830,2254000,78,1.12,1.11,0.95,1.42,8月9日,0.84,8月28日
053412富邦CY,1213500,2200000,97,0.55,0.6,0.43,0.84,8月15日,0.41,8月28日
053413富邦CZ,6535750,3653000,103,1.79,1.64,1.44,2.06,8月1日,1.44,8月31日
053415亞東40,3558970,2573000,82,1.38,1.39,1.37,1.58,8月21日,1.24,8月3日
053416亞東41,134540,527000,22,0.26,0.25,0.31,0.39,8月16日,0.14,8月6日
053417亞東42,657730,1066000,35,0.62,0.57,0.83,0.85,8月31日,0.36,8月3日
053418亞東43,607230,705000,24,0.86,0.87,0.7,1.08,8月16日,0.68,8月30日
053419亞東44,16368890,11545000,193,1.42,1.41,1.19,1.61,8月1日,1.09,8月30日
053420工銀G2,14300,20000,2,0.72,0.71,0.71,0.72,8月29日,0.71,8月29日
053421元大13,4840070,4272000,157,1.13,1.16,1.26,1.67,8月28日,0.76,8月3日
053422元大14,9798950,4268000,271,2.3,2.21,3.02,3.15,8月30日,1.33,8月1日
053423元大15,14759860,6154000,245,2.4,2.45,3.16,3.21,8月24日,1.57,8月1日
053424元大16,5605540,4441000,165,1.26,1.19,0.76,1.57,8月6日,0.74,8月31日
053425元大17,13786010,9307000,237,1.48,1.53,1.29,1.83,8月1日,1.11,8月30日
053426FE永豐,1279910,3404000,86,0.38,0.39,0.31,0.5,8月7日,0.28,8月16日
053427FF永豐,177070,458000,12,0.39,0.38,0.31,0.44,8月14日,0.31,8月29日
053428臺銀07,1250110,1255000,33,1,0.99,0.94,1.15,8月16日,0.74,8月3日
053429臺銀08,203600,360000,12,0.57,0.59,0.71,0.71,8月16日,0.4,8月3日
053430元富NE,3753450,3325000,108,1.13,1.07,0.94,1.29,8月10日,0.94,8月30日
053431凱基MN,2773160,6203000,234,0.45,0.47,0.48,0.63,8月24日,0.3,8月7日
053432凱基MP,37972970,19951000,671,1.9,1.94,1.87,2.3,8月27日,0.9,8月31日
053433凱基MQ,2081330,1119000,141,1.86,2.11,1.74,2.54,8月6日,1.7,8月30日
053434凱基MS,6159540,3027000,119,2.03,1.94,1.69,2.22,8月1日,1.46,8月30日
053435群益EI,10907610,6096000,237,1.79,1.71,1.45,2.06,8月10日,1.45,8月31日
053437群益EK,6210920,2417000,274,2.57,2.76,2.81,3.5,8月27日,1.29,8月3日
053438群益EM,600530,655000,40,0.92,0.94,0.8,1.08,8月10日,0.78,8月30日
053439群益EN,10183740,5983000,167,1.7,1.57,1.38,2,8月1日,1.37,8月28日
053440臺銀09,8350,60000,5,0.14,0.17,0.13,0.23,8月15日,0.13,8月31日
053441臺銀10,268160,363000,35,0.74,0.71,0.46,0.95,8月6日,0.46,8月31日
053442FG永豐,288640,345000,16,0.84,0.85,0.72,0.98,8月13日,0.72,8月28日
053443FH永豐,2317720,1679000,45,1.38,1.46,1.23,2.08,8月6日,1.07,8月1日
053444FI永豐,909010,834000,39,1.09,0.99,1.01,1.37,8月17日,0.69,8月3日
053445FJ永豐,151430,278000,8,0.54,0.56,0.51,0.62,8月3日,0.51,8月28日
053446統一BP,1733120,1743000,88,0.99,1.03,0.89,1.24,8月8日,0.83,8月29日
053447康和HN,2467880,1311000,35,1.88,1.78,1.94,2.08,8月21日,1.05,8月7日
053448康和HP,3524650,2474000,100,1.42,1.53,1.65,1.81,8月13日,1.03,8月3日
053449康和HQ,4928340,4245000,113,1.16,1.41,1.89,2.09,8月30日,1.04,8月6日
053450康和HR,3045430,1513000,88,2.01,2.04,2.07,2.41,8月27日,1.7,8月8日
053451康和HS,204120,44000,9,4.64,4.3,5.1,5.1,8月23日,3.47,8月1日
053452兆豐49,3310630,14699000,946,0.23,0.22,0.22,0.42,8月1日,0.16,8月22日
053453元大18,4145130,2578000,63,1.61,1.61,1.29,1.81,8月8日,1.29,8月31日
053454元大19,147770,200000,11,0.74,0.7,0.69,0.78,8月24日,0.61,8月6日
053455元大20,105880,174000,14,0.61,0.61,0.61,0.68,8月22日,0.54,8月3日
053456元大21,40970,58000,4,0.71,0.71,0.71,0.72,8月7日,0.69,8月3日
053457元大22,1318700,830000,25,1.59,1.52,1.59,1.7,8月28日,1.26,8月8日
053458元大23,9096350,4523000,364,2.01,2.06,2.69,2.79,8月30日,1.31,8月1日
053459元大24,39850,160000,8,0.25,0.27,0.18,0.39,8月14日,0.18,8月27日
053460元大25,5248690,5990000,190,0.88,0.87,1.09,1.17,8月23日,0.63,8月16日
053461元大26,2938750,1731000,86,1.7,1.63,1.2,2.09,8月17日,1.11,8月6日
053462元大27,1532960,1501000,120,1.02,0.98,0.78,1.14,8月9日,0.78,8月31日
053463元大28,10688620,6174000,295,1.73,1.82,1.78,1.99,8月17日,1.51,8月3日
053464元大29,2086780,2925000,74,0.71,0.7,0.71,0.91,8月28日,0.59,8月6日
053465元大30,1402000,1377000,58,1.02,1.06,1.2,1.22,8月29日,0.72,8月17日
053466康和HV,554490,476000,28,1.16,1.12,1.08,1.36,8月8日,0.95,8月20日
053467康和HW,1661200,287000,43,5.79,6.39,8,8.1,8月24日,4.5,8月1日
053468康和HX,3621030,4722000,266,0.77,0.81,0.79,1.65,8月1日,0.58,8月8日
053469康和HY,372580,351000,19,1.06,1.02,1.13,1.3,8月16日,0.67,8月1日
053470國票HV,2244660,1676000,84,1.34,1.35,1.71,1.76,8月29日,0.88,8月1日
053471國票HZ,1064070,1126000,34,0.94,0.93,0.94,1.02,8月10日,0.82,8月3日
053472大華MB,379400,560000,17,0.68,0.68,0.64,0.76,8月1日,0.63,8月30日
053473大華ME,4495480,2916000,102,1.54,1.52,1.24,1.82,8月9日,1.19,8月30日
053474大華MF,2489610,7348000,71,0.34,0.35,0.34,0.45,8月22日,0.3,8月15日
053475日盛1B,8187370,5657000,153,1.45,1.4,1.54,1.76,8月21日,0.77,8月7日
053476日盛1C,912430,589000,54,1.55,1.57,1.38,1.83,8月8日,1.31,8月29日
053477日盛1D,73050,150000,3,0.49,0.48,0.52,0.52,8月31日,0.43,8月20日
053478日盛1E,2920540,4242000,112,0.69,0.67,0.7,0.76,8月28日,0.5,8月3日
053479日盛1F,222370,543000,22,0.41,0.42,0.26,0.56,8月10日,0.26,8月31日
053480日盛1G,267560,630000,23,0.42,0.42,0.4,0.48,8月27日,0.38,8月30日
053481元大35,1015450,2176000,51,0.47,0.42,0.4,0.56,8月20日,0.29,8月7日
053482元大36,3657170,3341000,168,1.09,1.08,0.93,1.24,8月17日,0.9,8月29日
053483元大37,796350,469000,51,1.7,1.67,1.61,1.86,8月6日,1.55,8月7日
053484元大38,5200,20000,1,0.26,0.26,0.26,0.26,8月29日,0.26,8月29日
053485元大39,354340,1947000,43,0.18,0.19,0.15,0.28,8月16日,0.14,8月23日
053486元大40,6926040,8914000,222,0.78,0.77,0.7,0.89,8月9日,0.68,8月31日
053487元大41,5319460,5041000,228,1.06,1.01,0.97,1.2,8月16日,0.81,8月6日
053488富邦DB,4816400,2236000,92,2.15,2.03,1.9,2.27,8月21日,1.86,8月28日
053489富邦DC,16584300,10662000,180,1.56,1.53,1.49,1.78,8月16日,1.31,8月3日
053490富邦DD,697570,955000,27,0.73,0.68,0.6,0.79,8月16日,0.59,8月7日
053491富邦DE,2042810,1192000,102,1.71,1.79,1.3,2.48,8月17日,1.15,8月1日
053492富邦DF,3556310,3397000,87,1.05,1.05,1.03,1.2,8月27日,0.94,8月3日
053493富邦DG,4139780,3579000,155,1.16,1.15,1.28,1.28,8月31日,1.05,8月1日
053494富邦DH,2307570,2338000,85,0.99,0.91,0.51,1.25,8月9日,0.43,8月29日
053495富邦DJ,1497380,1820000,53,0.82,0.84,0.49,1.07,8月10日,0.49,8月31日
053496富邦DL,4197390,2046000,59,2.05,2.03,1.98,2.21,8月15日,1.85,8月8日
053497富邦DN,3573710,2523000,181,1.42,1.46,1.44,1.83,8月17日,1.17,8月3日
053498富邦DP,2768130,3004000,106,0.92,0.92,0.93,1.03,8月14日,0.78,8月3日
053499富邦DQ,760700,742000,34,1.03,1.04,1.02,1.17,8月16日,0.93,8月28日
053500凱基MT,165580,150000,15,1.1,1.08,1.09,1.21,8月28日,0.88,8月9日
053501凱基MU,181080,282000,14,0.64,0.69,0.81,0.83,8月30日,0.6,8月23日
053502凱基MV,6459990,4593000,109,1.41,1.44,1.16,1.72,8月8日,1.13,8月28日
053503凱基MW,505800,466000,51,1.09,1.04,0.93,1.14,8月1日,0.93,8月31日
053504元富NF,13734320,8824000,174,1.56,1.54,1.54,1.77,8月21日,1.34,8月10日
053505元富NG,11877510,12039000,218,0.99,0.94,1,1.14,8月21日,0.57,8月3日
053506元富NH,4139150,2091000,72,1.98,1.95,1.59,2.42,8月8日,1.59,8月31日
053507元富NJ,6387380,5371000,88,1.19,1.15,1.16,1.39,8月14日,0.93,8月3日
053508兆豐52,1048310,3549000,104,0.3,0.34,0.17,0.49,8月9日,0.16,8月30日
053509兆豐53,596150,1076000,43,0.55,0.56,0.59,0.66,8月1日,0.48,8月3日
053510兆豐54,1337130,1687000,55,0.79,0.67,0.74,0.94,8月28日,0.47,8月3日
053511兆豐55,555590,4316000,79,0.13,0.12,0.11,0.15,8月24日,0.08,8月6日
053512兆豐56,1886650,2750000,46,0.69,0.64,0.63,0.75,8月20日,0.51,8月1日
053513兆豐57,3329800,4366000,141,0.76,0.69,0.77,0.89,8月21日,0.38,8月7日
053514兆豐58,7444500,10237000,266,0.73,0.71,0.53,0.97,8月9日,0.51,8月22日
053515兆豐59,2352230,2355000,49,1,0.94,0.69,1.09,8月7日,0.69,8月30日
053516兆豐60,1473660,2006000,75,0.73,0.65,0.73,0.82,8月27日,0.38,8月7日
053517國泰74,1055620,1967000,37,0.54,0.56,0.45,0.86,8月23日,0.35,8月27日
053518凱基MY,778780,1785000,71,0.44,0.45,0.31,0.67,8月16日,0.3,8月31日
053519凱基MZ,5463510,2444000,127,2.24,2.22,1.86,2.67,8月8日,1.86,8月31日
053520凱基NA,457360,1980000,41,0.23,0.25,0.2,0.36,8月16日,0.2,8月31日
053521凱基NB,397760,294000,16,1.35,1.31,1.42,1.86,8月28日,0.92,8月1日
053522統一BR,385410,501000,33,0.77,0.76,0.84,0.97,8月27日,0.63,8月3日
053523統一BS,7707790,6426000,131,1.2,1.2,1.18,1.27,8月17日,1.11,8月1日
053524統一BT,2375050,1860000,57,1.28,1.27,1.18,1.5,8月9日,0.72,8月20日
053525統一BU,991120,2046000,132,0.48,0.45,0.19,0.6,8月14日,0.19,8月28日
053526元富NK,5986100,2422000,134,2.47,2.41,2.29,3.2,8月7日,2.21,8月29日
053527元富NL,142740,565000,13,0.25,0.2,0.25,0.34,8月16日,0.12,8月6日
053528日盛1J,154000,200000,2,0.77,0.77,0.77,0.77,8月7日,0.77,8月7日
053529日盛1K,25912810,14801000,378,1.75,1.84,1.93,2.43,8月27日,1.53,8月7日
053530日盛1L,1474840,1780000,53,0.83,0.79,0.66,0.99,8月1日,0.65,8月31日
053531日盛1M,146950,380000,15,0.39,0.39,0.44,0.51,8月10日,0.3,8月1日
053532大華MG,608610,973000,18,0.63,0.54,0.54,0.72,8月28日,0.43,8月8日
053533大華MH,793600,831000,31,0.95,0.85,0.95,1,8月16日,0.73,8月13日
053534大華MI,1920900,2060000,77,0.93,0.87,0.9,1.02,8月27日,0.76,8月10日
053535兆豐61,422160,1022000,67,0.41,0.51,0.22,0.79,8月14日,0.22,8月29日
053536大眾8Q,982930,976000,23,1.01,0.93,1,1.18,8月17日,0.59,8月3日
053538元大46,46770,54000,12,0.87,0.87,0.98,1,8月28日,0.8,8月9日
053539元大47,5175890,4321000,111,1.2,1.17,1.11,1.39,8月16日,1.04,8月1日
053540元大48,694100,1310000,64,0.53,0.54,0.47,0.62,8月16日,0.42,8月6日
053541元大49,1218300,1048000,43,1.16,1.14,0.97,1.32,8月14日,0.97,8月29日
053542元大50,5371650,3792000,173,1.42,1.37,1.08,1.58,8月10日,1.05,8月29日
053543元大51,20405600,13342000,410,1.53,1.51,1.6,1.98,8月27日,1.26,8月3日
053544群益EQ,1715060,1251000,55,1.37,1.36,0.9,1.76,8月10日,0.9,8月30日
053545群益EU,619150,900000,36,0.69,0.68,0.63,0.75,8月13日,0.61,8月8日
053547群益EW,3596410,3260000,161,1.1,1.08,1.09,1.28,8月28日,0.85,8月8日
053548FM永豐,54500,141000,15,0.39,0.39,0.46,0.47,8月31日,0.35,8月30日
053549FN永豐,277810,784000,53,0.35,0.34,0.38,0.45,8月17日,0.23,8月1日
053550富邦DS,339310,280000,20,1.21,1.27,1.46,1.48,8月16日,1.01,8月1日
053551富邦DU,1203640,1931000,48,0.62,0.7,0.4,0.95,8月8日,0.38,8月30日
053552富邦DV,41460,88000,12,0.47,0.49,0.54,0.54,8月13日,0.41,8月3日
053553富邦DW,1904060,3545000,127,0.54,0.49,0.5,0.69,8月28日,0.4,8月14日
053554富邦DX,1009520,1330000,32,0.76,0.75,0.57,0.88,8月15日,0.57,8月31日
053555第一3H,188200,1198000,22,0.16,0.16,0.19,0.21,8月1日,0.11,8月7日
053556凱基NC,3351230,4951000,102,0.68,0.65,0.57,0.78,8月8日,0.51,8月29日
053557凱基ND,2026700,1059000,69,1.91,1.84,1.85,2.37,8月27日,1.55,8月7日
053558凱基NE,8433290,4414000,142,1.91,2.06,1.8,2.8,8月6日,1.57,8月1日
053559凱基NF,4943830,3481000,128,1.42,1.38,1.29,1.6,8月17日,1.1,8月7日
053560凱基NH,5025980,4744000,84,1.06,1.1,1.19,1.23,8月21日,1,8月7日
053561凱基NJ,1625570,1142000,67,1.42,1.52,1.26,1.92,8月9日,1.26,8月31日
053562凱基NK,3157330,3365000,165,0.94,0.97,0.73,1.33,8月9日,0.73,8月31日
053563凱基NM,203830,681000,36,0.3,0.3,0.31,0.38,8月16日,0.21,8月6日
053564凱基NN,11413800,8883000,197,1.28,1.28,1.35,1.51,8月27日,1.1,8月1日
053565凱基NP,947660,562000,140,1.69,1.7,1.65,1.75,8月1日,1.65,8月6日
053566凱基NQ,11338500,9810000,201,1.16,1.13,1.05,1.34,8月17日,1.01,8月29日
053567群益EZ,1165510,927000,38,1.26,1.23,1.24,1.52,8月17日,0.77,8月9日
