,民國101年11月,,,,,,,Nov-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
053301日盛88,9000,800000,21,0.01,0.01,0.02,0.02,11月20日,0.01,11月20日
053302日盛89,1090,109000,3,0.01,0.01,0.01,0.01,11月19日,0.01,11月19日
053303日盛93,9138410,6633000,159,1.38,1.41,1.72,1.72,11月29日,1.14,11月21日
053304EV永豐,20420,735000,20,0.03,0.02,0.03,0.05,11月30日,0.01,11月28日
053305EW永豐,6670,96000,9,0.07,0.1,0.04,0.13,11月9日,0.04,11月19日
053306EX永豐,21910,340000,7,0.06,0.06,0.07,0.07,11月26日,0.06,11月21日
053307FA永豐,135740,329000,13,0.41,0.44,0.63,0.63,11月30日,0.29,11月2日
053308FB永豐,3170,317000,28,0.01,0.01,0.01,0.01,11月30日,0.01,11月30日
053309大華LR,70070,1397000,21,0.05,0.06,0.06,0.09,11月16日,0.03,11月14日
053310大華LV,17904730,19440000,627,0.92,0.78,0.69,1.22,11月9日,0.51,11月28日
053311中信B2,1160,32000,5,0.04,0.03,0.05,0.05,11月19日,0.02,11月13日
053314兆豐36,478200,487000,32,0.98,1.08,1.65,1.67,11月30日,0.78,11月22日
053315兆豐37,3473340,9638000,244,0.36,0.29,0.61,0.64,11月30日,0.13,11月22日
053316兆豐38,59340,73000,6,0.81,0.85,0.88,0.96,11月2日,0.73,11月22日
053317兆豐39,82900,120000,2,0.69,0.68,0.72,0.72,11月29日,0.65,11月16日
053318兆豐40,74490,507000,21,0.15,0.13,0.2,0.2,11月30日,0.06,11月23日
053319兆豐41,14410,182000,10,0.08,0.08,0.06,0.11,11月7日,0.05,11月21日
053320兆豐42,1208820,4501000,89,0.27,0.3,0.45,0.47,11月30日,0.18,11月13日
053321兆豐43,1335880,6508000,146,0.21,0.2,0.24,0.27,11月30日,0.13,11月1日
053322兆豐44,5366120,2905000,129,1.85,1.83,2.11,2.17,11月29日,1.53,11月13日
053323兆豐45,104720,64000,16,1.64,1.58,1.69,1.73,11月30日,1.5,11月28日
053324兆豐46,47310,105000,9,0.45,0.44,0.57,0.57,11月29日,0.35,11月21日
053325兆豐47,940,94000,2,0.01,0.01,0.01,0.01,11月8日,0.01,11月8日
053326兆豐48,864080,3298000,106,0.26,0.25,0.31,0.35,11月12日,0.17,11月1日
053327凱基MA,453870,392000,26,1.16,1.23,1.31,1.45,11月30日,0.98,11月5日
053328凱基MB,142550,26000,12,5.48,5.72,6.1,6.55,11月27日,4.67,11月20日
053329凱基MC,1156200,285000,33,4.06,4.12,4.98,5.85,11月1日,2.75,11月21日
053330凱基ME,5256200,1084000,106,4.85,5.38,8.6,8.6,11月30日,3.78,11月1日
053331凱基MG,22130,2112000,196,0.01,0.01,0.01,0.02,11月30日,0.01,11月30日
053332凱基MH,9880,924000,93,0.01,0.01,0.03,0.03,11月30日,0.01,11月30日
053333永昌FC,150,15000,1,0.01,0.01,0.01,0.01,11月27日,0.01,11月27日
053335永昌FE,594390,324000,6,1.83,1.72,1.86,1.86,11月30日,1.58,11月26日
053336永昌FF,3710,12000,5,0.31,0.32,0.26,0.38,11月8日,0.26,11月16日
053338永昌FH,1151590,899000,21,1.28,1.19,0.9,1.43,11月9日,0.9,11月20日
053339永昌FK,6110,611000,12,0.01,0.01,0.01,0.01,11月27日,0.01,11月27日
053340永昌FL,98300,105000,9,0.94,0.98,1.19,1.19,11月30日,0.8,11月20日
053341群益DX,2574280,2250000,94,1.14,1.1,0.76,1.47,11月9日,0.71,11月22日
053342群益DY,13904890,29970000,678,0.46,0.42,0.23,0.86,11月1日,0.16,11月22日
053343群益DZ,16210,784000,10,0.02,0.02,0.01,0.04,11月9日,0.01,11月27日
053344群益EA,850,51000,3,0.02,0.03,0.05,0.05,11月13日,0.01,11月8日
053346群益EG,7064930,3935000,91,1.8,1.78,1.92,2.08,11月9日,1.55,11月21日
053347群益EH,3818480,13261000,585,0.29,0.3,0.56,0.9,11月23日,0.05,11月7日
053348富邦CK,154460,299000,4,0.52,0.55,0.53,0.6,11月26日,0.51,11月14日
053349富邦CL,20,1000,1,0.02,0.02,0.02,0.02,11月12日,0.02,11月12日
053350中信A9,4734540,5656000,186,0.84,0.99,2.04,2.04,11月30日,0.46,11月21日
053351元大N8,798300,325000,23,2.46,2.1,2.53,2.73,11月2日,1.43,11月20日
053352元大N9,3731740,5708000,178,0.65,0.64,0.58,1.32,11月2日,0.26,11月21日
053353元大01,10640,285000,13,0.04,0.05,0.02,0.1,11月30日,0.01,11月2日
053355第一2Z,131300,290000,28,0.45,0.44,0.38,0.53,11月14日,0.33,11月5日
053357元富MU,96530,110000,10,0.88,0.87,0.8,1,11月2日,0.75,11月28日
053358元富MV,12720,194000,7,0.07,0.08,0.08,0.09,11月7日,0.05,11月1日
053359元富MW,2691460,7783000,380,0.35,0.35,0.4,0.55,11月9日,0.2,11月22日
053360中信B3,7512860,2285000,154,3.29,3.45,4.92,4.98,11月30日,2.67,11月21日
053361富邦CM,134340,1123000,23,0.12,0.12,0.13,0.16,11月5日,0.09,11月23日
053362富邦CN,2800,40000,2,0.07,0.07,0.07,0.07,11月5日,0.07,11月5日
053363富邦CQ,2877400,1343000,68,2.14,2.12,2.09,2.44,11月9日,1.6,11月21日
053364富邦CR,102880,84000,8,1.22,1.29,1.28,1.42,11月7日,1.17,11月21日
053365富邦CT,1721650,2761000,88,0.62,0.66,1.25,1.25,11月30日,0.46,11月14日
053366元大05,1094780,577000,61,1.9,1.94,1.98,2.29,11月9日,1.57,11月22日
053367凱基MJ,380,23000,4,0.02,0.01,0.01,0.02,11月27日,0.01,11月27日
053369康和GZ,128900,873000,47,0.15,0.19,0.21,0.34,11月2日,0.09,11月14日
053370康和HA,796040,507000,58,1.57,2.24,3.23,3.23,11月30日,0.86,11月5日
053371康和HB,13130,106000,5,0.12,0.12,0.13,0.13,11月7日,0.1,11月1日
053372康和HC,1798590,972000,60,1.85,1.97,2.39,2.39,11月19日,1.65,11月1日
053373康和HI,1024160,798000,59,1.28,1.27,1.39,1.7,11月9日,1.09,11月20日
053375康和HK,200,20000,2,0.01,0.01,0.01,0.01,11月30日,0.01,11月30日
053376日盛95,43340,862000,21,0.05,0.05,0.04,0.06,11月23日,0.04,11月30日
053377大華LY,42690,439000,12,0.1,0.12,0.23,0.23,11月30日,0.06,11月13日
053378大華LZ,20090,70000,5,0.29,0.31,0.29,0.4,11月2日,0.25,11月21日
053379大華MA,927350,3950000,155,0.23,0.18,0.12,0.43,11月9日,0.05,11月2日
053380工銀F4,4760,127000,7,0.04,0.05,0.02,0.09,11月9日,0.02,11月29日
053381工銀F5,345360,642000,26,0.54,0.56,0.63,0.7,11月29日,0.47,11月28日
053382工銀F6,11750,6000,6,1.96,1.96,2.13,2.36,11月2日,1.59,11月19日
053383工銀F7,255810,1328000,17,0.19,0.2,0.17,0.24,11月6日,0.17,11月8日
053384工銀F8,1600,20000,2,0.08,0.06,0.06,0.1,11月2日,0.06,11月2日
053386元富MY,840,4000,1,0.21,0.21,0.21,0.21,11月14日,0.21,11月14日
053387元富MZ,727320,2779000,65,0.26,0.18,0.27,0.41,11月27日,0.05,11月21日
053388FC永豐,90,2000,2,0.04,0.04,0.05,0.05,11月5日,0.04,11月1日
053389FD永豐,3070,307000,4,0.01,0.01,0.01,0.01,11月7日,0.01,11月7日
053390元大06,56970,146000,10,0.39,0.41,0.32,0.5,11月12日,0.32,11月20日
053391元大07,553220,567000,20,0.98,0.93,1.16,1.2,11月29日,0.66,11月15日
053392元大08,676700,506000,28,1.34,1.38,1.57,1.58,11月9日,1.14,11月13日
053393元大09,59750,25000,1,2.39,2.39,2.39,2.39,11月21日,2.39,11月21日
053394元大10,2229960,4407000,173,0.51,0.41,0.27,0.73,11月2日,0.17,11月22日
053395元大11,127600,490000,31,0.26,0.25,0.15,0.37,11月6日,0.15,11月21日
053396元大12,2500,200000,4,0.01,0.01,0.01,0.02,11月7日,0.01,11月14日
053397凱基ML,28800,10000,1,2.88,2.88,2.88,2.88,11月20日,2.88,11月20日
053398凱基MM,560520,1217000,61,0.46,0.5,0.23,0.74,11月6日,0.21,11月29日
053399中信B6,3330,238000,8,0.01,0.04,0.01,0.2,11月12日,0.01,11月27日
053402第一3D,28600,240000,9,0.12,0.12,0.08,0.18,11月6日,0.05,11月21日
053403第一3E,31600,40000,2,0.79,0.79,0.84,0.84,11月6日,0.74,11月5日
053404第一3F,274710,594000,5,0.46,0.46,0.49,0.49,11月27日,0.44,11月26日
053406元富NB,5430,528000,13,0.01,0.03,0.01,0.1,11月13日,0.01,11月21日
053407元富NC,180320,146000,5,1.24,1.22,0.98,1.36,11月1日,0.98,11月21日
053408元富ND,1406690,868000,27,1.62,1.96,2.09,2.5,11月12日,1.38,11月6日
053409日盛99,82000,160000,3,0.51,0.52,0.51,0.53,11月2日,0.51,11月5日
053410富邦CW,33780,1512000,32,0.02,0.03,0.03,0.05,11月9日,0.01,11月26日
053411富邦CX,5780,20000,5,0.29,0.25,0.16,0.33,11月9日,0.16,11月23日
053412富邦CY,230,23000,2,0.01,0.01,0.01,0.01,11月14日,0.01,11月14日
053413富邦CZ,36050,65000,10,0.55,0.59,0.33,0.69,11月9日,0.33,11月21日
053414富邦DA,2753160,3664000,130,0.75,0.74,0.64,1.04,11月6日,0.57,11月1日
053415亞東40,109300,402000,11,0.27,0.24,0.38,0.38,11月30日,0.1,11月13日
053416亞東41,14400,801000,21,0.02,0.02,0.01,0.04,11月2日,0.01,11月30日
053417亞東42,9681310,16615000,341,0.58,0.54,0.56,0.8,11月9日,0.37,11月21日
053418亞東43,2424800,6324000,93,0.38,0.39,0.65,0.77,11月30日,0.18,11月22日
053419亞東44,2717330,3098000,63,0.88,0.84,1.06,1.1,11月29日,0.62,11月1日
053421元大13,2067050,2343000,88,0.88,0.74,0.75,1.07,11月5日,0.43,11月21日
053422元大14,6546550,4538000,168,1.44,1.41,1.7,2.2,11月2日,0.83,11月21日
053423元大15,2552870,978000,44,2.61,2.64,3,3,11月30日,2.04,11月20日
053424元大16,66560,1446000,25,0.05,0.06,0.03,0.15,11月2日,0.03,11月28日
053425元大17,68260,126000,10,0.54,0.58,0.71,0.73,11月12日,0.43,11月22日
053428臺銀07,520900,1271000,31,0.41,0.41,0.63,0.63,11月30日,0.26,11月16日
053429臺銀08,575070,1757000,40,0.33,0.32,0.19,0.44,11月9日,0.19,11月20日
053430元富NE,2674140,7529000,168,0.36,0.36,0.48,0.54,11月2日,0.22,11月21日
053431凱基MN,2810,128000,8,0.02,0.02,0.02,0.03,11月9日,0.02,11月30日
053432凱基MP,642560,1078000,23,0.6,0.46,0.38,0.69,11月2日,0.33,11月14日
053433凱基MQ,719850,2039000,59,0.35,0.44,0.51,0.89,11月1日,0.12,11月15日
053434凱基MS,2520890,2070000,43,1.22,1.06,1.35,1.36,11月29日,0.81,11月22日
053435群益EI,1206130,3396000,87,0.36,0.37,0.46,0.54,11月12日,0.24,11月1日
053436群益EJ,19000,200000,4,0.1,0.1,0.09,0.1,11月26日,0.09,11月29日
053437群益EK,57950,17000,4,3.41,3.33,3.9,3.9,11月29日,3.1,11月1日
053438群益EM,220,2000,1,0.11,0.11,0.11,0.11,11月26日,0.11,11月26日
053439群益EN,155980,375000,12,0.42,0.43,0.33,0.59,11月9日,0.3,11月21日
053442FG永豐,138720,299000,22,0.46,0.49,0.52,0.57,11月7日,0.39,11月22日
053444FI永豐,78300,180000,4,0.44,0.44,0.48,0.48,11月26日,0.39,11月21日
053446統一BP,34100,182000,24,0.19,0.17,0.19,0.25,11月9日,0.11,11月20日
053447康和HN,664040,1071000,83,0.62,0.62,0.61,0.87,11月1日,0.44,11月22日
053448康和HP,68740,288000,50,0.24,0.24,0.16,0.42,11月2日,0.11,11月23日
053450康和HR,3254530,1364000,192,2.39,2.62,3.77,3.77,11月30日,1.48,11月5日
053452兆豐49,239860,2779000,277,0.09,0.08,0.09,0.28,11月13日,0.02,11月5日
053453元大18,15000,35000,2,0.43,0.45,0.48,0.48,11月29日,0.42,11月15日
053454元大19,106920,3762000,42,0.03,0.03,0.03,0.04,11月9日,0.02,11月21日
053455元大20,115550,270000,14,0.43,0.43,0.51,0.51,11月30日,0.34,11月15日
053456元大21,163960,2360000,93,0.07,0.08,0.1,0.11,11月30日,0.03,11月1日
053458元大23,1569070,753000,54,2.08,2.1,2.25,2.48,11月2日,1.78,11月14日
053460元大25,60950,75000,7,0.81,0.91,0.74,1.17,11月2日,0.64,11月22日
053461元大26,1290260,8255000,207,0.16,0.13,0.12,0.26,11月12日,0.07,11月22日
053462元大27,48340,108000,11,0.45,0.44,0.4,0.5,11月12日,0.38,11月23日
053464元大29,2212010,3769000,121,0.59,0.53,0.49,0.73,11月12日,0.38,11月21日
053465元大30,170120,206000,8,0.83,0.85,0.69,0.96,11月9日,0.67,11月21日
053466康和HV,900,10000,2,0.09,0.09,0.09,0.09,11月12日,0.09,11月12日
053467康和HW,840950,134000,23,6.28,5.94,6.75,6.8,11月2日,4.95,11月21日
053468康和HX,634970,3232000,156,0.2,0.21,0.36,0.39,11月13日,0.08,11月8日
053469康和HY,8600,40000,3,0.22,0.22,0.25,0.25,11月13日,0.18,11月9日
053470國票HV,790140,603000,37,1.31,1.2,1.41,1.5,11月2日,0.9,11月20日
053471國票HZ,3126840,1619000,124,1.93,1.44,2.51,2.52,11月30日,0.96,11月1日
053473大華ME,444670,1132000,36,0.39,0.38,0.49,0.51,11月26日,0.23,11月14日
053474大華MF,11880,594000,7,0.02,0.02,0.02,0.02,11月12日,0.02,11月12日
053475日盛1B,1380760,10501000,164,0.13,0.1,0.02,0.22,11月1日,0.01,11月26日
053476日盛1C,95000,465000,3,0.2,0.3,0.2,0.4,11月2日,0.2,11月15日
053477日盛1D,294440,1057000,25,0.28,0.24,0.31,0.37,11月29日,0.12,11月21日
053478日盛1E,619450,567000,31,1.09,1.05,1.1,1.19,11月27日,0.82,11月5日
053479日盛1F,37450,1928000,31,0.02,0.02,0.03,0.03,11月30日,0.01,11月29日
053480日盛1G,140,2000,1,0.07,0.07,0.07,0.07,11月7日,0.07,11月7日
053481元大35,4470,93000,7,0.05,0.06,0.08,0.08,11月16日,0.03,11月5日
053482元大36,456140,1500000,31,0.3,0.3,0.35,0.35,11月26日,0.23,11月6日
053483元大37,503580,637000,41,0.79,0.82,1.05,1.05,11月30日,0.71,11月1日
053485元大39,3540,351000,8,0.01,0.02,0.01,0.02,11月2日,0.01,11月2日
053486元大40,5389100,12907000,235,0.42,0.34,0.44,0.74,11月27日,0.21,11月21日
053487元大41,688750,1141000,28,0.6,0.61,0.66,0.67,11月2日,0.48,11月1日
053488富邦DB,2135290,1714000,49,1.25,1.41,2.35,2.35,11月30日,0.75,11月15日
053489富邦DC,126000,40000,3,3.15,3.15,3.43,3.43,11月26日,2.87,11月19日
053490富邦DD,842660,3566000,93,0.24,0.25,0.24,0.37,11月1日,0.19,11月22日
053491富邦DE,6150,130000,4,0.05,0.05,0.02,0.08,11月12日,0.02,11月16日
053492富邦DF,427200,1364000,48,0.31,0.29,0.3,0.39,11月2日,0.22,11月21日
053493富邦DG,130430,296000,17,0.44,0.48,0.52,0.58,11月9日,0.37,11月21日
053494富邦DH,2940,49000,1,0.06,0.06,0.06,0.06,11月9日,0.06,11月9日
053495富邦DJ,51560,552000,12,0.09,0.08,0.13,0.13,11月30日,0.03,11月15日
053496富邦DL,1692710,1061000,74,1.6,1.63,1.74,1.86,11月6日,1.26,11月15日
053497富邦DN,3022670,4601000,94,0.66,0.64,0.95,0.95,11月30日,0.37,11月22日
053498富邦DP,942710,652000,56,1.45,1.55,2.34,2.34,11月29日,1.15,11月1日
053499富邦DQ,69945190,45011000,616,1.55,1.7,3.07,3.98,11月26日,1.07,11月1日
053500凱基MT,420,2000,2,0.21,0.2,0.2,0.22,11月30日,0.2,11月30日
053501凱基MU,181690,560000,23,0.32,0.24,0.21,0.38,11月7日,0.12,11月21日
053502凱基MV,18300,180000,5,0.1,0.11,0.06,0.16,11月7日,0.06,11月13日
053503凱基MW,1687730,4349000,76,0.39,0.33,0.16,0.55,11月9日,0.16,11月30日
053504元富NF,3887670,12464000,185,0.31,0.24,0.1,0.43,11月1日,0.1,11月19日
053505元富NG,43350,175000,12,0.25,0.24,0.16,0.32,11月8日,0.14,11月23日
053506元富NH,84850,80000,5,1.06,1,0.85,1.15,11月7日,0.85,11月23日
053507元富NJ,6979480,3669000,62,1.9,2.08,3.19,3.19,11月30日,1.61,11月21日
053508兆豐52,9991880,39142000,1209,0.26,0.24,0.18,0.35,11月5日,0.16,11月28日
053509兆豐53,9650,315000,9,0.03,0.03,0.02,0.05,11月2日,0.02,11月30日
053510兆豐54,139300,310000,10,0.45,0.49,0.51,0.63,11月2日,0.35,11月15日
053511兆豐55,64900,2396000,38,0.03,0.02,0.02,0.04,11月19日,0.01,11月8日
053512兆豐56,39870,283000,12,0.14,0.15,0.14,0.19,11月19日,0.13,11月26日
053513兆豐57,527690,5064000,145,0.1,0.12,0.11,0.21,11月1日,0.06,11月22日
053514兆豐58,24830,536000,24,0.05,0.05,0.06,0.06,11月30日,0.02,11月21日
053515兆豐59,17280,54000,1,0.32,0.32,0.32,0.32,11月23日,0.32,11月23日
053516兆豐60,1013650,1807000,70,0.56,0.52,0.43,0.73,11月9日,0.38,11月22日
053517國泰74,154190,688000,29,0.22,0.17,0.1,0.31,11月9日,0.09,11月15日
053518凱基MY,250,25000,3,0.01,0.01,0.01,0.01,11月26日,0.01,11月26日
053519凱基MZ,393190,314000,5,1.25,1.48,1.94,1.94,11月30日,1.25,11月29日
053521凱基NB,285980,520000,33,0.55,0.45,0.33,0.85,11月5日,0.25,11月21日
053522統一BR,5600,40000,2,0.14,0.14,0.16,0.16,11月8日,0.12,11月6日
053524統一BT,3000,20000,1,0.15,0.15,0.15,0.15,11月29日,0.15,11月29日
053527元富NL,800,79000,5,0.01,0.01,0.01,0.02,11月5日,0.01,11月29日
053529日盛1K,646170,569000,32,1.14,1.12,1.47,1.47,11月29日,0.91,11月22日
053530日盛1L,250,1000,1,0.25,0.25,0.25,0.25,11月7日,0.25,11月7日
053531日盛1M,300,30000,3,0.01,0.01,0.01,0.01,11月29日,0.01,11月29日
053532大華MG,40350,100000,9,0.4,0.4,0.46,0.46,11月12日,0.36,11月7日
053533大華MH,1057650,1350000,68,0.78,0.7,0.59,1.06,11月1日,0.41,11月23日
053534大華MI,95180,125000,12,0.76,0.7,0.74,0.86,11月9日,0.61,11月7日
053535兆豐61,3780,188000,9,0.02,0.02,0.02,0.04,11月6日,0.01,11月8日
053537大眾9Q,24480,102000,3,0.24,0.23,0.24,0.26,11月30日,0.22,11月28日
053538元大46,679240,1108000,38,0.61,0.63,0.65,0.71,11月9日,0.51,11月23日
053539元大47,113080,174000,11,0.65,0.67,0.66,0.83,11月9日,0.58,11月15日
053540元大48,3716910,53467000,1146,0.07,0.08,0.1,0.16,11月1日,0.03,11月27日
053541元大49,2282040,4018000,75,0.57,0.59,0.7,0.78,11月7日,0.4,11月1日
053542元大50,758560,985000,24,0.77,0.75,0.84,0.84,11月30日,0.63,11月22日
053543元大51,7211420,8155000,196,0.88,0.92,1.24,1.24,11月30日,0.72,11月21日
053544群益EQ,12450,1245000,17,0.01,0.01,0.01,0.01,11月22日,0.01,11月22日
053547群益EW,3438480,2778000,104,1.24,1.26,1.27,1.65,11月6日,0.95,11月1日
053548FM永豐,236700,1140000,50,0.21,0.2,0.17,0.25,11月1日,0.17,11月8日
053549FN永豐,431520,4403000,63,0.1,0.1,0.09,0.14,11月1日,0.07,11月22日
053551富邦DU,121660,2321000,28,0.05,0.07,0.04,0.09,11月7日,0.04,11月30日
053552富邦DV,752210,7788000,119,0.1,0.09,0.06,0.15,11月9日,0.05,11月13日
053553富邦DW,1276480,3448000,65,0.37,0.36,0.37,0.53,11月19日,0.26,11月21日
053554富邦DX,170530,654000,63,0.26,0.26,0.28,0.33,11月30日,0.22,11月23日
053557凱基ND,831600,959000,49,0.87,0.86,1.12,1.12,11月30日,0.7,11月13日
053558凱基NE,1380830,1438000,23,0.96,0.92,1,1.29,11月1日,0.58,11月22日
053559凱基NF,970190,1028000,29,0.94,0.9,1,1.08,11月29日,0.78,11月28日
053560凱基NH,43990,272000,15,0.16,0.18,0.23,0.26,11月30日,0.12,11月14日
053561凱基NJ,798950,3786000,93,0.21,0.22,0.27,0.3,11月2日,0.12,11月20日
053564凱基NN,26770,104000,12,0.26,0.24,0.2,0.29,11月2日,0.2,11月30日
053565凱基NP,391150,380000,16,1.03,1.03,0.86,1.2,11月2日,0.86,11月13日
053566凱基NQ,6990560,3705000,120,1.89,1.89,2.13,2.45,11月16日,1.33,11月1日
053567群益EZ,220920,453000,19,0.49,0.43,0.23,0.62,11月9日,0.23,11月20日
053568群益FA,220680,2753000,44,0.08,0.07,0.09,0.11,11月2日,0.03,11月26日
053569群益FB,18710,1861000,32,0.01,0.01,0.01,0.02,11月7日,0.01,11月29日
053570群益FC,5893400,5991000,263,0.98,0.88,1.11,1.21,11月30日,0.7,11月21日
053571群益FE,213420,703000,61,0.3,0.26,0.36,0.44,11月29日,0.14,11月22日
053573群益FG,302600,912000,13,0.33,0.32,0.33,0.35,11月29日,0.26,11月23日
053574群益FH,4400,80000,3,0.06,0.06,0.05,0.07,11月21日,0.05,11月30日
053576FP永豐,563720,725000,34,0.78,0.82,1.3,1.35,11月30日,0.31,11月5日
053577FQ永豐,4225940,5184000,82,0.82,0.79,1.02,1.03,11月30日,0.6,11月1日
053578元大52,494390,697000,30,0.71,0.69,0.89,0.91,11月9日,0.5,11月21日
053579元大53,5302430,3428000,143,1.55,1.5,2.39,2.4,11月30日,1.07,11月1日
053580元大54,31680,198000,2,0.16,0.16,0.17,0.17,11月6日,0.15,11月5日
053581元大55,527510,484000,21,1.09,1.07,1.07,1.4,11月7日,0.91,11月15日
053582元大56,62590,111000,34,0.56,0.56,0.63,0.74,11月2日,0.4,11月16日
053583元大57,458980,208000,21,2.21,2.3,2.72,2.72,11月23日,2.13,11月15日
053584元大58,254140,76000,25,3.34,3.39,3.61,3.74,11月2日,3.06,11月6日
053585元大59,763510,1111000,39,0.69,0.73,0.7,0.92,11月2日,0.6,11月22日
053586元大60,772470,2341000,50,0.33,0.33,0.32,0.38,11月16日,0.29,11月14日
053587元大61,481050,3364000,81,0.14,0.15,0.12,0.33,11月9日,0.06,11月6日
053588富邦DY,1109920,4167000,82,0.27,0.29,0.22,0.38,11月7日,0.17,11月1日
053589富邦DZ,718600,2738000,99,0.26,0.3,0.25,0.4,11月7日,0.2,11月1日
053590富邦EA,135750,352000,15,0.39,0.39,0.35,0.45,11月7日,0.34,11月6日
053591富邦EB,642180,972000,47,0.66,0.65,0.7,0.85,11月9日,0.42,11月21日
053592富邦EC,70130,160000,16,0.44,0.42,0.36,0.48,11月9日,0.35,11月22日
053593富邦ED,778700,761000,41,1.02,0.99,1.02,1.28,11月5日,0.77,11月15日
053594兆豐63,2185230,5811000,193,0.38,0.37,0.37,0.6,11月7日,0.29,11月5日
053595兆豐64,900,10000,1,0.09,0.09,0.09,0.09,11月1日,0.09,11月1日
053596統一BV,934250,1852000,65,0.5,0.52,0.75,0.75,11月27日,0.34,11月15日
053597亞東45,155310,1146000,17,0.14,0.14,0.16,0.26,11月7日,0.04,11月15日
053598元富NM,47730,831000,25,0.06,0.05,0.05,0.08,11月5日,0.04,11月26日
053599元富NN,2414360,2587000,100,0.93,0.88,1.1,1.22,11月2日,0.56,11月21日
053600凱基NR,6268240,22327000,530,0.28,0.24,0.24,0.43,11月9日,0.12,11月21日
053601元富NP,12901020,28331000,642,0.46,0.41,0.3,0.62,11月5日,0.23,11月28日
053602元富NQ,5136320,4803000,130,1.07,0.98,1.24,1.35,11月30日,0.76,11月13日
053605FS永豐,271200,600000,8,0.45,0.45,0.46,0.52,11月9日,0.35,11月23日
053606FT永豐,14760,18000,1,0.82,0.82,0.82,0.82,11月5日,0.82,11月5日
053607FU永豐,862650,748000,17,1.15,1.13,1.06,1.25,11月12日,1.04,11月22日
053608FV永豐,130190,95000,9,1.37,1.34,1.42,1.42,11月29日,1.26,11月19日
053609FX永豐,5160,159000,7,0.03,0.03,0.02,0.04,11月2日,0.02,11月30日
053610康和HZ,6613310,1911000,124,3.46,3.37,3.77,4.05,11月29日,2.78,11月13日
053611康和IA,1250,25000,1,0.05,0.05,0.05,0.05,11月28日,0.05,11月28日
053612康和IB,259680,232000,7,1.12,1.22,1.28,1.42,11月9日,1.03,11月21日
053614康和ID,1075890,7794000,128,0.14,0.15,0.2,0.22,11月30日,0.09,11月6日
053615康和IE,29790,228000,6,0.13,0.13,0.14,0.14,11月29日,0.12,11月28日
053616康和IF,4117340,4780000,127,0.86,0.85,1.02,1.12,11月9日,0.62,11月21日
053617元大64,83010,740000,69,0.11,0.1,0.08,0.2,11月9日,0.05,11月1日
053619元大66,5769270,1565000,67,3.69,3.54,4.1,4.32,11月1日,2.7,11月20日
053620元大67,297980,4809000,196,0.06,0.04,0.01,0.11,11月12日,0.01,11月30日
053621元大68,1971670,1737000,292,1.14,1.15,1.29,1.39,11月30日,0.73,11月1日
053622元大75,1576150,2659000,25,0.59,0.56,0.5,0.65,11月2日,0.45,11月23日
053623元大76,280450,3464000,54,0.08,0.08,0.09,0.12,11月2日,0.05,11月23日
