,民國101年06月,,,,,,,Jun-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
051882大華FY,4200,15000,1,0.28,0.28,0.28,0.28,6月29日,0.28,6月29日
051883大華FZ,205720,956000,45,0.22,0.2,0.17,0.42,6月1日,0.12,6月11日
051884大華GA,4216570,2364000,262,1.78,1.86,2.32,2.46,6月20日,1.06,6月4日
051885兆豐4T,2580020,5674000,116,0.45,0.44,0.35,0.57,6月19日,0.33,6月29日
051886兆豐4U,241350,800000,51,0.3,0.3,0.22,0.39,6月18日,0.22,6月28日
051887兆豐4V,1341960,1924000,48,0.7,0.67,0.46,0.85,6月6日,0.46,6月29日
051888兆豐4W,228760,491000,42,0.47,0.46,0.46,0.53,6月18日,0.38,6月4日
051889兆豐4X,28840,97000,12,0.3,0.32,0.3,0.39,6月18日,0.28,6月4日
051890兆豐4Y,529580,994000,49,0.53,0.56,0.56,0.64,6月18日,0.48,6月4日
051891元富EJ,932670,3634000,106,0.26,0.26,0.29,0.35,6月20日,0.18,6月12日
051892元富EL,1736340,2674000,84,0.65,0.71,0.82,0.87,6月19日,0.48,6月4日
051893元富EN,7553520,9111000,276,0.83,0.79,0.81,0.93,6月18日,0.56,6月4日
051894元富EQ,718820,2770000,72,0.26,0.26,0.28,0.34,6月1日,0.21,6月4日
0518959R永豐,863950,2101000,47,0.41,0.44,0.56,0.62,6月27日,0.2,6月8日
0518969S永豐,480980,708000,116,0.68,0.7,0.73,0.96,6月25日,0.48,6月4日
0518979T永豐,1619030,3105000,62,0.52,0.55,0.57,0.66,6月20日,0.4,6月4日
0518989U永豐,191390,318000,13,0.6,0.6,0.55,0.67,6月20日,0.51,6月6日
0518999W永豐,2264720,8393000,169,0.27,0.28,0.3,0.54,6月1日,0.16,6月8日
0519009X永豐,425070,929000,20,0.46,0.42,0.35,0.51,6月18日,0.34,6月4日
0519019Y永豐,2800,4000,2,0.7,0.7,0.74,0.74,6月5日,0.66,6月4日
051902A1永豐,2080,6000,3,0.35,0.35,0.38,0.38,6月15日,0.31,6月11日
051903元大3D,1254790,6097000,182,0.21,0.2,0.14,0.34,6月18日,0.13,6月8日
051904元大3E,371640,642000,10,0.58,0.56,0.47,0.71,6月1日,0.47,6月11日
051905元大3F,130200,125000,11,1.04,1.04,1.11,1.11,6月20日,0.95,6月11日
051906元大3G,218620,221000,16,0.99,0.98,0.99,1.1,6月18日,0.87,6月7日
051907元大3H,548960,1094000,168,0.5,0.53,0.58,0.66,6月25日,0.41,6月20日
051908元大3I,142540,442000,9,0.32,0.3,0.2,0.42,6月1日,0.2,6月29日
051909元大3J,1902530,4282000,105,0.44,0.39,0.32,0.53,6月19日,0.22,6月4日
051910元大3K,12691020,14292000,651,0.89,0.9,0.6,1.17,6月7日,0.56,6月29日
051911元大3L,276900,700000,15,0.4,0.39,0.54,0.55,6月19日,0.3,6月6日
051912元大3M,700800,245000,36,2.86,2.69,2.78,3.64,6月25日,2,6月4日
051913元大3N,24435820,36877000,903,0.66,0.65,0.85,0.86,6月29日,0.43,6月4日
051914元大3P,514500,846000,23,0.61,0.59,0.52,0.66,6月18日,0.52,6月29日
051915元大3Q,32370,62000,4,0.52,0.52,0.52,0.53,6月28日,0.52,6月29日
051916兆豐4Z,199630,470000,25,0.42,0.42,0.41,0.51,6月20日,0.35,6月8日
051917兆豐5A,392010,510000,24,0.77,0.92,1.12,1.65,6月26日,0.64,6月19日
051918兆豐5B,1579760,1627000,53,0.97,0.93,0.95,1.05,6月19日,0.7,6月4日
051919兆豐5C,182710,272000,26,0.67,0.68,0.68,0.79,6月22日,0.53,6月4日
051920兆豐5D,431810,4076000,110,0.11,0.12,0.11,0.26,6月1日,0.05,6月8日
051921兆豐5E,1357520,3243000,135,0.42,0.43,0.47,0.77,6月1日,0.28,6月11日
051922兆豐5F,738060,1974000,77,0.37,0.38,0.46,0.47,6月18日,0.26,6月4日
051923兆豐5G,4444480,5955000,125,0.75,0.74,0.79,0.9,6月18日,0.54,6月4日
051924兆豐5H,9509180,9616000,450,0.99,0.95,0.7,1.16,6月7日,0.64,6月29日
051925兆豐5J,112880,174000,8,0.65,0.68,0.8,0.8,6月20日,0.58,6月4日
051926A2永豐,45540,198000,2,0.23,0.23,0.19,0.27,6月1日,0.19,6月4日
051927A3永豐,1657670,16897000,544,0.1,0.09,0.08,0.14,6月1日,0.06,6月26日
051928A4永豐,7317720,39272000,814,0.19,0.19,0.18,0.33,6月1日,0.12,6月27日
051929A5永豐,274630,318000,11,0.86,0.87,0.79,0.99,6月18日,0.75,6月6日
051930A6永豐,703300,5177000,75,0.14,0.16,0.17,0.24,6月20日,0.1,6月12日
051931A7永豐,15500,60000,4,0.26,0.25,0.2,0.3,6月15日,0.2,6月28日
051932A8永豐,1277540,1440000,45,0.89,0.9,0.91,1.04,6月20日,0.71,6月4日
051933A9永豐,142990,254000,29,0.56,0.59,0.55,0.87,6月25日,0.36,6月4日
051934國泰08,22826590,7504000,577,3.04,3.05,3.27,4.25,6月25日,2.02,6月4日
051935國泰09,16719730,8167000,316,2.05,2.1,2.22,2.49,6月1日,1.65,6月4日
051936群益9K,420970,485000,16,0.87,0.83,0.69,1.08,6月1日,0.68,6月8日
051937群益9L,3980540,6434000,240,0.62,0.61,0.63,0.72,6月18日,0.51,6月4日
051938群益9M,11634620,9745000,273,1.19,1.09,1.25,1.48,6月25日,0.84,6月4日
051939群益9N,4531450,5410000,120,0.84,0.86,0.81,1.11,6月21日,0.64,6月4日
051940群益9P,2805130,3010000,73,0.93,0.9,0.9,1.13,6月18日,0.67,6月4日
051941群益9Q,1658880,3637000,87,0.46,0.44,0.38,0.58,6月1日,0.35,6月26日
051942元大3Y,16641380,9134000,377,1.82,1.71,1.93,2.1,6月22日,1.34,6月4日
051943元大3Z,4880600,2457000,97,1.99,2.11,2.26,2.82,6月25日,1.48,6月4日
051944元大4A,18743490,5765000,135,3.25,3.31,3.43,4.7,6月25日,2.39,6月4日
051945元大4B,8497070,2447000,125,3.47,3.7,3.92,4.97,6月25日,2.53,6月4日
051946元大4C,4793600,7082000,168,0.68,0.69,0.72,1.25,6月1日,0.45,6月11日
051947元大4D,7843700,16878000,642,0.46,0.44,0.46,0.77,6月1日,0.29,6月11日
051948元大4E,18272540,26666000,871,0.69,0.65,0.6,0.88,6月1日,0.54,6月27日
051949元大4F,472640,842000,405,0.56,0.61,0.5,0.76,6月1日,0.5,6月28日
051950元大4G,4921130,8956000,268,0.55,0.54,0.69,0.78,6月1日,0.42,6月6日
051951元大4H,5572040,5996000,228,0.93,0.9,0.77,1.13,6月13日,0.65,6月26日
051952元大4I,1185760,873000,26,1.36,1.33,1.32,1.52,6月20日,1.25,6月14日
051953康和FJ,37790440,25819000,1067,1.46,1.37,1.49,1.97,6月25日,0.91,6月4日
051954康和FK,1322660,1020000,37,1.3,1.66,2,2.07,6月18日,1.05,6月4日
051955大眾8P,562850,655000,314,0.86,1.14,1.61,1.61,6月26日,0.71,6月15日
051956中信70,1509170,755000,37,2,1.96,1.88,2.37,6月18日,1.64,6月5日
051958中信73,13429680,3393000,255,3.96,4.08,4.7,6.65,6月25日,2.43,6月4日
051959工銀65,4052700,2315000,124,1.75,1.7,1.71,2.21,6月18日,1.3,6月28日
051960凱基EV,479850,544000,25,0.88,0.85,0.82,1.55,6月1日,0.56,6月12日
051961凱基EW,942000,2340000,136,0.4,0.38,0.38,0.69,6月1日,0.24,6月11日
051962凱基EX,5624360,11497000,335,0.49,0.53,0.55,0.89,6月1日,0.35,6月12日
051963凱基FC,266860,495000,21,0.54,0.57,0.71,0.75,6月15日,0.33,6月4日
051964凱基FD,66400,30000,3,2.21,2.24,2.13,2.35,6月28日,2.13,6月29日
051965凱基FE,726160,728000,307,1,1.24,1.63,1.74,6月26日,0.8,6月4日
051966富邦87,7171870,4869000,162,1.47,1.41,1.37,1.67,6月20日,1.14,6月4日
051967富邦88,1376430,3221000,63,0.43,0.51,0.47,1.15,6月1日,0.28,6月11日
051968富邦89,7390,45000,3,0.16,0.16,0.15,0.17,6月8日,0.15,6月13日
051969統一J6,5800490,4071000,46,1.42,1.36,1.32,1.56,6月18日,1.22,6月7日
051970統一J8,958720,2266000,52,0.42,0.48,0.52,0.69,6月18日,0.33,6月6日
051971凱基FF,31074260,15073000,457,2.06,2.03,2.1,2.9,6月25日,1.35,6月4日
051972凱基FH,12286910,34104000,1123,0.36,0.37,0.2,0.58,6月11日,0.18,6月28日
051973凱基FJ,886000,920000,15,0.96,0.97,0.99,1.06,6月22日,0.9,6月28日
051974凱基FK,764750,604000,68,1.27,1.23,1.35,1.6,6月22日,0.95,6月5日
051975凱基FL,4340930,3859000,114,1.12,1.11,1.03,1.7,6月1日,0.95,6月8日
051976凱基FP,7201750,2667000,99,2.7,2.7,2.73,3.2,6月20日,2.15,6月4日
051977凱基FQ,13767610,28114000,914,0.49,0.57,0.22,1.37,6月5日,0.2,6月29日
051979國票GQ,580710,1083000,62,0.54,0.51,0.38,0.68,6月19日,0.38,6月29日
051980B2永豐,233800,97000,13,2.41,1.74,2.28,3.52,6月27日,1.15,6月4日
051981B3永豐,8618440,13424000,191,0.64,0.63,0.66,0.75,6月18日,0.44,6月4日
051982B4永豐,308430,1082000,31,0.29,0.28,0.21,0.4,6月18日,0.21,6月28日
051983B6永豐,244060,659000,20,0.37,0.34,0.28,0.46,6月1日,0.27,6月25日
051984B8永豐,630340,1861000,41,0.34,0.32,0.32,0.41,6月18日,0.24,6月5日
051985C1永豐,645320,550000,11,1.17,1.16,1.23,1.39,6月22日,0.86,6月15日
051986C2永豐,1891810,3185000,112,0.59,0.56,0.28,0.83,6月7日,0.27,6月28日
051987元大3A,32084930,8028000,639,4,4.11,4.8,5.2,6月19日,2.61,6月4日
051988元大3B,5380620,3523000,82,1.53,1.47,1.56,1.71,6月25日,1.22,6月15日
051989元大3C,250590,583000,23,0.43,0.44,0.38,0.57,6月18日,0.37,6月29日
051990第一1S,575690,1199000,57,0.48,0.47,0.56,0.6,6月1日,0.38,6月13日
051991第一1T,156550,651000,19,0.24,0.25,0.2,0.35,6月1日,0.2,6月29日
051992富邦90,7817330,8811000,171,0.89,0.84,0.87,1.01,6月20日,0.6,6月4日
051993富邦92,2929540,3796000,55,0.77,0.73,0.85,0.85,6月26日,0.53,6月7日
051994富邦93,2262310,1587000,48,1.43,1.42,1.37,1.67,6月1日,1.15,6月4日
051995富邦94,8568590,6339000,443,1.35,1.32,1.47,1.58,6月29日,1.05,6月4日
051996富邦95,283940,645000,305,0.44,0.45,0.47,0.56,6月18日,0.4,6月7日
051997富邦96,5611200,7397000,163,0.76,0.7,0.76,0.88,6月1日,0.51,6月4日
051998臺銀03,48210,44000,7,1.1,1.06,1.25,1.25,6月18日,0.86,6月4日
051999臺銀04,19416980,15754000,227,1.23,1.28,1.25,1.49,6月22日,1.1,6月28日
052000群益9R,161670,1075000,13,0.15,0.13,0.11,0.21,6月1日,0.1,6月5日
052001群益9S,1542240,1266000,63,1.22,1.18,1.09,1.52,6月18日,1.03,6月26日
052002群益9X,3081120,7517000,126,0.41,0.39,0.31,0.53,6月1日,0.27,6月29日
052003C4永豐,1643650,1880000,109,0.87,0.87,1.08,1.46,6月25日,0.5,6月4日
052004C5永豐,100540,160000,11,0.63,0.58,0.46,0.73,6月18日,0.46,6月22日
052005日盛12,7136150,11582000,209,0.62,0.66,0.81,1.03,6月1日,0.5,6月14日
052006日盛13,598930,1332000,31,0.45,0.4,0.28,0.61,6月1日,0.28,6月14日
052007日盛15,5778060,10656000,576,0.54,0.55,0.55,0.73,6月18日,0.34,6月4日
052008大華GG,8039780,5030000,102,1.6,1.54,1.58,1.84,6月18日,1.05,6月4日
052009大華GH,2223720,2902000,71,0.77,0.71,0.77,0.92,6月18日,0.46,6月4日
052010大華GI,6830150,3258000,241,2.1,1.66,2.28,3.74,6月26日,1.12,6月12日
052011元富ET,2688730,6120000,159,0.44,0.39,0.41,0.67,6月1日,0.31,6月14日
052012元富EU,449960,1811000,25,0.25,0.27,0.35,0.35,6月29日,0.18,6月8日
052013元富EV,3008120,1566000,96,1.92,1.86,1.67,2.29,6月18日,1.28,6月4日
052014元富EW,111100,205000,13,0.54,0.53,0.49,0.6,6月7日,0.49,6月29日
052015元富EX,1360640,1100000,46,1.24,1.23,1.24,1.45,6月1日,1.11,6月5日
052016元富EY,3840,6000,2,0.64,0.64,0.56,0.72,6月1日,0.56,6月5日
052017元富EZ,452700,680000,25,0.67,0.66,0.74,0.82,6月25日,0.51,6月4日
052018元富FE,372350,590000,15,0.63,0.64,0.71,0.72,6月14日,0.49,6月4日
052019元富FF,716540,1868000,38,0.38,0.38,0.31,0.48,6月1日,0.29,6月26日
052020元富FH,956490,2561000,27,0.37,0.36,0.39,0.42,6月7日,0.25,6月4日
052021元富FJ,797650,521000,76,1.53,1.53,1.44,2.11,6月1日,1.27,6月4日
052022元富FK,353590,347000,14,1.02,0.62,0.34,1.09,6月1日,0.33,6月11日
052023元富FL,2487430,8363000,510,0.3,0.38,0.31,0.82,6月1日,0.18,6月11日
052024兆豐5K,685740,888000,68,0.77,0.76,0.77,0.93,6月18日,0.64,6月4日
052025兆豐5L,486500,2096000,64,0.23,0.25,0.67,0.67,6月29日,0.18,6月6日
052026兆豐5M,1616920,1512000,61,1.07,1.06,1.25,1.42,6月25日,0.7,6月4日
052027兆豐5N,1530330,2407000,107,0.64,0.63,0.52,0.77,6月13日,0.43,6月26日
052028兆豐5P,2383780,4205000,161,0.57,0.57,0.58,0.69,6月21日,0.42,6月4日
052029兆豐5Q,23040,32000,8,0.72,0.71,0.67,0.79,6月20日,0.63,6月28日
052030兆豐5R,5585260,6997000,229,0.8,0.79,0.85,1.07,6月25日,0.54,6月4日
052031兆豐5S,1087510,3195000,103,0.34,0.33,0.34,0.46,6月20日,0.26,6月4日
052032兆豐5T,172220,352000,9,0.49,0.49,0.49,0.51,6月27日,0.45,6月8日
052033兆豐5U,4208450,5937000,145,0.71,0.72,0.73,0.87,6月25日,0.58,6月15日
052034兆豐5V,122520,226000,13,0.54,0.53,0.6,0.6,6月20日,0.47,6月4日
052035元大4P,11959760,2486000,75,4.81,4.53,4.79,5.9,6月25日,3.2,6月4日
052036元大4Q,47880,184000,4,0.26,0.26,0.27,0.27,6月19日,0.25,6月8日
052037元大4R,6551890,10228000,283,0.64,0.63,0.64,0.75,6月21日,0.49,6月4日
052038元大4S,210980,986000,46,0.21,0.24,0.23,0.33,6月18日,0.18,6月26日
052039元大4T,2545780,7100000,177,0.36,0.34,0.34,0.43,6月21日,0.26,6月4日
052040元大4U,5957220,6425000,310,0.93,0.92,0.99,1.11,6月18日,0.75,6月4日
052041元大4V,175280,229000,14,0.77,0.77,0.73,0.82,6月22日,0.72,6月27日
052042元大4W,45600,80000,4,0.57,0.59,0.56,0.67,6月21日,0.53,6月1日
052043元大4X,2078240,2485000,192,0.84,0.7,0.92,1.19,6月26日,0.53,6月12日
052044元大4Y,1318760,3747000,106,0.35,0.34,0.41,0.41,6月29日,0.29,6月13日
052045元大5D,109460,118000,13,0.93,0.93,0.92,0.97,6月20日,0.86,6月8日
052046元大5E,8412580,6497000,213,1.29,1.23,1.34,1.6,6月18日,0.93,6月4日
052047元大5F,2377170,4364000,207,0.54,0.56,0.66,0.77,6月18日,0.3,6月4日
052048元大5G,1756330,2297000,90,0.76,0.75,0.78,0.94,6月18日,0.58,6月4日
052049元大5H,13844280,15052000,390,0.92,0.89,0.97,1.18,6月18日,0.62,6月4日
052050元大5I,4360130,7905000,195,0.55,0.55,0.62,0.66,6月25日,0.36,6月4日
052051元大5J,188610,1497000,34,0.13,0.13,0.13,0.17,6月1日,0.1,6月4日
052052國泰16,1135100,3938000,110,0.29,0.3,0.26,0.44,6月19日,0.17,6月4日
052053國泰17,13129710,12728000,599,1.03,1.04,1.03,1.38,6月19日,0.65,6月4日
052054中信74,1755880,1668000,109,1.05,1.08,1.22,1.38,6月18日,0.8,6月4日
052055中信76,10346430,13456000,351,0.77,0.82,0.74,1,6月11日,0.57,6月4日
052056中信77,999930,1136000,94,0.88,0.75,0.81,1.39,6月1日,0.5,6月11日
052057工銀69,129400,106000,8,1.22,1.24,1.66,1.66,6月25日,1.01,6月6日
052059工銀71,2642600,3168000,101,0.83,0.86,0.75,1.08,6月5日,0.66,6月15日
052060富邦99,2033900,1633000,44,1.25,1.22,1.32,1.38,6月20日,1.07,6月8日
052061富邦A2,2400,6000,2,0.4,0.38,0.43,0.43,6月18日,0.34,6月14日
052062富邦A3,1010500,1771000,40,0.57,0.55,0.58,0.62,6月25日,0.44,6月12日
052063康和FM,2876040,6159000,86,0.47,0.49,0.64,0.64,6月29日,0.34,6月4日
052064康和FN,7996580,5116000,177,1.56,1.55,1.63,1.9,6月20日,1.02,6月4日
052065康和FP,36553570,9799000,363,3.73,3.78,4.31,5.45,6月22日,2.32,6月4日
052066日盛16,3771870,4698000,227,0.8,0.78,0.62,1.04,6月19日,0.57,6月29日
052067日盛17,488630,1354000,28,0.36,0.35,0.27,0.44,6月7日,0.24,6月29日
052068日盛18,3317430,9222000,169,0.36,0.37,0.4,0.5,6月20日,0.26,6月4日
052069永昌CX,4778290,7370000,163,0.65,0.66,0.73,0.81,6月22日,0.51,6月5日
052070永昌CY,257160,497000,40,0.52,0.49,0.51,0.68,6月25日,0.31,6月4日
052071永昌CZ,930130,1320000,49,0.7,0.62,0.72,0.93,6月22日,0.38,6月4日
052072C6永豐,4786230,8297000,343,0.58,0.5,0.55,0.73,6月20日,0.21,6月4日
052073C7永豐,586600,1571000,44,0.37,0.45,0.5,0.56,6月28日,0.27,6月15日
052074D1永豐,640560,1844000,50,0.35,0.35,0.34,0.42,6月18日,0.25,6月4日
052075D3永豐,213680,446000,9,0.48,0.48,0.46,0.49,6月19日,0.46,6月25日
052076D5永豐,487130,2044000,24,0.24,0.26,0.19,0.35,6月21日,0.19,6月28日
052077D7永豐,284540,520000,11,0.55,0.64,0.75,0.92,6月27日,0.46,6月19日
052078D8永豐,325060,933000,102,0.35,0.39,0.18,0.6,6月11日,0.17,6月29日
052079D9永豐,287120,726000,14,0.4,0.38,0.38,0.41,6月21日,0.32,6月4日
052080統一K2,260670,490000,22,0.53,0.55,0.69,0.7,6月29日,0.43,6月14日
052081統一K4,4300,10000,1,0.43,0.43,0.43,0.43,6月29日,0.43,6月29日
052082統一K5,1821670,1939000,70,0.94,0.85,0.9,1.14,6月18日,0.65,6月4日
052083工銀72,5276660,5418000,102,0.97,0.93,0.95,1.17,6月19日,0.63,6月4日
052084中信78,316300,658000,17,0.48,0.48,0.61,0.61,6月29日,0.4,6月11日
052085中信79,5757410,2934000,159,1.96,2.03,2.15,2.42,6月20日,1.45,6月4日
052086元大5P,1262440,714000,85,1.77,1.75,2.08,2.26,6月19日,1.12,6月4日
052087元大5Q,78400,250000,33,0.31,0.31,0.36,0.4,6月21日,0.26,6月15日
052088元大5R,36500,155000,5,0.24,0.24,0.24,0.27,6月20日,0.21,6月19日
052089元大5S,13336900,14942000,437,0.89,0.89,0.9,1.15,6月18日,0.63,6月4日
052090元大5T,491060,667000,18,0.74,0.74,0.66,0.85,6月18日,0.66,6月26日
052091元大5U,679040,1019000,15,0.67,0.67,0.62,0.76,6月19日,0.62,6月28日
052092元大5V,3436600,2435000,247,1.41,1.41,1.48,1.65,6月18日,1.08,6月4日
052093兆豐5W,2094900,4326000,144,0.48,0.49,0.5,0.59,6月20日,0.39,6月4日
052094兆豐5X,264800,640000,19,0.41,0.41,0.32,0.46,6月7日,0.32,6月22日
052095兆豐5Y,1737360,4195000,83,0.41,0.46,0.53,0.59,6月20日,0.33,6月7日
052096兆豐5Z,374950,2202000,43,0.17,0.16,0.2,0.21,6月29日,0.12,6月4日
052097兆豐6A,421240,1103000,19,0.38,0.38,0.41,0.45,6月18日,0.32,6月27日
052098兆豐6B,1229160,913000,81,1.35,1.34,1.32,1.63,6月18日,1.21,6月26日
052099兆豐6C,493880,905000,49,0.55,0.55,0.56,0.63,6月18日,0.48,6月6日
052100兆豐6D,1980440,3670000,109,0.54,0.51,0.52,0.59,6月26日,0.42,6月4日
052101富邦A4,184900,276000,14,0.67,0.73,0.73,0.93,6月25日,0.62,6月8日
052102富邦A5,1199790,2370000,744,0.51,0.54,0.42,0.61,6月11日,0.42,6月28日
052103大華GJ,2742510,2008000,91,1.37,1.44,1.54,1.79,6月20日,1.11,6月4日
052104大華GK,1657170,1558000,46,1.06,0.97,1.04,1.23,6月20日,0.69,6月4日
052105大華GL,330790,1190000,17,0.28,0.28,0.33,0.36,6月1日,0.23,6月14日
052106大華GM,89010,96000,8,0.93,0.88,0.99,0.99,6月21日,0.8,6月13日
052107大華GQ,143670,160000,9,0.9,0.91,1.2,1.2,6月25日,0.68,6月5日
052109永昌DB,72500,230000,5,0.32,0.25,0.22,0.33,6月1日,0.21,6月4日
052110永昌DD,124400,650000,15,0.19,0.2,0.26,0.28,6月18日,0.15,6月6日
052111永昌DE,753430,976000,27,0.77,0.78,0.97,1.02,6月25日,0.64,6月1日
052112永昌DF,102130,158000,19,0.65,0.59,0.68,0.68,6月29日,0.51,6月18日
052113永昌DG,756530,1398000,88,0.54,0.52,0.7,1.23,6月26日,0.34,6月12日
052114統一L1,2202050,1780000,55,1.24,1.24,1.31,1.74,6月25日,0.82,6月4日
052115統一L2,1675770,1707000,65,0.98,0.86,1.12,1.6,6月26日,0.57,6月4日
052116統一L3,1927610,1748000,71,1.1,1.1,1.17,1.35,6月20日,0.82,6月4日
052117統一L4,658190,1626000,41,0.4,0.49,0.51,0.94,6月1日,0.3,6月12日
052118統一L5,173400,607000,11,0.29,0.29,0.24,0.45,6月1日,0.2,6月7日
052119統一L6,262390,399000,399,0.66,0.67,0.67,0.67,6月1日,0.65,6月1日
052120E1永豐,1203140,1655000,76,0.73,0.69,0.74,0.87,6月19日,0.44,6月4日
052121E2永豐,5759010,8194000,154,0.7,0.65,0.61,0.87,6月21日,0.54,6月4日
052122E3永豐,4489590,3691000,110,1.22,1.2,1.16,1.55,6月18日,0.93,6月28日
052123E5永豐,5193130,7422000,221,0.7,0.71,0.67,0.86,6月1日,0.58,6月4日
052124E9永豐,840610,1243000,82,0.68,0.66,0.54,0.94,6月11日,0.47,6月28日
052125F2永豐,411660,1032000,38,0.4,0.36,0.19,0.47,6月7日,0.19,6月29日
052126F4永豐,12080,48000,6,0.25,0.24,0.23,0.3,6月1日,0.21,6月5日
052127F6永豐,3560,8000,2,0.44,0.44,0.47,0.47,6月12日,0.42,6月5日
052128元富FN,661580,1694000,44,0.39,0.38,0.27,0.47,6月21日,0.26,6月29日
052129元富FP,1561350,2600000,74,0.6,0.62,0.5,0.8,6月19日,0.47,6月4日
052130元富FQ,22730300,11575000,240,1.96,1.88,1.94,2.44,6月25日,1.29,6月4日
052131元富FR,10281560,4817000,251,2.13,1.99,2.08,2.62,6月25日,1.52,6月4日
052133元富FV,347560,1060000,33,0.33,0.34,0.3,0.59,6月1日,0.27,6月12日
052134元富FW,2062510,2656000,123,0.78,0.79,0.83,1.47,6月1日,0.52,6月11日
052135元富FX,9217220,20222000,879,0.46,0.49,0.52,0.84,6月1日,0.33,6月11日
052136元富FZ,1789470,854000,90,2.1,2.03,1.84,2.57,6月11日,1.6,6月4日
052137元富GA,2596530,2341000,46,1.11,1.11,1.5,1.5,6月29日,0.79,6月4日
052138凱基FT,11000,40000,2,0.28,0.28,0.29,0.29,6月29日,0.26,6月20日
052139凱基FU,2303750,8849000,170,0.26,0.27,0.37,0.38,6月19日,0.17,6月4日
052140中信80,2455230,1627000,47,1.51,1.34,0.94,1.82,6月11日,0.8,6月29日
052141中信81,2068720,5223000,178,0.4,0.4,0.4,0.54,6月21日,0.3,6月5日
052142中信82,6808900,2220000,33,3.07,2.78,2.81,3.5,6月25日,2.04,6月4日
052143國泰22,729250,629000,10,1.16,1.08,1.11,1.33,6月21日,0.81,6月4日
052144第一1U,692620,4391000,81,0.16,0.16,0.13,0.26,6月1日,0.12,6月29日
052145元大5X,4895380,8736000,191,0.56,0.58,0.51,0.76,6月18日,0.47,6月29日
052146元大5Y,15231530,16734000,742,0.91,1.04,1.12,1.78,6月1日,0.67,6月8日
052147元大5Z,1116780,444000,47,2.52,2.44,2.56,3.02,6月25日,2.03,6月12日
052148元大6A,3873910,1367000,120,2.83,3.04,3.19,3.81,6月25日,2.31,6月22日
052149群益AB,2135190,2246000,74,0.95,0.96,0.78,1.25,6月4日,0.77,6月25日
052150群益AC,2532940,1827000,80,1.39,1.49,1.61,1.77,6月18日,1.19,6月4日
052151群益AD,1995020,3808000,74,0.52,0.54,0.52,0.68,6月20日,0.42,6月4日
052152群益AE,2285890,2850000,179,0.8,0.84,0.86,1.19,6月11日,0.6,6月5日
052153群益AF,27140,20000,14,1.36,1.38,1.51,1.63,6月18日,1.23,6月13日
052154群益AG,1379380,873000,61,1.58,1.56,1.64,1.85,6月20日,1.16,6月4日
052155群益AI,1114290,1437000,62,0.78,0.8,0.83,1,6月20日,0.55,6月4日
052156群益AJ,4056120,4736000,165,0.86,0.86,0.98,1.07,6月20日,0.61,6月4日
052157群益AL,38602550,14831000,1370,2.6,2.94,3.07,4.74,6月1日,2.08,6月11日
052158富邦A7,934780,1250000,327,0.75,0.7,0.88,0.88,6月29日,0.61,6月18日
052159富邦A9,496000,499000,10,0.99,0.93,0.53,1.09,6月6日,0.53,6月28日
052160富邦B2,16929550,12431000,562,1.36,1.27,1.39,1.71,6月20日,0.67,6月4日
052162富邦B7,1690410,1592000,58,1.06,1.08,1.02,1.36,6月4日,0.91,6月14日
052163富邦B8,43050,44000,15,0.98,0.92,0.87,1.16,6月18日,0.64,6月4日
052164富邦B9,139400,339000,23,0.41,0.37,0.39,0.52,6月18日,0.25,6月4日
052165大華GU,19040040,14368000,235,1.33,1.22,1.27,1.75,6月25日,0.74,6月4日
052166日盛23,1566090,2221000,46,0.71,0.64,0.58,1.4,6月1日,0.35,6月11日
052167日盛24,1370640,2432000,73,0.56,0.53,0.67,0.67,6月29日,0.42,6月14日
052168日盛25,5619700,7410000,148,0.76,0.77,1,1,6月29日,0.61,6月14日
052170元富GB,4494310,5252000,169,0.86,0.85,1.07,1.09,6月29日,0.69,6月14日
052171元富GC,8017390,10362000,405,0.77,0.77,0.95,0.98,6月29日,0.63,6月4日
052172元富GE,237400,190000,11,1.25,1.24,1.26,1.3,6月18日,1.15,6月5日
052173元富GF,27152620,34904000,1047,0.78,0.75,0.9,1.1,6月25日,0.46,6月4日
052174元富GG,1185140,1466000,118,0.81,0.81,0.79,1.02,6月15日,0.65,6月8日
052175凱基FW,1791810,1789000,80,1,0.99,1.02,1.17,6月20日,0.7,6月4日
052176凱基FY,11129600,20338000,550,0.55,0.48,0.49,0.8,6月18日,0.35,6月4日
052177凱基GA,1159460,1734000,111,0.67,0.71,0.88,0.88,6月29日,0.58,6月12日
052178凱基GC,16939640,7832000,213,2.16,2.14,2.03,2.57,6月1日,1.75,6月4日
052179凱基GD,2270030,2989000,77,0.76,0.8,0.94,1.03,6月1日,0.58,6月4日
