,民國101年05月,,,,,,,May-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
052812統一AW,46300,60000,2,0.77,0.78,0.78,0.78,5月31日,0.77,5月31日
052813統一AX,3621600,3275000,65,1.11,1.09,1.01,1.19,5月30日,1.01,5月31日
052815元大B2,68330,71000,9,0.96,0.95,0.91,1.01,5月30日,0.91,5月31日
052816元大B3,52600,20000,2,2.63,2.63,2.59,2.67,5月30日,2.59,5月31日
052818元大B5,451800,315000,6,1.43,1.44,1.43,1.45,5月30日,1.36,5月31日
05281P日盛AZ,90400,120000,9,0.75,0.77,0.71,1.01,5月2日,0.65,5月4日
052821康和GI,47000,50000,3,0.94,0.94,0.94,0.94,5月31日,0.94,5月31日
052824大華KA,1000730,1096000,32,0.91,0.9,0.9,0.94,5月30日,0.88,5月31日
052825大華KB,11100,10000,1,1.11,1.11,1.11,1.11,5月31日,1.11,5月31日
052827大華KE,64400,40000,4,1.61,1.56,1.56,1.65,5月30日,1.56,5月30日
05282PDL富邦,7983100,9950000,571,0.8,0.79,0.81,1.01,5月25日,0.6,5月4日
052830BK永豐,2160,3000,1,0.72,0.72,0.72,0.72,5月31日,0.72,5月31日
052832富邦N8,2330,2000,2,1.16,1.15,1.15,1.18,5月31日,1.15,5月31日
052833富邦AA,766430,598000,8,1.28,1.33,1.37,1.37,5月31日,1.24,5月31日
052834工銀B5,24200,20000,2,1.21,1.21,1.21,1.21,5月31日,1.21,5月31日
052835工銀B6,23050,35000,3,0.66,0.66,0.63,0.7,5月30日,0.63,5月31日
052837工銀B8,310120,368000,8,0.84,0.86,0.82,0.9,5月30日,0.82,5月31日
05283PJE寶來,2008440,9190000,204,0.22,0.2,0.2,0.32,5月2日,0.15,5月4日
052840工銀C2,382410,355000,5,1.08,1.1,1.07,1.12,5月30日,1.04,5月31日
052845群益CF,40200,15000,3,2.68,2.73,2.73,2.73,5月31日,2.64,5月31日
052846群益CG,475040,618000,11,0.77,0.78,0.78,0.78,5月31日,0.76,5月31日
052848群益CK,1860,2000,1,0.93,0.93,0.93,0.93,5月31日,0.93,5月31日
05284PJF寶來,524950,8548000,115,0.06,0.05,0.01,0.16,5月2日,0.01,5月14日
052853BS永豐,24200,30000,3,0.81,0.81,0.81,0.81,5月31日,0.8,5月31日
052854BT永豐,1540,2000,1,0.77,0.77,0.77,0.77,5月31日,0.77,5月31日
052855康和GJ,15000,10000,1,1.5,1.5,1.5,1.5,5月31日,1.5,5月31日
052856元大C2,7680,11000,2,0.7,0.68,0.68,0.7,5月31日,0.68,5月31日
052859元大C5,43850,77000,3,0.57,0.58,0.58,0.58,5月31日,0.55,5月31日
05285PDN富邦,2130,33000,5,0.06,0.04,0.01,0.1,5月21日,0.01,5月29日
052860元大C6,18100,10000,1,1.81,1.81,1.81,1.81,5月31日,1.81,5月31日
052861元大C7,4900,5000,1,0.98,0.98,0.98,0.98,5月31日,0.98,5月31日
052867富邦AC,336000,240000,3,1.4,1.4,1.4,1.4,5月31日,1.4,5月31日
052868富邦AD,32650,10000,2,3.26,3.23,3.23,3.3,5月31日,3.23,5月31日
05286P元大IY,100,10000,1,0.01,0.01,0.01,0.01,5月14日,0.01,5月14日
052870富邦AG,2782200,736000,10,3.78,3.81,3.81,3.9,5月31日,3.75,5月31日
052871富邦AH,19700,15000,2,1.31,1.34,1.34,1.34,5月31日,1.3,5月31日
05287P元大IZ,100,10000,1,0.01,0.01,0.01,0.01,5月14日,0.01,5月14日
05288P康和N2,2130,22000,6,0.1,0.1,0.07,0.14,5月10日,0.07,5月14日
05289P大華9Y,1200,120000,12,0.01,0.01,0.01,0.01,5月14日,0.01,5月14日
05291PKF群益,732610,354000,37,2.07,2.01,2.24,2.26,5月14日,1.8,5月4日
05292P統一8J,40,2000,1,0.02,0.02,0.02,0.02,5月4日,0.02,5月4日
05293P日盛BE,262800,584000,30,0.45,0.46,0.22,0.6,5月2日,0.22,5月17日
05295P統一8M,24060,187000,12,0.13,0.13,0.12,0.15,5月9日,0.11,5月15日
05296P統一8N,30,3000,1,0.01,0.01,0.01,0.01,5月16日,0.01,5月16日
05297P元大JT,25400,215000,7,0.12,0.1,0.08,0.12,5月2日,0.08,5月4日
05298P康和N6,484510,448000,43,1.08,1.05,1.77,1.77,5月18日,0.77,5月4日
05299P康和N7,2000,5000,1,0.4,0.4,0.4,0.4,5月15日,0.4,5月15日
05300P康和N8,500,50000,1,0.01,0.01,0.01,0.01,5月8日,0.01,5月8日
05301P康和N9,4440,21000,2,0.21,0.22,0.24,0.24,5月15日,0.21,5月2日
05302P康和AA,710,71000,1,0.01,0.01,0.01,0.01,5月14日,0.01,5月14日
05303P大華23,120,2000,1,0.06,0.06,0.06,0.06,5月9日,0.06,5月9日
05305P日盛BJ,6360,39000,8,0.16,0.19,0.15,0.22,5月16日,0.15,5月17日
05306P日盛BK,20,2000,2,0.01,0.01,0.01,0.01,5月14日,0.01,5月14日
05307P日盛BL,38010,469000,26,0.08,0.06,0.01,0.15,5月2日,0.01,5月18日
05308P日盛BM,16320,674000,23,0.02,0.04,0.01,0.16,5月2日,0.01,5月18日
05309PJQ寶來,251330,453000,34,0.55,0.53,0.32,0.63,5月14日,0.32,5月21日
05310PKJ群益,31500,520000,19,0.06,0.05,0.01,0.12,5月2日,0.01,5月21日
05311P康和AC,100,10000,1,0.01,0.01,0.01,0.01,5月14日,0.01,5月14日
05312P康和AH,990,99000,1,0.01,0.01,0.01,0.01,5月21日,0.01,5月21日
05314P康和AL,48830,412000,21,0.12,0.13,0.01,0.24,5月2日,0.01,5月22日
05315P康和AN,2270,14000,7,0.16,0.18,0.07,0.33,5月2日,0.07,5月22日
05316P康和AQ,30100,20000,2,1.5,1.5,1.48,1.53,5月11日,1.48,5月15日
05318P日盛BS,2000,50000,2,0.04,0.04,0.04,0.04,5月11日,0.04,5月11日
05319P日盛BT,145820,110000,18,1.33,1.15,1.43,1.48,5月9日,0.69,5月7日
05320P日盛BV,650,13000,4,0.05,0.1,0.01,0.27,5月2日,0.01,5月22日
05321P日盛BW,46700,749000,39,0.06,0.05,0.04,0.11,5月2日,0.01,5月18日
05322P元大JX,4575990,8307000,254,0.55,0.64,0.12,1.08,5月4日,0.12,5月24日
05323P元大JY,7420820,23784000,739,0.31,0.3,0.2,0.38,5月2日,0.18,5月29日
05324P元大JZ,4639770,16544000,367,0.28,0.25,0.14,0.45,5月2日,0.12,5月29日
05325PKW群益,530780,332000,19,1.6,1.61,2.18,2.18,5月24日,0.91,5月4日
05326PKX群益,16980,826000,87,0.02,0.03,0.01,0.1,5月2日,0.01,5月23日
05327PKY群益,361790,645000,34,0.56,0.51,0.82,0.82,5月24日,0.37,5月16日
05328P統一8T,438750,1131000,32,0.39,0.34,0.16,0.58,5月2日,0.03,5月23日
05329P統一8W,13140,101000,4,0.13,0.13,0.12,0.22,5月2日,0.12,5月11日
05330P統一8X,1260,10000,4,0.13,0.12,0.1,0.16,5月11日,0.1,5月24日
05331P統一8Y,107600,734000,49,0.15,0.15,0.14,0.2,5月18日,0.1,5月24日
05332P大華27,1100,110000,12,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
05333P國泰GN,732240,225000,9,3.25,3.32,3.3,3.73,5月21日,2.89,5月3日
05334P國泰GP,1543700,794000,18,1.94,1.89,1.7,2.47,5月2日,1.7,5月22日
05335P國泰GQ,100,10000,1,0.01,0.01,0.01,0.01,5月15日,0.01,5月15日
05337P2K凱基,154830,353000,12,0.44,0.42,0.45,0.5,5月18日,0.36,5月17日
05338P2Y凱基,895710,3442000,115,0.26,0.24,0.32,0.38,5月18日,0.13,5月18日
05339P2Z凱基,25580,163000,9,0.16,0.15,0.2,0.21,5月17日,0.11,5月4日
05340P永昌73,37320,340000,15,0.11,0.11,0.03,0.17,5月15日,0.03,5月24日
05341P永豐BI,90,9000,9,0.01,0.01,0.01,0.01,5月23日,0.01,5月23日
05342PLH群益,10860,1086000,22,0.01,0.01,0.01,0.01,5月22日,0.01,5月22日
05343PLJ群益,271530,1269000,76,0.21,0.19,0.22,0.33,5月23日,0.11,5月7日
05344PLK群益,667740,754000,52,0.89,0.85,0.32,1.16,5月14日,0.32,5月24日
05345PLL群益,2512860,4965000,249,0.51,0.41,0.16,0.72,5月4日,0.13,5月29日
05346P日盛CB,1290,66000,7,0.02,0.01,0.02,0.02,5月18日,0.01,5月10日
05347P日盛CC,333410,2831000,95,0.12,0.09,0.01,0.23,5月4日,0.01,5月24日
05349P康和AU,33500,120000,9,0.28,0.28,0.23,0.33,5月11日,0.23,5月17日
05350P元大KB,2618820,1255000,172,2.09,2.33,2.24,3,5月18日,1.77,5月4日
05351P元大KC,77920,467000,17,0.17,0.12,0.04,0.2,5月7日,0.04,5月24日
05352PEE富邦,369860,370000,17,1,0.96,0.96,1.85,5月16日,0.89,5月28日
05353P國泰GY,1925380,3197000,119,0.6,0.51,0.32,1.47,5月2日,0.19,5月22日
05354P統一9D,120,3000,1,0.04,0.04,0.04,0.04,5月9日,0.04,5月9日
05356P3P凱基,330230,1567000,34,0.21,0.21,0.16,0.29,5月2日,0.16,5月25日
05357P日盛CJ,2390,229000,26,0.01,0.01,0.01,0.02,5月2日,0.01,5月29日
05358P日盛CN,210,11000,2,0.02,0.02,0.01,0.02,5月4日,0.01,5月25日
05359P日盛CQ,2831940,6348000,253,0.45,0.46,0.13,0.79,5月18日,0.11,5月29日
05360P日盛CR,25660,138000,24,0.19,0.19,0.01,0.27,5月23日,0.01,5月29日
05361PLW群益,184680,933000,16,0.2,0.11,0.01,0.3,5月2日,0.01,5月25日
05363PMF群益,990,99000,1,0.01,0.01,0.01,0.01,5月21日,0.01,5月21日
05364PJT寶來,3050,304000,23,0.01,0.01,0.01,0.02,5月23日,0.01,5月29日
05365PJU寶來,8084780,6640000,198,1.22,1.17,1.17,1.49,5月18日,0.9,5月4日
05366PJY寶來,63620,259000,17,0.25,0.25,0.09,0.38,5月2日,0.09,5月29日
05367PKD寶來,77260,2900000,40,0.03,0.03,0.03,0.06,5月2日,0.01,5月18日
05368P3Q凱基,1009310,1085000,48,0.93,0.89,0.82,1.1,5月18日,0.73,5月30日
05369P3U凱基,1293820,3842000,273,0.34,0.35,0.26,0.6,5月18日,0.18,5月30日
05370P工銀JN,1012230,2018000,40,0.5,0.4,0.42,0.89,5月2日,0.06,5月17日
05371P元大KM,40600,956000,28,0.04,0.05,0.08,0.08,5月31日,0.02,5月24日
05372P元大KN,14160,46000,4,0.31,0.35,0.27,0.43,5月23日,0.27,5月25日
05373P統一9L,3250,6000,4,0.54,0.53,0.49,0.63,5月28日,0.47,5月8日
05374P統一9M,424130,1505000,84,0.28,0.26,0.01,0.41,5月18日,0.01,5月30日
05375P統一9Q,73500,440000,20,0.17,0.16,0.09,0.2,5月18日,0.09,5月28日
05376P統一9R,60380,538000,8,0.11,0.1,0.1,0.12,5月11日,0.1,5月17日
05377P統一9U,11140,105000,6,0.11,0.11,0.04,0.14,5月4日,0.04,5月24日
05378P統一9W,4730,223000,7,0.02,0.02,0.01,0.04,5月8日,0.01,5月31日
05379P統一9Y,200,11000,2,0.02,0.06,0.01,0.1,5月14日,0.01,5月29日
05381PMN群益,1288290,879000,67,1.47,1.45,0.83,1.84,5月2日,0.83,5月29日
05382PMP群益,858790,1481000,89,0.58,0.58,0.32,0.87,5月24日,0.32,5月30日
05383PMQ群益,482730,1521000,39,0.32,0.35,0.21,0.5,5月25日,0.21,5月31日
05384PMR群益,354520,3033000,61,0.12,0.11,0.06,0.2,5月18日,0.05,5月23日
05385P日盛CU,8676830,19237000,401,0.45,0.42,0.17,0.8,5月2日,0.14,5月31日
05386P日盛CV,190,19000,5,0.01,0.01,0.01,0.01,5月31日,0.01,5月31日
05387P日盛CW,540,33000,10,0.02,0.01,0.01,0.02,5月25日,0.01,5月31日
05388P元大KP,1592160,2965000,65,0.54,0.57,0.67,0.76,5月28日,0.41,5月7日
05389P元大KQ,20478250,85588000,1890,0.24,0.23,0.06,0.5,5月4日,0.04,5月29日
05390PKI寶來,12764130,17459000,697,0.73,0.77,0.68,1.18,5月21日,0.55,5月3日
05391PKJ寶來,6225320,21382000,487,0.29,0.29,0.08,0.53,5月18日,0.07,5月30日
05392PKK寶來,111690,3414000,90,0.03,0.03,0.01,0.06,5月2日,0.01,5月31日
05393P大華37,16610,1164000,44,0.01,0.02,0.01,0.03,5月8日,0.01,5月30日
05394P元大LC,1467750,7687000,190,0.19,0.17,0.08,0.29,5月2日,0.06,5月29日
05395P元大LD,740930,1220000,33,0.61,0.61,0.58,0.71,5月28日,0.54,5月29日
05396P永豐DA,1250,115000,5,0.01,0.02,0.01,0.02,5月2日,0.01,5月9日
05398PNG群益,1121000,3886000,94,0.29,0.25,0.04,0.61,5月2日,0.03,5月30日
05399PNH群益,41450,110000,6,0.38,0.38,0.37,0.4,5月8日,0.34,5月4日
05400P元大LE,10260,438000,8,0.02,0.02,0.01,0.04,5月24日,0.01,5月31日
05401P日盛DA,8300,92000,3,0.09,0.09,0.1,0.1,5月21日,0.09,5月9日
05402P日盛DB,400,10000,1,0.04,0.04,0.04,0.04,5月4日,0.04,5月4日
05403P日盛DD,174630,2095000,29,0.08,0.08,0.03,0.13,5月18日,0.03,5月28日
05404P日盛DE,7200,80000,1,0.09,0.09,0.09,0.09,5月2日,0.09,5月2日
05405P日盛DF,379930,2024000,142,0.19,0.18,0.07,0.32,5月2日,0.07,5月25日
05406P日盛DH,4537250,4869000,324,0.93,1.05,1.35,1.5,5月25日,0.77,5月8日
05407P日盛DJ,5000,50000,5,0.1,0.09,0.08,0.12,5月2日,0.08,5月4日
05408P統一07,2380,34000,2,0.07,0.07,0.03,0.11,5月3日,0.03,5月22日
05409PNL群益,1520,18000,4,0.08,0.08,0.09,0.09,5月18日,0.08,5月9日
05410PKN寶來,13590,99000,9,0.14,0.12,0.04,0.21,5月7日,0.04,5月31日
05411P康和BH,20420,84000,5,0.24,0.23,0.28,0.28,5月17日,0.19,5月3日
05412P康和BK,388830,2815000,75,0.14,0.14,0.1,0.2,5月21日,0.08,5月28日
05413P康和BM,6820,22000,3,0.31,0.32,0.36,0.36,5月24日,0.3,5月14日
05414PA4群益,131800,384000,19,0.34,0.35,0.33,0.42,5月8日,0.27,5月30日
05415PA5群益,656960,1691000,283,0.39,0.31,0.21,0.53,5月2日,0.21,5月21日
05416PA6群益,1087790,978000,76,1.11,1.24,1.38,1.66,5月23日,0.79,5月4日
05417PA9群益,70800,267000,10,0.27,0.26,0.14,0.42,5月2日,0.14,5月29日
05418PB4群益,499130,5623000,94,0.09,0.11,0.05,0.15,5月21日,0.05,5月29日
05419PB5群益,72910,929000,55,0.08,0.07,0.01,0.11,5月2日,0.01,5月29日
05420PB8群益,879170,2282000,133,0.39,0.38,0.34,0.52,5月25日,0.27,5月2日
05421P元大LG,453850,5692000,107,0.08,0.08,0.01,0.13,5月21日,0.01,5月30日
05422PKS寶來,253710,560000,14,0.45,0.44,0.3,0.51,5月15日,0.3,5月31日
05423P國票DF,114210,618000,16,0.18,0.18,0.05,0.27,5月18日,0.05,5月30日
05424PC4群益,432620,2924000,48,0.15,0.15,0.12,0.2,5月2日,0.1,5月22日
05425PC7群益,1166790,8891000,209,0.13,0.12,0.01,0.37,5月4日,0.01,5月30日
05426PC8群益,2195160,3566000,121,0.62,0.72,0.27,0.97,5月25日,0.22,5月31日
05427PC9群益,213440,513000,16,0.42,0.46,0.5,0.72,5月24日,0.35,5月29日
05428PD1群益,814130,3815000,86,0.21,0.21,0.25,0.28,5月23日,0.16,5月4日
05429P大華48,434100,830000,20,0.52,0.51,0.23,0.71,5月2日,0.23,5月31日
05430P4T凱基,379500,4758000,127,0.08,0.07,0.01,0.16,5月23日,0.01,5月30日
05431P4U凱基,10622160,8203000,236,1.29,1.2,0.65,1.64,5月3日,0.54,5月29日
05432P日盛DQ,120760,289000,45,0.42,0.4,0.24,0.53,5月22日,0.24,5月31日
05433P日盛DT,20,2000,2,0.01,0.01,0.01,0.01,5月29日,0.01,5月29日
05434P日盛DU,1873950,3939000,280,0.48,0.46,0.48,0.73,5月25日,0.33,5月16日
05435P永豐DV,124250,814000,19,0.15,0.15,0.09,0.19,5月16日,0.09,5月29日
05436P4X凱基,8310,28000,3,0.3,0.32,0.32,0.32,5月18日,0.29,5月18日
05437P4Z凱基,410530,2545000,100,0.16,0.17,0.12,0.3,5月7日,0.09,5月21日
05438P5A凱基,11180,36000,20,0.31,0.31,0.26,0.41,5月25日,0.26,5月31日
05439P5B凱基,73270,447000,32,0.16,0.15,0.11,0.25,5月15日,0.08,5月23日
05440P大華54,143200,500000,16,0.29,0.3,0.41,0.41,5月22日,0.25,5月4日
05441P大華58,62410,214000,6,0.29,0.28,0.21,0.36,5月2日,0.21,5月28日
05442P大華59,1600,5000,1,0.32,0.32,0.32,0.32,5月16日,0.32,5月16日
05443P統一19,1040,8000,1,0.13,0.13,0.13,0.13,5月9日,0.13,5月9日
05444P統一21,1319470,1478000,30,0.89,0.92,0.84,1.09,5月24日,0.8,5月2日
05445P元大LP,647470,4124000,79,0.16,0.15,0.1,0.35,5月2日,0.07,5月17日
05446P元大LQ,2214310,3461000,93,0.64,0.67,0.69,0.76,5月16日,0.52,5月2日
05447PD3群益,1432010,6717000,156,0.21,0.2,0.12,0.32,5月18日,0.11,5月30日
05448PE3群益,405910,6150000,92,0.07,0.07,0.09,0.1,5月23日,0.05,5月17日
05449PHV富邦,2265350,2081000,146,1.09,1.08,1.13,1.27,5月25日,0.89,5月2日
05450PHW富邦,665300,699000,57,0.95,0.91,0.86,1.29,5月17日,0.75,5月4日
05451P元大LV,7991640,31050000,793,0.26,0.26,0.21,0.37,5月18日,0.18,5月30日
05452PE7群益,26380,2327000,48,0.01,0.01,0.01,0.03,5月4日,0.01,5月29日
05453P大華64,1229200,5609000,150,0.22,0.18,0.03,0.3,5月4日,0.03,5月24日
05454P大華65,27120,161000,17,0.17,0.18,0.16,0.26,5月24日,0.11,5月7日
05455P永昌C2,92700,525000,8,0.18,0.13,0.12,0.19,5月2日,0.12,5月3日
05456PLF寶來,437190,3957000,87,0.11,0.1,0.05,0.15,5月18日,0.05,5月30日
05457PLG寶來,1365490,7996000,184,0.17,0.17,0.11,0.24,5月21日,0.09,5月29日
05458P5C凱基,3960,12000,3,0.33,0.34,0.35,0.35,5月25日,0.31,5月18日
05459P5E凱基,6490,31000,2,0.21,0.2,0.21,0.21,5月16日,0.19,5月3日
05460P5H凱基,6185840,15027000,376,0.41,0.41,0.24,0.63,5月18日,0.2,5月29日
05462P大華74,242250,2158000,40,0.11,0.11,0.09,0.17,5月2日,0.09,5月21日
05463P元大LX,16820,1557000,33,0.01,0.01,0.01,0.02,5月9日,0.01,5月31日
05465P康和BW,630,21000,2,0.03,0.03,0.03,0.03,5月24日,0.03,5月24日
05466P康和BX,16870,103000,6,0.16,0.18,0.17,0.19,5月7日,0.16,5月10日
05467P日盛DZ,79220,709000,37,0.11,0.12,0.02,0.21,5月2日,0.02,5月31日
05468P日盛EB,25460,276000,10,0.09,0.1,0.09,0.15,5月25日,0.07,5月29日
05469PLL寶來,1288750,2592000,70,0.5,0.43,0.32,0.7,5月2日,0.3,5月29日
05471P工銀KW,869010,1910000,44,0.45,0.4,0.42,0.58,5月24日,0.29,5月29日
05472P國泰HZ,1205420,3107000,81,0.39,0.41,0.26,0.64,5月18日,0.23,5月30日
05473P國泰JB,676550,5387000,87,0.13,0.11,0.05,0.18,5月2日,0.05,5月31日
05474P國泰JC,5030,144000,3,0.03,0.04,0.06,0.06,5月23日,0.02,5月3日
05475P國泰JE,280640,4539000,68,0.06,0.06,0.02,0.1,5月2日,0.02,5月31日
05476P元大MI,65170,896000,17,0.07,0.07,0.08,0.09,5月10日,0.07,5月11日
05477P元大MJ,129230,593000,22,0.22,0.22,0.18,0.27,5月15日,0.18,5月31日
05478P大華83,93820,248000,20,0.38,0.4,0.52,0.52,5月25日,0.29,5月7日
05479P元大MQ,6400,84000,6,0.08,0.1,0.07,0.15,5月11日,0.06,5月30日
05480P元大MR,251670,4320000,113,0.06,0.06,0.05,0.08,5月28日,0.04,5月30日
05481P元大MS,14570,44000,6,0.33,0.37,0.34,0.53,5月23日,0.27,5月4日
05482P統一32,44480,98000,4,0.45,0.46,0.52,0.52,5月24日,0.38,5月3日
05483P統一34,207550,711000,16,0.29,0.28,0.17,0.33,5月2日,0.17,5月30日
05484P5S凱基,28050,550000,7,0.05,0.05,0.05,0.06,5月2日,0.05,5月3日
05485PE9群益,616120,2264000,151,0.27,0.26,0.17,0.35,5月2日,0.17,5月30日
05486PF4群益,170,16000,2,0.01,0.02,0.01,0.02,5月2日,0.01,5月21日
05487P日盛EE,168430,379000,14,0.44,0.39,0.51,0.51,5月25日,0.27,5月4日
05488P日盛EF,18900,115000,4,0.16,0.17,0.2,0.2,5月18日,0.16,5月16日
05489P日盛EJ,1182750,2363000,76,0.5,0.51,0.49,0.75,5月28日,0.35,5月4日
05490PG4群益,715050,4603000,84,0.16,0.15,0.1,0.19,5月18日,0.1,5月30日
05491PG5群益,1213580,3058000,41,0.4,0.39,0.37,0.47,5月7日,0.32,5月16日
05492P永豐EX,87690,1221000,26,0.07,0.07,0.04,0.09,5月18日,0.04,5月31日
05493P大華89,34070,129000,7,0.26,0.23,0.23,0.28,5月2日,0.19,5月9日
05494P大華90,21900,756000,19,0.03,0.02,0.02,0.06,5月2日,0.02,5月3日
05495P大華91,2436270,10551000,317,0.23,0.21,0.05,0.33,5月9日,0.04,5月31日
05496P大華92,1106120,4501000,168,0.25,0.22,0.25,0.34,5月25日,0.14,5月3日
05497P日盛EM,15100,185000,9,0.08,0.1,0.06,0.16,5月7日,0.06,5月31日
05498P日盛EN,1233280,3766000,86,0.33,0.32,0.14,0.42,5月9日,0.13,5月30日
05499P日盛ER,1882450,2567000,59,0.73,0.7,0.4,1.14,5月2日,0.4,5月31日
05500P統一36,21700,130000,8,0.17,0.17,0.12,0.21,5月24日,0.1,5月29日
05501P統一37,31500,70000,1,0.45,0.45,0.45,0.45,5月11日,0.45,5月11日
05502P統一38,731210,810000,45,0.9,0.82,0.8,1.08,5月25日,0.6,5月29日
05503P統一43,117120,176000,5,0.67,0.62,0.48,0.82,5月2日,0.48,5月31日
05504P永豐FP,210,3000,1,0.07,0.07,0.07,0.07,5月18日,0.07,5月18日
05505P5W凱基,112820,770000,22,0.15,0.13,0.11,0.16,5月2日,0.1,5月15日
05507P國票DK,504430,1542000,52,0.33,0.35,0.37,0.48,5月23日,0.22,5月2日
05508P國票DL,23380,262000,8,0.09,0.09,0.07,0.11,5月15日,0.07,5月16日
05509P國泰JJ,1430150,4714000,163,0.3,0.28,0.1,0.39,5月9日,0.1,5月31日
05510P元大XD,1510230,2239000,79,0.67,0.65,0.49,0.81,5月28日,0.49,5月31日
05511P元大XE,213480,1350000,29,0.16,0.15,0.12,0.18,5月11日,0.11,5月18日
05512P元大XF,4212930,4872000,107,0.86,0.86,0.78,1.09,5月18日,0.65,5月3日
05513P元大XG,49498840,48230000,997,1.03,1.03,0.88,1.41,5月18日,0.77,5月30日
05514P元大XH,191530,1555000,31,0.12,0.13,0.08,0.17,5月18日,0.08,5月29日
05515P大華95,135410,293000,9,0.46,0.42,0.37,0.48,5月16日,0.37,5月31日
05516P大華96,2694350,3997000,283,0.67,0.67,0.68,0.95,5月9日,0.3,5月4日
05517P大華97,703610,3089000,176,0.23,0.21,0.17,0.4,5月18日,0.15,5月30日
05519P工銀LD,41670,186000,4,0.22,0.21,0.16,0.23,5月21日,0.16,5月24日
05520P工銀LE,443410,2126000,29,0.21,0.19,0.08,0.25,5月21日,0.08,5月31日
05521P工銀LF,90950,735000,12,0.12,0.13,0.06,0.19,5月11日,0.06,5月30日
05523P6G凱基,3700,40000,4,0.09,0.08,0.07,0.1,5月2日,0.07,5月17日
05524PG6群益,381180,1666000,31,0.23,0.2,0.09,0.33,5月2日,0.09,5月29日
05525PH1群益,1115700,2098000,97,0.53,0.49,0.4,0.68,5月18日,0.39,5月4日
05526P大華A7,2003580,5022000,139,0.4,0.41,0.46,0.52,5月28日,0.31,5月4日
05527P大華A8,109090,788000,12,0.14,0.14,0.08,0.17,5月9日,0.08,5月29日
05528P大華A9,123040,4405000,94,0.03,0.02,0.01,0.06,5月2日,0.01,5月31日
05529P大華B1,940,3000,2,0.31,0.31,0.32,0.32,5月7日,0.3,5月3日
05530PKM富邦,634130,2827000,50,0.22,0.2,0.08,0.43,5月2日,0.08,5月29日
05531PKR富邦,436700,3017000,50,0.14,0.16,0.15,0.33,5月24日,0.06,5月2日
05532PKS富邦,189120,923000,48,0.2,0.21,0.21,0.29,5月18日,0.16,5月29日
05533P元大NJ,787400,1178000,28,0.67,0.65,0.69,0.84,5月28日,0.44,5月4日
05534P元大NK,14330,835000,28,0.02,0.02,0.01,0.03,5月2日,0.01,5月25日
05535P元大NL,645690,1264000,22,0.51,0.62,0.51,0.76,5月15日,0.45,5月18日
05536P元大NM,894140,490000,25,1.82,1.83,2.15,2.17,5月24日,1.11,5月7日
05537P元大NN,2641640,3223000,95,0.82,0.81,0.68,1.01,5月21日,0.68,5月30日
05538P元大NP,712470,1914000,89,0.37,0.36,0.34,0.43,5月2日,0.25,5月29日
05539P元大NQ,1239140,914000,62,1.36,1.28,1.51,1.7,5月28日,0.81,5月2日
05540P元大YI,115260,465000,12,0.25,0.24,0.23,0.28,5月24日,0.22,5月10日
05541PMG寶來,879370,2502000,60,0.35,0.31,0.19,0.44,5月18日,0.19,5月31日
05542PMI寶來,746730,2913000,70,0.26,0.26,0.25,0.4,5月28日,0.2,5月22日
05543PMJ寶來,27500,140000,13,0.2,0.2,0.23,0.28,5月28日,0.14,5月4日
05544P元大YT,271570,7897000,168,0.03,0.04,0.04,0.11,5月2日,0.01,5月29日
05545P大華B7,43330,315000,12,0.14,0.13,0.09,0.19,5月2日,0.09,5月22日
05546P6R凱基,1155820,1124000,50,1.03,1.02,0.99,1.16,5月11日,0.95,5月25日
05547PH3群益,9966860,13152000,219,0.76,0.87,0.79,1.08,5月18日,0.67,5月4日
05549P國泰JP,5383180,5069000,171,1.06,1.1,0.95,1.39,5月18日,0.81,5月4日
05550PMK寶來,947230,5056000,79,0.19,0.2,0.25,0.25,5月28日,0.16,5月3日
05551PML寶來,25110,1220000,44,0.02,0.02,0.02,0.03,5月4日,0.01,5月15日
05552P統一46,3550,20000,3,0.18,0.17,0.21,0.21,5月24日,0.14,5月3日
05553P國票DN,426450,1918000,51,0.22,0.23,0.17,0.33,5月21日,0.14,5月29日
05555PLF富邦,2049730,2747000,69,0.75,0.71,0.83,0.99,5月24日,0.56,5月4日
05556PLH富邦,330920,1897000,33,0.17,0.17,0.09,0.25,5月2日,0.09,5月29日
05557PLK富邦,5551740,11253000,350,0.49,0.49,0.45,0.64,5月18日,0.39,5月30日
05558PLL富邦,681190,1199000,41,0.57,0.66,0.63,0.85,5月22日,0.55,5月7日
05559PLM富邦,170080,612000,42,0.28,0.26,0.2,0.35,5月2日,0.15,5月29日
05560PLP富邦,915990,2668000,70,0.34,0.33,0.43,0.57,5月28日,0.23,5月7日
05561PLQ富邦,2500,95000,11,0.03,0.02,0.02,0.04,5月15日,0.02,5月15日
