,民國101年09月,,,,,,,Sep-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
054819群益KL,629660,896000,26,0.7,0.7,0.51,0.89,9月18日,0.51,9月26日
054820群益KM,1283050,1050000,38,1.22,1.19,1.03,1.36,9月17日,1.03,9月28日
054821群益KN,2580670,2736000,147,0.94,1,1.15,1.3,9月24日,0.83,9月10日
054822群益KP,3710640,3638000,105,1.02,1.02,0.92,1.32,9月12日,0.86,9月26日
054823群益KQ,1316700,2171000,75,0.61,0.66,0.83,0.84,9月26日,0.45,9月5日
054824LV永豐,7274500,6222000,141,1.17,1.19,1.11,1.36,9月25日,0.92,9月3日
054825LW永豐,1608030,1892000,37,0.85,0.83,0.76,0.95,9月12日,0.76,9月27日
054826LX永豐,913470,1299000,66,0.7,0.81,0.55,1,9月5日,0.53,9月26日
054827元富5F,1006420,539000,90,1.87,1.95,2.1,2.31,9月13日,1.59,9月6日
054828元富5H,1957440,2130000,63,0.92,0.88,0.87,1.77,9月21日,0.75,9月14日
054829元富5J,14503860,3004000,243,4.83,4.96,3.66,6.1,9月14日,3.63,9月28日
054830凱基6Q,2177130,2665000,86,0.82,0.85,0.82,0.98,9月25日,0.72,9月5日
054831凱基6U,54600,30000,1,1.82,1.82,1.82,1.82,9月24日,1.82,9月24日
054832凱基6V,3485820,694000,21,5.02,5.44,4.74,6.2,9月14日,4.74,9月27日
054833兆豐M4,3670530,9036000,223,0.41,0.48,0.62,0.63,9月27日,0.28,9月5日
054834GI元大,3063090,1673000,70,1.83,2.02,2.06,2.38,9月19日,1.53,9月6日
054835GJ元大,384860,236000,43,1.63,1.61,1.7,1.78,9月14日,1.37,9月6日
054836GK元大,1060700,688000,83,1.54,1.51,1.55,1.85,9月17日,1.23,9月6日
054837GL元大,21931110,11658000,715,1.88,1.92,1.47,2.23,9月17日,1.34,9月27日
054838亞東74,439880,305000,10,1.44,1.43,1.37,1.56,9月25日,1.3,9月13日
054839富邦LJ,1201470,1702000,108,0.71,0.68,0.6,0.92,9月17日,0.57,9月26日
054840富邦LK,8076500,11655000,262,0.69,0.7,0.57,1.04,9月17日,0.53,9月26日
054841富邦LM,9236580,7242000,298,1.28,1.13,1.17,1.55,9月20日,0.73,9月6日
054842富邦LN,1521940,986000,39,1.54,1.49,1.38,1.75,9月20日,1.23,9月14日
054843富邦LP,13017190,3174000,220,4.1,3.91,2.73,4.92,9月14日,2.73,9月28日
054844富邦LR,44348660,12669000,611,3.5,3.45,3.17,5,9月19日,2.27,9月6日
054845大眾3S,863550,797000,37,1.08,1.07,0.95,1.18,9月14日,0.94,9月10日
054846大眾4S,1434760,3554000,93,0.4,0.39,0.3,0.56,9月17日,0.27,9月27日
054847大眾5S,4169050,3968000,107,1.05,1.07,0.96,1.25,9月4日,0.95,9月26日
054848第一4S,36500,50000,1,0.73,0.73,0.73,0.73,9月7日,0.73,9月7日
054849元富5K,279340,304000,8,0.92,0.96,0.83,1.07,9月3日,0.83,9月26日
054850凱基6Y,2210310,1450000,147,1.52,1.64,1.21,1.91,9月17日,1.12,9月27日
054851凱基6Z,11368850,9433000,235,1.21,1.25,1.11,1.56,9月12日,1.1,9月26日
054852日盛5W,16506810,8998000,308,1.83,2.15,2.42,2.67,9月27日,1.61,9月3日
054853日盛5X,29949520,20998000,895,1.43,1.47,1.28,2.1,9月17日,1.14,9月27日
054854富邦LS,390340,530000,13,0.74,0.74,0.73,0.82,9月17日,0.69,9月24日
054855富邦LT,182000,330000,8,0.55,0.58,0.61,0.65,9月14日,0.52,9月3日
054856富邦LU,2424500,1323000,62,1.83,1.82,1.71,2.34,9月13日,1.41,9月4日
054857富邦LV,3245940,2473000,80,1.31,1.37,1.11,1.66,9月14日,1.1,9月28日
054858富邦LW,4239790,3195000,181,1.33,1.26,1.13,1.52,9月19日,1.11,9月4日
054859富邦LX,6214920,3793000,216,1.64,1.6,1.27,1.84,9月14日,1.27,9月28日
054860GR元大,10613380,6476000,384,1.64,1.63,1.74,2.01,9月14日,1.33,9月6日
054861統一EF,7971270,5719000,140,1.39,1.14,1.41,1.59,9月25日,0.89,9月13日
054862國泰D9,2021450,2938000,191,0.69,0.65,0.61,0.78,9月20日,0.55,9月6日
054863MA永豐,726240,1246000,42,0.58,0.57,0.58,0.74,9月17日,0.41,9月6日
054864MB永豐,507770,1318000,59,0.39,0.37,0.43,0.45,9月19日,0.26,9月7日
054865群益KT,2035370,6375000,137,0.32,0.32,0.35,0.45,9月10日,0.23,9月27日
054866群益KU,1146630,2478000,73,0.46,0.51,0.59,0.66,9月17日,0.35,9月6日
054867群益KV,1167300,1466000,42,0.8,0.78,0.69,1.08,9月17日,0.58,9月12日
054868群益KW,21122090,14433000,363,1.46,1.39,1.16,1.81,9月14日,0.99,9月24日
054869群益KX,493860,399000,24,1.24,1.2,1.13,1.34,9月19日,1.12,9月17日
054870群益KY,5577080,3771000,246,1.48,1.46,1.31,1.76,9月20日,0.92,9月14日
054871群益KZ,9800,20000,2,0.49,0.49,0.49,0.49,9月28日,0.49,9月28日
054872群益LA,247600,375000,17,0.66,0.65,0.54,0.76,9月3日,0.54,9月28日
054873工銀K6,2448730,3123000,114,0.78,0.72,0.77,0.91,9月25日,0.48,9月4日
054874工銀K7,1215310,2171000,50,0.56,0.56,0.63,0.71,9月17日,0.44,9月5日
054875工銀K8,2819430,4516000,138,0.62,0.66,0.85,0.85,9月28日,0.44,9月5日
054876工銀K9,15300,30000,2,0.51,0.49,0.43,0.55,9月4日,0.43,9月12日
054877兆豐M5,49070,114000,10,0.43,0.45,0.49,0.51,9月14日,0.39,9月11日
054878兆豐M6,3122970,3154000,210,0.99,1,1.02,1.19,9月13日,0.58,9月5日
054879兆豐M7,115250,326000,26,0.35,0.35,0.35,0.42,9月28日,0.3,9月26日
054880永昌HA,2173410,2740000,47,0.79,0.77,0.91,0.93,9月28日,0.71,9月24日
054881永昌HB,204650,246000,30,0.83,0.82,0.7,0.92,9月10日,0.7,9月25日
054882永昌HC,7120,7000,2,1.02,1.03,1,1.06,9月10日,1,9月11日
054883永昌HD,1561040,2631000,83,0.59,0.6,0.53,0.69,9月14日,0.52,9月28日
054884凱基7B,793640,1110000,39,0.71,0.72,0.79,0.83,9月17日,0.65,9月3日
054885凱基7C,3222920,5396000,161,0.6,0.62,0.66,0.71,9月18日,0.43,9月7日
054886凱基7F,10031710,4175000,81,2.4,2.46,2.58,2.96,9月14日,2.06,9月6日
054887凱基7G,2708190,1157000,35,2.34,2.38,1.74,2.69,9月14日,1.74,9月27日
054888凱基7H,3758020,1287000,111,2.92,2.96,2.21,3.82,9月14日,2.21,9月28日
054889凱基7J,7180930,3496000,222,2.05,2.18,1.58,2.75,9月13日,1.58,9月28日
054890GX元大,30603370,16327000,605,1.87,1.8,1.41,2.39,9月14日,1.41,9月28日
054891GY元大,30593130,21573000,1036,1.42,1.37,0.99,2,9月12日,0.94,9月28日
054892GZ元大,21248810,14772000,698,1.44,1.41,1.1,1.89,9月14日,1.04,9月28日
054893HA元大,17805610,13711000,560,1.3,1.27,1.08,1.59,9月14日,1.04,9月28日
054894HB元大,22709200,11522000,554,1.97,1.93,1.25,2.59,9月14日,1.11,9月28日
054895HC元大,3993520,6893000,203,0.58,0.56,0.5,0.65,9月13日,0.5,9月28日
054896HD元大,12393220,7755000,438,1.6,1.73,1.88,2.33,9月13日,0.79,9月3日
054897國泰E2,4018450,3255000,131,1.23,1.24,0.94,1.69,9月14日,0.88,9月28日
054898國泰E3,37254940,17904000,775,2.08,2.1,1.49,3.06,9月14日,1.4,9月28日
054899國泰E4,2420420,2186000,70,1.11,1.11,0.82,1.52,9月14日,0.82,9月28日
054900國泰E5,9634660,5176000,153,1.86,1.93,1.36,2.73,9月14日,1.3,9月28日
054901國泰E6,8685910,9036000,302,0.96,0.89,0.78,1.1,9月19日,0.76,9月27日
054902元富5N,1665470,1474000,52,1.13,1.08,1.07,1.28,9月24日,0.98,9月13日
054903元富5P,811760,1587000,29,0.51,0.52,0.5,0.63,9月17日,0.47,9月24日
054904元富5Q,1837120,1740000,44,1.06,1,1.13,1.16,9月28日,0.81,9月5日
054905元富5T,16494670,24626000,698,0.67,0.64,0.48,0.9,9月14日,0.45,9月28日
054906元富5U,867380,737000,44,1.18,1.17,0.84,1.58,9月14日,0.83,9月28日
054907元富5V,38647830,18183000,707,2.13,2.13,1.5,3,9月14日,1.41,9月28日
054908元富5W,496220,550000,34,0.9,0.8,0.61,1,9月14日,0.61,9月28日
054909元富5Z,1567450,1009000,83,1.55,1.5,1.09,1.73,9月14日,1.03,9月26日
054910元富6A,1555460,1133000,87,1.37,1.32,0.97,1.68,9月4日,0.97,9月28日
054911康和JM,5701780,4368000,72,1.31,1.16,0.88,1.38,9月20日,0.82,9月27日
054912康和JN,9401940,7427000,146,1.27,1.27,1.34,1.53,9月21日,1.06,9月12日
054913康和JP,1727730,804000,14,2.15,2.05,2.6,2.6,9月28日,1.68,9月4日
054914日盛6A,2459330,3226000,71,0.76,0.72,0.73,0.95,9月20日,0.6,9月17日
054915日盛6B,5002660,4541000,121,1.1,1.11,0.81,1.53,9月14日,0.81,9月28日
054916日盛6C,855530,528000,32,1.62,1.8,1.2,2.54,9月14日,1.19,9月28日
054917大華3C,1310490,1027000,38,1.28,1.33,1.09,1.66,9月14日,1.09,9月27日
054918大華3D,1445900,1028000,38,1.41,1.38,0.96,1.91,9月14日,0.96,9月28日
054919大華3E,14698090,9287000,260,1.58,1.77,2,2.23,9月26日,1.33,9月3日
054920工銀L2,3362620,3530000,82,0.95,0.87,0.63,1.17,9月4日,0.63,9月27日
054921MC永豐,3002230,2761000,110,1.09,1.05,1,1.22,9月24日,0.9,9月3日
054922MD永豐,1207580,1699000,56,0.71,0.74,0.54,0.95,9月13日,0.54,9月28日
054923群益LD,26356300,17723000,551,1.49,1.49,1.41,1.73,9月10日,1.15,9月3日
054924群益LE,1591980,2335000,76,0.68,0.66,0.72,0.84,9月24日,0.54,9月14日
054925群益LF,12847360,6651000,398,1.93,1.85,1.73,2.34,9月14日,1.41,9月6日
054926群益LG,279530,248000,16,1.13,1.2,0.87,1.35,9月17日,0.85,9月27日
054927群益LH,1171350,880000,35,1.33,1.26,1.17,1.67,9月20日,0.77,9月4日
054928群益LI,2272960,1857000,79,1.22,1.12,1.01,1.43,9月18日,0.89,9月5日
054929群益LK,46200,80000,6,0.58,0.54,0.41,0.68,9月14日,0.41,9月27日
054930群益LL,377790,852000,15,0.44,0.43,0.37,0.47,9月4日,0.37,9月25日
054931群益LM,124130,208000,6,0.6,0.6,0.61,0.69,9月28日,0.59,9月10日
054932群益LP,2619740,4681000,97,0.56,0.53,0.42,0.66,9月17日,0.39,9月26日
054933第一4T,164970,332000,12,0.5,0.5,0.43,0.53,9月19日,0.43,9月28日
054934第一4U,170930,139000,5,1.23,1.34,0.96,1.62,9月13日,0.96,9月28日
054935第一4V,223780,194000,19,1.15,1.13,1.28,1.4,9月25日,0.89,9月24日
054936富邦LY,4249900,3393000,69,1.25,1.19,0.94,1.4,9月3日,0.94,9月28日
054937富邦MA,14013140,6189000,258,2.26,2.19,1.64,2.95,9月14日,1.6,9月28日
054938富邦MB,800820,645000,24,1.24,1.23,1.21,1.56,9月14日,1.08,9月3日
054939富邦MC,1565560,1005000,26,1.56,1.56,0.99,2.02,9月14日,0.99,9月28日
054940富邦ME,674450,635000,60,1.06,1.08,0.81,1.23,9月17日,0.76,9月27日
054941國泰E7,907940,1222000,48,0.74,0.75,0.7,0.89,9月19日,0.68,9月26日
054942國泰E8,6215300,5352000,118,1.16,1.12,0.81,1.56,9月5日,0.81,9月28日
054943HE元大,4490540,5696000,236,0.79,0.74,0.68,1.02,9月17日,0.64,9月6日
054944HF元大,6006540,8254000,191,0.73,0.66,0.61,0.92,9月17日,0.52,9月11日
054945HG元大,1514890,1744000,112,0.87,0.85,0.73,0.97,9月18日,0.72,9月28日
054946HH元大,10759980,10754000,574,1,1.01,0.78,1.29,9月5日,0.76,9月27日
054947HI元大,20791520,37990000,1451,0.55,0.53,0.45,0.67,9月21日,0.36,9月6日
054948凱基7L,2486630,2330000,40,1.07,0.91,0.81,1.16,9月3日,0.76,9月12日
054949凱基7M,2842730,4715000,140,0.6,0.67,0.74,0.9,9月14日,0.44,9月6日
054950凱基7Q,1264740,1038000,85,1.22,1.2,1.2,1.35,9月20日,1.08,9月5日
054951凱基7R,2802860,1684000,33,1.66,1.6,1.76,1.98,9月17日,1.18,9月5日
054952凱基7S,7773720,5399000,204,1.44,1.27,1.29,1.87,9月19日,0.85,9月6日
054953凱基7T,33357270,13788000,302,2.42,2.24,1.72,3.05,9月14日,1.68,9月28日
054954群益LR,3438320,2559000,98,1.34,1.33,1.27,1.99,9月7日,0.97,9月3日
054955群益LS,5509130,4723000,210,1.17,1.16,0.91,1.4,9月6日,0.9,9月28日
054956群益LT,685100,525000,49,1.3,1.35,1.09,1.69,9月14日,1.09,9月26日
054957群益LU,6400870,4950000,130,1.29,1.42,0.95,1.95,9月14日,0.95,9月28日
054958群益LV,6666350,3902000,184,1.71,1.7,1.65,2.01,9月17日,1.5,9月5日
054959群益LW,13190370,10925000,242,1.21,1.1,0.68,1.43,9月4日,0.64,9月26日
054960群益LX,2254910,3749000,90,0.6,0.63,0.85,0.85,9月28日,0.52,9月26日
054961國票KT,42600,55000,4,0.77,0.83,0.77,0.98,9月19日,0.73,9月4日
054962國票KU,3753090,5215000,243,0.72,0.76,0.58,0.98,9月4日,0.57,9月28日
054963國票KW,2797530,4537000,234,0.62,0.58,0.45,0.78,9月14日,0.43,9月28日
054964日盛6H,2486960,1730000,87,1.44,1.37,1.5,1.77,9月17日,0.96,9月5日
054965大華3I,2975300,4006000,121,0.74,0.68,0.53,0.9,9月14日,0.52,9月28日
054966大華3J,8198320,3160000,250,2.59,2.23,1.94,2.87,9月21日,1.79,9月6日
054967大華3K,1087440,695000,36,1.56,1.46,1.75,1.93,9月25日,1.2,9月12日
054968兆豐M9,1084920,1657000,55,0.65,0.68,0.65,0.86,9月17日,0.42,9月6日
054969兆豐N1,1499120,5137000,108,0.29,0.28,0.2,0.36,9月7日,0.2,9月28日
054970兆豐N2,475070,754000,55,0.63,0.66,0.5,0.83,9月19日,0.47,9月28日
054971兆豐N3,2022270,4482000,99,0.45,0.49,0.61,0.7,9月17日,0.3,9月6日
054972兆豐N4,2115290,2559000,125,0.83,0.78,0.56,1,9月6日,0.55,9月28日
054973兆豐N5,130520,234000,5,0.56,0.55,0.54,0.59,9月3日,0.53,9月7日
054974兆豐N6,462040,354000,8,1.31,1.25,1.38,1.42,9月26日,0.95,9月3日
054975兆豐N7,82390,533000,19,0.15,0.15,0.17,0.17,9月28日,0.12,9月6日
054976兆豐N8,8400,10000,1,0.84,0.84,0.84,0.84,9月6日,0.84,9月6日
054977兆豐N9,219480,453000,32,0.48,0.46,0.46,0.56,9月17日,0.36,9月3日
054978大眾6S,324720,198000,2,1.64,1.64,1.69,1.69,9月4日,1.59,9月3日
054979大眾7S,297990,198000,100,1.5,1.5,1.59,1.59,9月14日,1.42,9月13日
054980大眾8S,14000,10000,1,1.4,1.4,1.4,1.4,9月3日,1.4,9月3日
054981大眾9S,104100,60000,2,1.74,1.74,2.07,2.07,9月21日,1.4,9月10日
054982統一EK,1926690,1271000,91,1.52,1.49,1.07,2.08,9月14日,1.02,9月28日
054983統一EL,2132260,1065000,62,2,1.9,1.39,2.66,9月12日,1.38,9月28日
054984凱基7W,2034550,674000,42,3.02,2.68,3.41,3.74,9月25日,2.24,9月5日
054985第一4W,1230780,3677000,92,0.33,0.33,0.25,0.38,9月19日,0.25,9月28日
054986第一4X,559010,724000,25,0.77,0.73,0.63,0.83,9月17日,0.63,9月27日
054987HJ元大,1409560,3042000,82,0.46,0.46,0.55,0.56,9月28日,0.4,9月27日
054988HK元大,11960880,14305000,568,0.84,0.81,0.55,1,9月5日,0.53,9月26日
054989HL元大,10007540,27916000,912,0.36,0.36,0.3,0.46,9月21日,0.28,9月6日
054990MG永豐,2623590,2438000,100,1.08,1.12,1.2,1.35,9月14日,0.92,9月6日
054991元富6C,2141370,2328000,75,0.92,0.87,1.01,1.04,9月28日,0.66,9月5日
054992元富6D,1503620,1439000,63,1.04,1.03,0.92,1.16,9月19日,0.92,9月27日
054993元富6E,4730990,4988000,125,0.95,1,0.91,1.43,9月17日,0.73,9月11日
054994元富6F,9685270,14134000,215,0.69,0.66,0.6,0.8,9月20日,0.56,9月26日
054995元富6G,389940,438000,6,0.89,0.88,0.81,0.97,9月4日,0.81,9月25日
054996元富6H,5548690,3912000,157,1.42,1.34,1.21,1.59,9月13日,1.16,9月27日
054997日盛6K,260900,335000,17,0.78,0.82,0.63,1.05,9月18日,0.63,9月28日
054998日盛6L,1045110,2840000,66,0.37,0.36,0.31,0.48,9月17日,0.31,9月28日
054999日盛6M,572440,344000,50,1.66,1.67,1.76,1.96,9月17日,1.45,9月11日
055000大華3P,201290,186000,11,1.08,1.23,1.57,1.57,9月28日,1.01,9月6日
055001大華3Q,505850,886000,36,0.57,0.6,0.38,0.72,9月5日,0.38,9月27日
055002工銀L4,2403960,1748000,59,1.38,1.42,1.22,1.97,9月14日,1.14,9月24日
055003工銀L6,1189380,1579000,66,0.75,0.77,0.67,0.88,9月13日,0.67,9月28日
055004富邦MF,1203670,1364000,60,0.88,0.84,0.78,0.99,9月19日,0.77,9月27日
055005富邦MH,3700990,2829000,97,1.31,1.33,1.35,1.6,9月14日,1.04,9月24日
055006富邦MJ,464230,517000,35,0.9,0.96,0.77,1.19,9月14日,0.75,9月28日
055007兆豐AF,15051870,27282000,1070,0.55,0.51,0.38,0.8,9月17日,0.3,9月27日
055008兆豐AG,3714150,4759000,272,0.78,0.75,0.47,0.91,9月14日,0.47,9月26日
055009兆豐AH,5205150,4049000,75,1.29,1.21,1.39,1.45,9月14日,1.02,9月6日
055010兆豐AJ,89530,142000,6,0.63,0.62,0.65,0.65,9月24日,0.58,9月19日
055011兆豐AK,24000,45000,4,0.53,0.51,0.56,0.56,9月21日,0.45,9月6日
055012兆豐AL,376710,979000,43,0.38,0.4,0.33,0.49,9月7日,0.31,9月27日
055013兆豐AM,255640,1018000,34,0.25,0.26,0.24,0.33,9月14日,0.22,9月27日
055014兆豐AN,255460,651000,56,0.39,0.4,0.39,0.48,9月20日,0.37,9月18日
055015兆豐AP,877920,4819000,158,0.18,0.17,0.19,0.25,9月26日,0.07,9月7日
055016兆豐AQ,1788660,1932000,74,0.93,0.93,0.76,1.06,9月14日,0.76,9月28日
055017第一4Y,4864310,6789000,153,0.72,0.71,0.68,0.9,9月13日,0.54,9月6日
055018凱基7U,964180,329000,30,2.93,3.14,3.44,3.98,9月25日,2.3,9月6日
055019凱基7X,2121560,2047000,52,1.04,1.02,1.13,1.13,9月28日,0.94,9月6日
055020凱基7Y,3259030,1994000,103,1.63,1.55,1.51,1.8,9月14日,1.1,9月3日
055021凱基8B,57623800,20294000,426,2.84,2.69,2.53,3.87,9月18日,1.85,9月4日
055022元富6K,353420,254000,8,1.39,1.38,1.42,1.56,9月13日,1.26,9月26日
055023元富6L,6596410,6484000,245,1.02,1.01,0.8,1.16,9月12日,0.77,9月28日
055024元富6M,3082290,4251000,81,0.73,0.71,0.66,0.85,9月20日,0.63,9月17日
055025元富6N,381360,799000,35,0.48,0.45,0.36,0.61,9月21日,0.36,9月26日
055026元富6P,10785130,15949000,410,0.68,0.64,0.46,0.78,9月5日,0.45,9月27日
055027群益MB,823940,1119000,84,0.74,0.74,0.62,0.84,9月13日,0.62,9月28日
055028群益MC,172950,212000,19,0.82,0.77,0.54,0.95,9月4日,0.54,9月28日
055029群益MD,579370,276000,34,2.1,2.08,2.2,2.52,9月14日,1.75,9月6日
055030群益MI,9211910,5742000,308,1.6,1.56,1.4,1.88,9月19日,1.37,9月26日
055031康和JS,2110720,1460000,71,1.45,1.61,1.38,2.8,9月4日,1.28,9月6日
055032康和JT,15158380,12741000,264,1.19,1.21,1.15,1.6,9月17日,0.93,9月11日
055033康和JU,4823430,5744000,281,0.84,0.94,0.8,1.09,9月24日,0.79,9月10日
055034康和JV,3842330,2178000,66,1.76,1.98,2.12,2.3,9月19日,1.65,9月5日
055035康和JY,1355120,1633000,42,0.83,0.81,0.74,0.93,9月3日,0.74,9月25日
055036康和JZ,283470,198000,3,1.43,1.43,1.11,1.6,9月24日,1.11,9月27日
055037日盛6N,537840,492000,21,1.09,1,0.69,1.25,9月6日,0.69,9月27日
055038日盛6P,1541510,2212000,132,0.7,0.72,0.54,0.99,9月21日,0.53,9月28日
055039日盛6Q,1080360,977000,58,1.11,1.05,0.8,1.22,9月12日,0.8,9月28日
055040MH永豐,223410,431000,13,0.52,0.52,0.47,0.59,9月17日,0.46,9月6日
055041MI永豐,8373430,5604000,195,1.49,1.66,1.5,2.41,9月18日,1.08,9月6日
055042MJ永豐,10803950,13819000,433,0.78,0.82,0.59,1.28,9月12日,0.55,9月28日
055043兆豐AR,1089880,1439000,85,0.76,0.76,0.84,0.93,9月24日,0.5,9月6日
055044兆豐AS,1804610,2984000,124,0.6,0.59,0.61,0.73,9月20日,0.35,9月6日
055045兆豐AT,478140,902000,12,0.53,0.53,0.52,0.54,9月4日,0.52,9月5日
055046兆豐AU,1954930,2780000,170,0.7,0.73,1.06,1.06,9月28日,0.5,9月6日
055047兆豐AV,2535340,7432000,317,0.34,0.35,0.52,0.53,9月28日,0.23,9月6日
055048兆豐AW,421300,1184000,84,0.36,0.35,0.39,0.46,9月20日,0.29,9月13日
055049兆豐AX,588860,912000,27,0.65,0.62,0.61,0.69,9月17日,0.53,9月5日
055050兆豐AY,1903570,4156000,65,0.46,0.5,0.57,0.61,9月28日,0.39,9月5日
055051兆豐AZ,1356530,1819000,40,0.75,0.75,0.67,0.98,9月21日,0.67,9月27日
055052兆豐BA,423590,1054000,47,0.4,0.4,0.25,0.55,9月4日,0.25,9月28日
055053富邦MK,3664910,1933000,63,1.9,1.97,1.74,2.37,9月18日,1.4,9月3日
055054富邦ML,6427030,2237000,51,2.87,2.8,2.87,3.11,9月10日,2.22,9月5日
055055富邦MN,13564210,18758000,293,0.72,0.7,0.65,0.84,9月17日,0.63,9月28日
055056富邦MP,11409950,7211000,187,1.58,1.45,1.38,2.03,9月18日,0.98,9月6日
055057富邦MQ,5467620,4212000,123,1.3,1.24,0.98,1.49,9月14日,0.91,9月26日
055058富邦MR,38337340,14682000,399,2.61,2.7,2.02,3.18,9月11日,1.88,9月28日
055059第一4Z,857930,1215000,26,0.71,0.72,0.68,0.88,9月21日,0.67,9月27日
055060第一5A,753100,710000,38,1.06,1.06,1.06,1.14,9月11日,1.02,9月12日
055061第一5B,94900,90000,5,1.05,1.09,1,1.15,9月17日,1,9月27日
055062國泰F3,214110,219000,12,0.98,0.99,1,1.13,9月13日,0.88,9月27日
055063統一EN,5356840,3704000,95,1.45,1.58,1.49,2.01,9月14日,1.18,9月3日
055064統一EQ,1318010,1414000,105,0.93,0.86,0.99,1.14,9月24日,0.67,9月11日
055065大華3R,215120,470000,14,0.46,0.45,0.42,0.51,9月19日,0.42,9月27日
055066大華3S,2051270,1676000,61,1.22,1.22,1.26,1.38,9月19日,1.03,9月14日
055067國票LA,13772890,17849000,1167,0.77,0.71,0.55,0.87,9月19日,0.52,9月27日
055068HR元大,22448090,20936000,435,1.07,1.06,1.16,1.38,9月17日,0.81,9月5日
055069HS元大,7189140,3554000,202,2.02,2.07,1.43,2.56,9月14日,1.37,9月28日
055070凱基8C,8843880,4050000,134,2.18,2.31,1.71,3.17,9月14日,1.7,9月28日
055071凱基8D,1743070,782000,42,2.23,2.03,1.68,2.85,9月14日,1.57,9月26日
055072凱基8F,15773790,8459000,361,1.86,1.72,1.29,2.31,9月4日,1.26,9月28日
055073大眾1T,67890,44000,4,1.54,1.48,1.61,1.61,9月13日,1.26,9月4日
055074兆豐BB,532430,909000,62,0.59,0.56,0.45,0.72,9月21日,0.37,9月12日
055075兆豐BC,293640,286000,15,1.03,1.02,0.94,1.27,9月3日,0.94,9月26日
055076兆豐BD,285730,509000,33,0.56,0.56,0.51,0.64,9月17日,0.5,9月28日
055077兆豐BE,251870,603000,32,0.42,0.42,0.43,0.5,9月17日,0.34,9月6日
055078兆豐BF,282530,1630000,35,0.17,0.21,0.19,0.26,9月17日,0.13,9月4日
055079富邦MS,29975130,12727000,287,2.36,2.32,2.11,3.03,9月17日,1.87,9月6日
055080富邦MT,4565390,3031000,115,1.51,1.42,1.63,1.76,9月19日,1.01,9月5日
055081富邦MV,15874100,10583000,299,1.5,1.37,1.87,2,9月24日,0.94,9月4日
055082富邦MW,1756300,1871000,67,0.94,0.92,0.83,1.05,9月20日,0.81,9月26日
055083富邦MX,87140,128000,18,0.68,0.71,0.51,0.87,9月6日,0.5,9月26日
055084富邦MY,5660920,4598000,167,1.23,1.12,1.2,1.5,9月24日,0.81,9月11日
055085中信F5,2096340,1748000,136,1.2,1.18,1.24,1.39,9月17日,0.95,9月5日
055086中信F8,1021100,773000,30,1.32,1.3,1.43,1.57,9月17日,0.94,9月6日
055087中信G1,58660,24000,6,2.44,2.41,2.56,2.56,9月27日,2.23,9月24日
055088永昌HE,194820,271000,11,0.72,0.76,1.01,1.01,9月20日,0.65,9月6日
055089永昌HF,4724710,10472000,272,0.45,0.44,0.42,0.63,9月17日,0.32,9月11日
055091永昌HH,155430,198000,2,0.78,0.78,0.83,0.83,9月4日,0.74,9月3日
055092永昌HK,446760,766000,15,0.58,0.59,0.64,0.64,9月27日,0.55,9月11日
055093凱基8G,4116310,2484000,89,1.66,1.65,1.62,2,9月12日,1.42,9月6日
055094凱基8J,1326420,1300000,33,1.02,1.01,0.97,1.14,9月25日,0.83,9月3日
055095凱基8K,83401240,73130000,1476,1.14,1.12,0.8,1.36,9月5日,0.72,9月27日
055096HT元大,5284020,3999000,147,1.32,1.51,1.74,1.88,9月26日,1.15,9月3日
055097HU元大,3309090,2257000,97,1.47,1.56,1.8,1.95,9月19日,1.15,9月6日
055098HV元大,1344860,2050000,100,0.66,0.62,0.64,0.79,9月24日,0.55,9月6日
055099HW元大,1914020,3486000,92,0.55,0.6,0.39,0.75,9月6日,0.37,9月28日
055100HX元大,297550,791000,56,0.38,0.41,0.28,0.51,9月17日,0.27,9月28日
055101HY元大,1156960,1060000,24,1.09,0.95,0.82,1.17,9月4日,0.74,9月12日
