,民國101年04月,,,,,,,Apr-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
047410FK富邦,7969130,6712000,191,1.19,0.7,0.1,2.01,4月2日,0.1,4月30日
0474114N凱基,735350,372000,102,1.98,1.9,1.41,2.93,4月3日,1.17,4月30日
047412KM寶來,590570,1021000,51,0.58,0.56,0.42,0.81,4月2日,0.42,4月27日
047413FL富邦,159190,232000,12,0.69,0.6,0.52,0.72,4月3日,0.5,4月23日
047414FM富邦,7174690,7268000,167,0.99,0.9,0.79,1.15,4月16日,0.74,4月24日
047415國泰HP,181620,386000,10,0.47,0.52,0.43,0.65,4月2日,0.43,4月20日
047416國泰HQ,28650,36000,5,0.8,0.78,0.75,0.82,4月17日,0.75,4月19日
047418NV群益,5881000,4364000,231,1.35,1.22,0.91,1.8,4月2日,0.91,4月30日
047419NW群益,2325290,1199000,26,1.94,2.01,1.64,2.68,4月17日,1.62,4月9日
047420NX群益,30040,48000,9,0.63,0.65,0.93,0.93,4月27日,0.43,4月24日
047421NY群益,427960,403000,26,1.06,1.12,0.92,1.47,4月2日,0.88,4月5日
047422NZ群益,255290,549000,11,0.47,0.49,0.41,0.67,4月2日,0.41,4月18日
047423康和BD,267670,340000,7,0.79,0.66,0.44,0.86,4月3日,0.44,4月24日
047424康和BE,69500,70000,7,0.99,1.06,0.81,1.36,4月6日,0.81,4月24日
047427康和BJ,20901480,24139000,1474,0.87,0.78,0.7,1.35,4月3日,0.45,4月26日
047428康和BL,103950,725000,15,0.14,0.14,0.12,0.18,4月5日,0.12,4月27日
047429康和BN,51670,119000,12,0.43,0.4,0.04,0.54,4月2日,0.04,4月23日
047430元大LF,2476950,967000,29,2.56,2.84,2.88,3.41,4月13日,2.11,4月5日
047431永豐DG,401640,1896000,37,0.21,0.23,0.04,0.33,4月16日,0.04,4月30日
047432永豐DH,2790,3000,3,0.93,0.93,0.79,1.25,4月16日,0.75,4月11日
047433永豐DI,54150,81000,8,0.67,0.68,0.58,1.09,4月16日,0.55,4月5日
047435FN富邦,10967210,3758000,104,2.92,2.65,3.22,3.37,4月30日,2.1,4月5日
047436FP富邦,255950,1524000,42,0.17,0.19,0.05,0.34,4月6日,0.04,4月30日
047437FQ富邦,355300,1208000,32,0.29,0.41,0.19,0.75,4月13日,0.17,4月30日
047438FR富邦,325690,541000,21,0.6,0.58,0.74,0.74,4月30日,0.42,4月19日
047439FS富邦,1942730,3513000,139,0.55,0.53,0.4,0.75,4月3日,0.4,4月30日
047441FU富邦,288930,355000,33,0.81,0.83,1.04,1.04,4月30日,0.65,4月11日
047442FV富邦,227790,410000,12,0.56,0.5,0.17,0.74,4月2日,0.17,4月30日
047443FW富邦,624050,712000,24,0.88,0.8,0.29,1.03,4月13日,0.29,4月30日
0474444P凱基,9743100,27939000,508,0.35,0.35,0.22,0.5,4月13日,0.2,4月27日
047445日盛DK,2125880,8654000,191,0.25,0.22,0.08,0.48,4月2日,0.07,4月30日
047447永昌97,1050,5000,1,0.21,0.21,0.21,0.21,4月27日,0.21,4月27日
047448永昌98,9900,60000,4,0.16,0.18,0.12,0.24,4月20日,0.12,4月24日
047449永昌99,6460,8000,3,0.81,0.81,0.84,0.84,4月19日,0.79,4月17日
047450永昌A1,1623260,1711000,28,0.95,1.08,1.24,1.25,4月19日,0.9,4月5日
047451永昌A2,60800,93000,8,0.65,0.65,0.55,0.72,4月25日,0.55,4月30日
047454永昌A5,13800,20000,1,0.69,0.69,0.69,0.69,4月24日,0.69,4月24日
047455永昌A6,4500,20000,2,0.22,0.22,0.18,0.27,4月19日,0.18,4月30日
047456永昌A7,39650,95000,7,0.42,0.6,0.18,0.83,4月2日,0.18,4月30日
047457永昌A8,713010,738000,35,0.97,0.99,0.92,1.18,4月19日,0.81,4月5日
047459永豐DK,300940,1696000,43,0.18,0.18,0.06,0.27,4月13日,0.06,4月30日
047460永豐DL,2810890,17166000,436,0.16,0.14,0.05,0.35,4月18日,0.04,4月30日
047461永豐DM,525120,740000,18,0.71,0.7,0.78,0.94,4月18日,0.55,4月6日
047463永豐DP,3513180,7245000,154,0.48,0.66,0.29,1.25,4月6日,0.23,4月27日
047464永豐DQ,24200,40000,4,0.6,0.6,0.6,0.75,4月16日,0.47,4月19日
047465第一KK,197730,260000,6,0.76,0.77,0.65,0.82,4月3日,0.65,4月20日
047467第一KM,151130,175000,16,0.86,0.85,0.67,1.01,4月20日,0.67,4月30日
047468第一KN,29210,23000,6,1.27,1.2,1.03,1.51,4月3日,1.03,4月18日
047469第一KP,172520,284000,17,0.61,0.51,0.3,0.8,4月3日,0.3,4月27日
04746PXE元大,72150,324000,14,0.22,0.21,0.09,0.28,4月5日,0.08,4月25日
047470A1群益,2304420,17962000,358,0.13,0.15,0.08,0.39,4月3日,0.01,4月27日
047471A2群益,3518200,10631000,147,0.33,0.68,0.19,1.22,4月3日,0.17,4月30日
047473A7群益,89550,370000,22,0.24,0.24,0.05,0.41,4月3日,0.05,4月30日
047474A8群益,309220,829000,38,0.37,0.29,0.18,0.58,4月2日,0.18,4月30日
047475B1群益,2847290,1912000,70,1.49,1.38,0.71,1.89,4月13日,0.71,4月27日
047476B2群益,1970910,1083000,30,1.82,1.64,1.05,2.23,4月13日,1.03,4月27日
047477B3群益,759800,369000,12,2.06,1.99,1.42,2.49,4月13日,1.42,4月30日
047478B6群益,423900,525000,15,0.81,0.88,0.57,1.1,4月6日,0.55,4月30日
047479B7群益,877290,932000,55,0.94,0.91,0.59,1.31,4月2日,0.59,4月30日
047481元大LI,41150,22000,3,1.87,1.94,1.86,2.18,4月6日,1.77,4月5日
047482元大LJ,3524140,7116000,184,0.5,0.57,0.17,1.31,4月2日,0.15,4月27日
047483元大LK,5015860,4494000,331,1.12,1.19,0.64,2.14,4月2日,0.5,4月27日
047484FX富邦,918450,1770000,21,0.52,0.51,0.32,0.61,4月2日,0.32,4月20日
047485FY富邦,145010,814000,11,0.18,0.21,0.15,0.36,4月2日,0.13,4月23日
047486FZ富邦,167450,1050000,131,0.16,0.19,0.16,0.25,4月2日,0.15,4月12日
047487GA富邦,102220,78000,7,1.31,1.35,1.43,1.45,4月18日,1.14,4月3日
047488GB富邦,3356030,4601000,193,0.73,0.76,0.32,1.19,4月13日,0.26,4月30日
047489GC富邦,357520,385000,14,0.93,0.85,0.64,1.22,4月2日,0.64,4月27日
047490GD富邦,192820,177000,21,1.09,1.1,0.91,1.7,4月2日,0.83,4月24日
047491GE富邦,270420,256000,21,1.06,1.13,1.1,1.39,4月12日,0.96,4月23日
047492GF富邦,303400,940000,18,0.32,0.3,0.17,0.46,4月3日,0.17,4月27日
047493GG富邦,58000,50000,1,1.16,1.16,1.16,1.16,4月11日,1.16,4月11日
047494統一09,22255360,6600000,116,3.37,3.14,2.34,4.32,4月2日,2.34,4月30日
047495統一10,682820,276000,26,2.47,2.64,2.7,3.27,4月2日,1.83,4月17日
047496統一11,404940,136000,25,2.98,2.98,3.07,3.28,4月23日,2.72,4月27日
047497統一12,6458280,4733000,198,1.36,1.3,1.16,1.84,4月3日,0.91,4月26日
047498統一13,131630,127000,7,1.04,1.4,0.93,2.39,4月2日,0.87,4月23日
047499統一14,105000,90000,4,1.17,1.2,1.03,1.57,4月5日,1.03,4月30日
047500統一15,763170,236000,13,3.23,3.77,4.33,4.36,4月20日,3.02,4月11日
047501統一16,1874710,2815000,76,0.67,0.68,0.56,1.05,4月2日,0.54,4月24日
047502統一17,7623240,7498000,140,1.02,1.51,0.74,2.12,4月17日,0.41,4月30日
0475034Q凱基,2257180,1790000,105,1.26,1.1,0.27,1.56,4月3日,0.27,4月30日
0475044R凱基,1408980,1852000,115,0.76,1.11,0.47,1.7,4月2日,0.22,4月30日
047505KP寶來,900800,797000,99,1.13,1.12,1.01,1.55,4月2日,0.71,4月24日
047506KQ寶來,1730160,2274000,52,0.76,0.8,0.68,1.08,4月3日,0.64,4月24日
047507KR寶來,298410,685000,28,0.44,0.45,0.3,0.61,4月3日,0.26,4月25日
047509國票DG,455640,646000,215,0.71,0.59,0.47,0.8,4月3日,0.47,4月19日
047510永豐DR,41910,68000,9,0.62,0.56,0.29,1.12,4月2日,0.22,4月27日
047511B9群益,407550,516000,11,0.79,0.78,0.81,0.88,4月3日,0.72,4月11日
047512C1群益,1194990,2684000,82,0.45,0.42,0.23,0.86,4月2日,0.22,4月30日
047513C2群益,875380,4379000,86,0.2,0.18,0.07,0.38,4月2日,0.07,4月30日
047514C3群益,74240,62000,6,1.2,1.19,1.18,1.27,4月6日,1.09,4月5日
047515C5群益,4464940,3552000,275,1.26,1.21,0.43,1.69,4月2日,0.43,4月30日
047516C6群益,774610,606000,84,1.28,1.26,0.1,1.6,4月6日,0.1,4月30日
047517大華43,179000,100000,2,1.79,1.79,1.7,1.88,4月6日,1.7,4月9日
047518大華44,734120,836000,31,0.88,0.83,0.66,1.25,4月2日,0.56,4月24日
047519大華45,39620,100000,14,0.4,0.42,0.33,0.52,4月2日,0.31,4月5日
047520大華46,764530,956000,58,0.8,0.73,0.4,0.98,4月12日,0.4,4月30日
047521大華47,416950,216000,9,1.93,1.8,1.87,2.06,4月2日,1.28,4月5日
047522大華49,953340,1208000,44,0.79,0.78,0.3,1.2,4月2日,0.27,4月25日
047523大華50,729550,655000,53,1.11,1.24,1.01,1.95,4月3日,0.7,4月20日
047524大華51,981310,4028000,106,0.24,0.22,0.28,0.3,4月3日,0.17,4月17日
047525大華52,391880,1549000,45,0.25,0.2,0.05,0.34,4月2日,0.05,4月30日
047526大華53,102400,80000,6,1.28,1.28,1.47,1.49,4月25日,1.07,4月24日
047527國泰HS,39990,21000,6,1.9,1.92,2.35,2.35,4月23日,1.7,4月11日
047528國泰HT,14420,7000,1,2.06,2.06,2.06,2.06,4月6日,2.06,4月6日
047530元大LL,72930,34000,4,2.14,2.16,2.12,2.38,4月16日,1.9,4月9日
047531GH富邦,3221740,5766000,147,0.56,0.45,0.26,0.74,4月2日,0.24,4月30日
047532GJ富邦,970170,776000,23,1.25,1.29,1.11,1.57,4月16日,1.05,4月9日
047534GL富邦,172260,111000,18,1.55,1.58,1.39,2.1,4月2日,1.37,4月9日
047535GM富邦,32200,20000,1,1.61,1.61,1.61,1.61,4月16日,1.61,4月16日
047536GN富邦,850960,361000,57,2.36,2.44,2.31,2.87,4月26日,2.17,4月9日
047537GP富邦,8143730,3684000,235,2.21,2.3,1.87,2.77,4月16日,1.74,4月30日
047538GQ富邦,395200,320000,29,1.24,1.33,0.91,1.91,4月3日,0.87,4月23日
0475394S凱基,2423240,1588000,86,1.53,1.48,1.08,1.91,4月2日,1.08,4月30日
047540GR富邦,727680,1274000,39,0.57,0.58,0.42,0.83,4月2日,0.42,4月30日
047541GS富邦,585380,1276000,40,0.46,0.47,0.21,0.65,4月3日,0.21,4月27日
047542GT富邦,7066140,5901000,119,1.2,1.03,0.36,1.4,4月16日,0.35,4月27日
047543GU富邦,300530,486000,10,0.62,0.66,0.56,0.86,4月3日,0.56,4月26日
047544GV富邦,1154420,3249000,59,0.36,0.41,0.24,0.64,4月3日,0.24,4月30日
047545GW富邦,14923260,13257000,271,1.13,1.2,0.62,2.08,4月2日,0.48,4月30日
047546GX富邦,6858490,8287000,276,0.83,1.11,0.6,1.92,4月2日,0.47,4月30日
047547GY富邦,180020,165000,13,1.09,1.05,0.94,1.19,4月6日,0.91,4月27日
047548GZ富邦,545760,603000,199,0.91,0.92,1.07,1.07,4月30日,0.76,4月5日
047549HA富邦,497910,1276000,54,0.39,0.42,0.12,0.75,4月2日,0.12,4月24日
047551HC富邦,1006250,644000,48,1.56,1.54,1.07,1.85,4月10日,1.07,4月30日
047552HD富邦,406220,272000,15,1.49,1.53,1.6,1.73,4月13日,1.36,4月19日
047553工銀KF,196360,258000,6,0.76,0.73,0.74,0.8,4月10日,0.68,4月11日
047556工銀KJ,32220,72000,17,0.45,0.48,0.39,0.61,4月2日,0.39,4月16日
047557工銀KK,1305320,2749000,80,0.47,0.44,0.24,0.68,4月3日,0.24,4月30日
047558工銀KL,3863610,4633000,194,0.83,0.67,0.44,1.32,4月2日,0.41,4月27日
047559工銀KM,90000,266000,7,0.34,0.33,0.27,0.47,4月2日,0.27,4月30日
047560工銀KN,739160,1191000,39,0.62,0.65,0.43,1.07,4月2日,0.42,4月24日
047561工銀KP,1406160,2368000,57,0.59,0.6,0.5,0.99,4月6日,0.47,4月27日
047562工銀KQ,381140,1609000,55,0.24,0.26,0.08,0.56,4月3日,0.07,4月23日
047563工銀KR,42490,164000,11,0.26,0.23,0.18,0.33,4月3日,0.18,4月16日
047564工銀KS,955470,4596000,153,0.21,0.16,0.07,0.35,4月2日,0.07,4月30日
047566日盛DN,47530,68000,8,0.7,0.64,0.37,0.81,4月13日,0.37,4月27日
047567日盛DP,79160,157000,10,0.5,0.48,0.32,0.66,4月2日,0.32,4月27日
047568日盛DR,31100,20000,2,1.56,1.56,1.42,1.69,4月13日,1.42,4月16日
047569日盛DS,3078290,819000,65,3.76,3.78,3.66,4.28,4月13日,3,4月24日
047572兆豐DY,6698150,3944000,214,1.7,1.87,0.97,2.48,4月16日,0.79,4月30日
047573兆豐DZ,1730,4000,3,0.43,0.43,0.43,0.51,4月20日,0.36,4月23日
047574兆豐EA,110510,371000,13,0.3,0.36,0.21,0.48,4月3日,0.21,4月30日
047575兆豐EB,75370,343000,34,0.22,0.23,0.45,0.45,4月30日,0.17,4月12日
047576兆豐EC,300,2000,2,0.15,0.15,0.14,0.16,4月18日,0.14,4月25日
047577兆豐ED,94220,132000,16,0.71,0.69,0.63,0.86,4月3日,0.55,4月25日
047578兆豐EE,7034000,13181000,333,0.53,0.56,0.6,0.79,4月3日,0.43,4月25日
047579兆豐EF,589250,777000,56,0.76,0.74,0.34,2.18,4月2日,0.32,4月27日
047581元大LM,31035340,6621000,1061,4.69,5.92,2.08,13.3,4月2日,1.41,4月30日
047582元大LN,341940,556000,24,0.62,0.53,0.34,0.81,4月2日,0.34,4月30日
047583永豐DS,124430,249000,9,0.5,0.5,0.36,0.82,4月2日,0.29,4月27日
0475864V凱基,7092320,4195000,145,1.69,1.45,0.44,2.06,4月3日,0.42,4月27日
047587永豐DT,1591830,6625000,168,0.24,0.32,0.12,0.47,4月16日,0.08,4月30日
047588永豐DU,1733870,2997000,92,0.58,0.48,0.18,1.04,4月6日,0.16,4月27日
047589永豐DW,2136740,2907000,274,0.74,0.69,0.41,1.07,4月2日,0.38,4月30日
047590永豐DX,19380,74000,13,0.26,0.26,0.07,0.37,4月2日,0.07,4月30日
047591HE富邦,352410,603000,37,0.58,0.55,0.29,0.93,4月2日,0.26,4月27日
047592HF富邦,20570,44000,5,0.47,0.47,0.32,0.69,4月5日,0.32,4月23日
047593HG富邦,486030,3955000,88,0.12,0.13,0.25,0.27,4月30日,0.09,4月23日
047594HH富邦,939630,799000,68,1.18,1.14,1.16,1.48,4月2日,0.83,4月24日
047595HJ富邦,1312520,865000,85,1.52,1.52,1.39,2.06,4月16日,1.23,4月5日
047596HK富邦,176480,164000,10,1.08,1.07,0.88,1.25,4月2日,0.88,4月5日
047597HL富邦,608780,390000,14,1.56,1.82,1.81,2.02,4月17日,1.19,4月5日
0475984W凱基,279860,242000,24,1.16,1.13,0.63,1.67,4月9日,0.63,4月30日
047600大華55,139500,60000,20,2.32,2.13,0.89,3.07,4月10日,0.89,4月27日
047601大華56,105300,130000,3,0.81,0.81,0.81,0.81,4月9日,0.81,4月9日
047602大華57,586650,1163000,326,0.5,0.5,0.46,0.67,4月2日,0.43,4月5日
047603大華60,115500,80000,5,1.44,1.45,1.45,1.46,4月30日,1.42,4月30日
047604大華61,1394470,2713000,105,0.51,0.51,0.34,0.88,4月2日,0.31,4月30日
047605大華62,46300,20000,2,2.32,2.32,2.28,2.35,4月20日,2.28,4月23日
047606大華63,168380,141000,19,1.19,1.22,1.35,1.35,4月30日,1.11,4月27日
047607統一18,4035320,5841000,166,0.69,0.6,0.35,1.1,4月2日,0.34,4月30日
047608統一20,265160,133000,37,1.99,1.86,1.54,2.3,4月6日,1.51,4月27日
047609統一22,953140,606000,23,1.57,1.61,1.4,1.82,4月18日,1.4,4月23日
047610國泰HX,23850,60000,5,0.4,0.4,0.14,0.68,4月13日,0.14,4月30日
047611元大LR,68096440,49493000,2217,1.38,1.31,0.54,2.1,4月2日,0.31,4月30日
047612元大LS,33105740,17790000,401,1.86,1.72,1.03,2.32,4月16日,0.65,4月30日
047613元大LT,5008210,3151000,200,1.59,2.15,1.18,3.8,4月2日,0.99,4月27日
047614元大LU,8590130,4319000,300,1.99,1.78,1.43,3.3,4月2日,0.95,4月27日
047615大眾1H,3546200,2359000,51,1.5,1.42,1.06,1.64,4月23日,1.01,4月30日
047616D2群益,692960,350000,63,1.98,1.91,1.65,2.35,4月2日,1.65,4月20日
047617D4群益,27468980,6079000,404,4.52,5.86,2.27,11.8,4月3日,1.6,4月30日
047619D6群益,312400,512000,27,0.61,0.55,0.35,0.86,4月3日,0.35,4月27日
047620D7群益,2827100,2339000,73,1.21,1.21,1.04,1.55,4月19日,0.9,4月9日
047621D8群益,9300,12000,2,0.78,0.8,0.76,0.85,4月20日,0.76,4月25日
047622D9群益,3014440,659000,52,4.57,4.63,4.4,5.15,4月16日,3.68,4月24日
047623E1群益,153210,1096000,21,0.14,0.13,0.05,0.2,4月3日,0.05,4月26日
047624E2群益,4380470,3621000,189,1.21,1.2,0.64,2.11,4月2日,0.52,4月30日
047627永豐EA,23300,30000,4,0.78,0.74,0.58,0.89,4月2日,0.58,4月23日
047628HM富邦,525280,462000,23,1.14,1.18,1.43,1.47,4月2日,0.91,4月9日
047630HP富邦,413430,1465000,48,0.28,0.29,0.29,0.59,4月9日,0.21,4月25日
047631HQ富邦,2026510,1904000,395,1.06,1.05,0.88,1.43,4月3日,0.88,4月27日
047632HR富邦,1042460,429000,12,2.43,2.43,2.31,2.71,4月23日,2.21,4月9日
047633HS富邦,20000,80000,4,0.25,0.21,0.21,0.28,4月5日,0.21,4月5日
047634HT富邦,32380,10000,4,3.24,3.35,3.12,3.58,4月3日,3.1,4月5日
047635HU富邦,48950,169000,12,0.29,0.35,0.26,0.51,4月3日,0.26,4月20日
047636HX富邦,2837720,3681000,134,0.77,0.75,0.61,1.12,4月2日,0.54,4月23日
047637日盛DV,146410,104000,18,1.41,1.22,0.96,1.9,4月2日,0.96,4月25日
047638日盛DW,2138650,1311000,36,1.63,1.66,1.59,1.95,4月2日,1.37,4月12日
047639日盛DX,124700,615000,14,0.2,0.22,0.2,0.26,4月6日,0.17,4月24日
047640第一KQ,78700,50000,5,1.57,1.55,1.4,1.7,4月13日,1.4,4月20日
047641第一KR,1022980,1090000,34,0.94,0.9,0.82,1.14,4月2日,0.7,4月9日
047642第一KS,321480,774000,25,0.42,0.4,0.41,0.55,4月26日,0.34,4月27日
047643統一23,3033770,2435000,182,1.25,1.27,0.95,2,4月2日,0.9,4月27日
047644統一24,2942460,2009000,72,1.46,1.25,0.71,1.98,4月6日,0.71,4月30日
047645統一25,1813030,624000,16,2.91,2.43,1.9,3.09,4月13日,1.81,4月24日
047646統一26,1792440,1580000,51,1.13,1.12,1.26,2.04,4月25日,0.84,4月5日
047647統一27,5644660,2480000,110,2.28,2.29,0.74,4.66,4月6日,0.74,4月27日
047648兆豐EG,394740,656000,34,0.6,0.88,0.38,1.31,4月2日,0.36,4月25日
047649兆豐EH,6518310,3471000,101,1.88,2.08,1.32,3.18,4月9日,1.05,4月30日
047650兆豐EJ,32380,16000,4,2.02,2.05,1.89,2.2,4月10日,1.89,4月27日
047651兆豐EK,370940,424000,37,0.87,0.79,0.57,1.06,4月3日,0.52,4月23日
047652兆豐EL,35020,103000,6,0.34,0.31,0.2,0.45,4月6日,0.2,4月27日
047653兆豐EM,12940,5000,2,2.59,2.68,2.82,2.82,4月26日,2.53,4月23日
047654兆豐EN,321160,253000,17,1.27,1.33,0.99,1.6,4月3日,0.99,4月24日
047655兆豐EP,254330,1269000,99,0.2,0.19,0.1,0.31,4月2日,0.1,4月30日
047656兆豐EQ,91240,78000,6,1.17,1.19,1.53,1.53,4月25日,0.88,4月11日
047657兆豐ER,149880,142000,13,1.06,1.02,0.69,1.28,4月6日,0.69,4月23日
047658兆豐ES,113390,63000,8,1.8,1.8,1.86,1.86,4月11日,1.72,4月9日
047659兆豐ET,1118420,984000,58,1.14,1.19,0.85,1.67,4月3日,0.8,4月23日
047661HY富邦,39230,74000,8,0.53,0.47,0.22,0.96,4月2日,0.2,4月27日
047662HZ富邦,692390,878000,42,0.79,0.93,0.71,1.42,4月2日,0.65,4月23日
047663JA富邦,14930,9000,2,1.66,1.67,1.77,1.77,4月25日,1.57,4月2日
047665JC富邦,4504820,8701000,203,0.52,0.52,0.68,0.68,4月30日,0.4,4月11日
047666JD富邦,39700,60000,4,0.66,0.66,0.65,0.69,4月25日,0.65,4月30日
047667JE富邦,46600,20000,11,2.33,2.33,2.63,2.63,4月26日,2.03,4月25日
047668JF富邦,53210,22000,5,2.42,2.29,2.47,2.5,4月6日,2.02,4月5日
047669KT寶來,33720,15000,3,2.25,2.24,2.09,2.38,4月24日,2.09,4月30日
047670KU寶來,163790,700000,13,0.23,0.25,0.13,0.4,4月2日,0.13,4月27日
047671KV寶來,227970,212000,13,1.08,1.1,0.62,1.3,4月13日,0.62,4月25日
047672KW寶來,1890890,401000,8,4.72,4.74,4.51,4.96,4月25日,4.41,4月30日
047673KX寶來,2836860,2462000,92,1.15,1.16,0.93,1.47,4月3日,0.9,4月30日
047674KY寶來,245000,536000,34,0.46,0.37,0.22,0.65,4月3日,0.18,4月12日
047675KZ寶來,2012910,1990000,153,1.01,1.23,0.47,2.82,4月2日,0.38,4月30日
047676LA寶來,8275070,15946000,356,0.52,0.92,0.44,1.7,4月3日,0.34,4月30日
047677E4群益,754030,1037000,34,0.73,0.63,0.41,0.85,4月10日,0.41,4月27日
047678E5群益,76580,37000,19,2.07,2.16,2.21,2.43,4月13日,1.84,4月24日
047679E6群益,6786090,2893000,115,2.35,2.26,1.9,2.88,4月18日,1.77,4月27日
047680E8群益,46460,55000,5,0.84,1.08,0.91,1.24,4月16日,0.76,4月30日
047681工銀KT,5040,48000,2,0.1,0.11,0.1,0.11,4月19日,0.1,4月20日
047682元大LW,2187250,1500000,115,1.46,1.31,1.25,1.56,4月3日,1.14,4月5日
047683康和BP,515600,396000,29,1.3,1.3,1.3,1.31,4月30日,1.29,4月30日
047684康和BQ,935660,1041000,22,0.9,1.01,0.53,1.57,4月2日,0.53,4月24日
047685康和BR,774040,193000,20,4.01,4.17,4.6,4.6,4月16日,3.57,4月5日
047686康和BS,5560090,3094000,61,1.8,2.01,2.1,2.41,4月18日,1.51,4月24日
047687康和BT,98600,90000,5,1.1,1.07,0.87,1.19,4月13日,0.87,4月30日
047688大華66,172620,71000,15,2.43,2.51,2.26,2.95,4月5日,2.24,4月20日
047689大華67,12040,5000,5,2.41,2.5,2.18,3.01,4月26日,2.06,4月30日
047690大華68,161260,331000,8,0.49,0.5,0.44,0.55,4月5日,0.43,4月9日
047691大華69,478810,399000,46,1.2,1.18,1.1,1.37,4月13日,1,4月24日
047693大華71,24440,16000,4,1.53,1.48,1.54,1.65,4月3日,1.41,4月3日
047694永昌B1,122740,438000,8,0.28,0.28,0.28,0.3,4月16日,0.27,4月13日
047695永昌B2,14300,50000,4,0.29,0.3,0.22,0.38,4月3日,0.22,4月30日
047697永昌B4,32110,49000,4,0.66,0.7,0.69,0.89,4月2日,0.61,4月12日
047698永昌B5,2070150,1231000,17,1.68,1.56,1.47,1.78,4月26日,1.34,4月23日
047699永昌B6,2360080,2419000,100,0.98,0.97,1.12,1.3,4月27日,0.79,4月12日
047700永昌B7,3221280,20206000,324,0.16,0.15,0.07,0.25,4月2日,0.07,4月30日
047701永昌B8,544430,835000,26,0.65,0.66,0.65,1.39,4月2日,0.4,4月20日
047702永昌B9,53900,48000,3,1.12,1.15,1.18,1.18,4月6日,1.06,4月5日
047703永昌C1,3096040,9152000,183,0.34,0.48,0.25,0.68,4月16日,0.15,4月30日
047704永昌C3,2215490,3152000,78,0.7,0.75,0.85,0.88,4月25日,0.63,4月9日
047705永昌C4,5160,6000,2,0.86,0.86,0.88,0.88,4月11日,0.84,4月10日
047706LB寶來,238640,191000,19,1.25,1.33,0.85,1.66,4月13日,0.85,4月30日
047707LC寶來,764030,385000,20,1.98,2.16,2.41,2.64,4月20日,1.6,4月5日
047708LD寶來,305020,200000,4,1.53,1.53,1.53,1.6,4月6日,1.45,4月5日
047709LE寶來,3045110,1743000,71,1.75,1.74,1.24,2.34,4月3日,1.21,4月30日
0477105D凱基,11252220,24857000,481,0.45,0.46,0.2,0.72,4月13日,0.18,4月30日
0477115F凱基,990260,241000,8,4.11,4.22,3.7,4.97,4月3日,3.7,4月18日
0477125G凱基,443200,66000,24,6.72,6.48,5.1,7.95,4月2日,5.1,4月27日
047713國票DH,430040,132000,6,3.26,3.41,4.01,4.01,4月30日,2.98,4月11日
047714國票DI,892450,1696000,54,0.53,0.56,0.4,0.84,4月2日,0.4,4月30日
047715大華72,849510,694000,70,1.22,1.25,1.11,1.61,4月2日,1.04,4月30日
047716大華73,374800,707000,24,0.53,0.55,0.47,0.66,4月6日,0.45,4月23日
047717大華75,20030,16000,3,1.25,1.04,0.82,1.33,4月2日,0.82,4月20日
047718大華76,328840,188000,15,1.75,1.65,1.52,1.78,4月10日,1.52,4月30日
047719大華77,34050,25000,2,1.36,1.34,1.2,1.47,4月2日,1.2,4月26日
047720大華78,956600,940000,24,1.02,1,0.57,1.6,4月2日,0.57,4月30日
047721大華79,212470,331000,18,0.64,0.56,0.28,0.9,4月2日,0.28,4月27日
047722元大LZ,1989930,4340000,758,0.46,0.46,0.42,0.57,4月2日,0.39,4月24日
047723元大MA,2175170,4767000,155,0.46,0.49,0.36,0.65,4月3日,0.32,4月26日
047724元大MB,54540,54000,26,1.01,1.04,0.87,1.48,4月3日,0.87,4月27日
047725元大MC,1840600,650000,18,2.83,2.74,2.59,3.04,4月2日,2.43,4月23日
047726元大MD,140410,203000,10,0.69,0.67,0.57,0.8,4月2日,0.57,4月9日
047727元大ME,184140,375000,16,0.49,0.51,0.36,0.65,4月3日,0.36,4月30日
047728元大MF,49920,42000,9,1.19,1.19,1.29,1.29,4月12日,1.07,4月6日
047729元大MG,724230,726000,49,1,0.97,0.85,1.38,4月2日,0.68,4月27日
047730元大MH,209910,186000,21,1.13,1.1,0.74,1.57,4月2日,0.7,4月23日
047732康和BU,268840,69000,8,3.9,3.81,1.68,4.8,4月3日,1.68,4月30日
0477345J凱基,520330,694000,21,0.75,0.55,0.53,0.83,4月2日,0.4,4月5日
0477355K凱基,18800,10000,1,1.88,1.88,1.88,1.88,4月5日,1.88,4月5日
0477365L凱基,4927090,5131000,836,0.96,0.87,0.38,1.56,4月13日,0.34,4月30日
