,民國101年12月,,,,,,,Dec-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
054745日盛5N,5288970,10017000,223,0.53,0.48,0.38,0.77,12月5日,0.31,12月21日
054746日盛5P,8863820,9074000,201,0.98,1,0.99,1.37,12月12日,0.63,12月3日
054748大華2Y,28160,234000,4,0.12,0.12,0.14,0.14,12月20日,0.11,12月4日
054749大華2Z,613630,1555000,47,0.39,0.4,0.34,0.59,12月3日,0.3,12月20日
054750FT元大,2299760,1301000,169,1.77,1.79,1.78,2.01,12月13日,1.6,12月21日
054751FU元大,1039940,6963000,115,0.15,0.17,0.22,0.27,12月25日,0.06,12月3日
054752FV元大,123750,594000,6,0.21,0.2,0.17,0.24,12月6日,0.17,12月22日
054753FW元大,111840,783000,29,0.14,0.12,0.07,0.2,12月6日,0.07,12月25日
054754FX元大,26118350,19550000,552,1.34,1.27,1.04,1.79,12月13日,1.03,12月28日
054755FY元大,4562940,9669000,291,0.47,0.49,0.23,1.01,12月4日,0.18,12月20日
054756FZ元大,311770,719000,26,0.43,0.43,0.4,0.55,12月5日,0.36,12月25日
054757GA元大,1502540,1191000,95,1.26,1.39,1.48,1.63,12月12日,1.02,12月11日
054758GB元大,741300,3331000,76,0.22,0.22,0.18,0.27,12月13日,0.17,12月25日
054759兆豐L1,3240,112000,7,0.03,0.02,0.03,0.03,12月26日,0.02,12月20日
054760工銀K4,740160,1372000,88,0.54,0.5,0.44,0.75,12月3日,0.4,12月21日
054761亞東70,2717140,6608000,238,0.41,0.52,0.31,0.83,12月5日,0.31,12月28日
054762富邦KV,2478120,5220000,156,0.47,0.44,0.45,0.58,12月3日,0.33,12月17日
054763富邦KX,307040,386000,22,0.8,0.91,0.74,1.04,12月4日,0.74,12月28日
054764永昌GX,36320,119000,2,0.31,0.36,0.28,0.43,12月4日,0.28,12月28日
054765永昌GY,300,10000,1,0.03,0.03,0.03,0.03,12月5日,0.03,12月5日
054767康和JG,5874820,11301000,367,0.52,0.48,0.24,1.01,12月6日,0.18,12月20日
054768康和JI,8751110,6955000,154,1.26,1.15,1.07,1.51,12月5日,0.89,12月18日
054769康和JJ,546770,442000,16,1.24,1.18,1.12,1.3,12月5日,1.12,12月12日
054770康和JK,9200,22000,2,0.42,0.41,0.4,0.42,12月13日,0.4,12月14日
054771康和JL,595920,758000,13,0.79,0.7,0.63,0.8,12月5日,0.63,12月12日
054772國票KR,344610,426000,125,0.81,0.8,0.79,0.95,12月17日,0.71,12月21日
054773日盛5Q,17444490,5669000,259,3.08,2.93,2.35,4.47,12月13日,2.24,12月22日
054774日盛5R,1259340,1580000,135,0.8,0.79,0.81,1.05,12月6日,0.66,12月26日
054775日盛5S,165350,993000,33,0.17,0.17,0.15,0.25,12月3日,0.12,12月24日
054776LS永豐,2658560,6873000,197,0.39,0.39,0.2,0.79,12月6日,0.14,12月20日
054777LT永豐,4562230,7479000,195,0.61,0.57,0.48,0.87,12月6日,0.43,12月24日
054778LU永豐,8102700,7257000,199,1.12,1.02,0.75,1.71,12月13日,0.74,12月24日
054780凱基6J,2229800,1320000,42,1.69,1.68,1.82,1.9,12月7日,1.23,12月4日
054781凱基6L,4952470,1267000,63,3.91,3.87,3.75,4.27,12月13日,3.52,12月24日
054782凱基6M,3586610,1726000,29,2.08,2.05,2.2,2.2,12月10日,1.79,12月4日
054783凱基6P,350070,661000,28,0.53,0.57,0.54,0.73,12月4日,0.45,12月17日
054784GE元大,2565950,3037000,69,0.84,0.84,0.66,1.15,12月6日,0.66,12月28日
054785GF元大,20898860,5225000,201,4,3.95,3.77,4.73,12月13日,3.3,12月22日
054786GG元大,80460,137000,10,0.59,0.58,0.47,0.67,12月18日,0.47,12月26日
054787GH元大,422570,994000,39,0.43,0.44,0.32,0.67,12月4日,0.26,12月21日
054788富邦KY,81710,273000,10,0.3,0.28,0.2,0.33,12月10日,0.19,12月25日
054789富邦LA,36989090,39241000,1221,0.94,0.84,0.7,1.34,12月4日,0.55,12月18日
054790富邦LB,310960,1142000,34,0.27,0.26,0.23,0.42,12月5日,0.19,12月24日
054791富邦LC,592690,1255000,32,0.47,0.43,0.42,0.63,12月3日,0.31,12月17日
054792富邦LD,867460,881000,26,0.98,0.95,1.11,1.11,12月28日,0.83,12月5日
054793富邦LE,1430180,5700000,127,0.25,0.19,0.13,0.33,12月10日,0.1,12月24日
054794富邦LF,17437140,22026000,841,0.79,0.74,0.71,1.11,12月6日,0.31,12月3日
054795富邦LG,156490,105000,18,1.49,1.43,1.05,2.19,12月3日,0.94,12月17日
054796亞東71,288470,216000,20,1.34,1.25,1.29,1.47,12月6日,1.13,12月12日
054797亞東72,163580,154000,9,1.06,1.09,1,1.3,12月18日,0.91,12月21日
054798亞東73,224350,991000,38,0.23,0.24,0.19,0.35,12月5日,0.14,12月24日
054799兆豐L3,3044990,9293000,229,0.33,0.32,0.1,0.94,12月3日,0.08,12月26日
054800兆豐L4,5000,40000,2,0.12,0.12,0.1,0.15,12月4日,0.1,12月21日
054801兆豐L5,3134120,2084000,69,1.5,1.34,1.37,1.69,12月7日,1.04,12月21日
054802兆豐L6,9890320,14642000,158,0.68,0.61,0.55,0.86,12月6日,0.45,12月3日
054803兆豐L7,37300,270000,5,0.14,0.14,0.12,0.15,12月6日,0.12,12月17日
054804兆豐L8,195870,8649000,390,0.02,0.02,0.01,0.04,12月3日,0.01,12月28日
054805兆豐L9,4030,47000,10,0.09,0.09,0.08,0.11,12月18日,0.06,12月21日
054806兆豐M1,445080,1642000,84,0.27,0.27,0.23,0.4,12月19日,0.18,12月25日
054807兆豐M2,1850,25000,3,0.07,0.08,0.08,0.08,12月18日,0.07,12月11日
054809第一4Q,541990,1002000,41,0.54,0.51,0.45,0.6,12月17日,0.38,12月21日
054810第一4R,269490,270000,19,1,1.01,0.95,1.16,12月19日,0.87,12月21日
054811國泰D7,7216620,10883000,226,0.66,0.65,0.55,0.81,12月19日,0.5,12月27日
054812大華3A,165480,557000,12,0.3,0.32,0.25,0.37,12月4日,0.25,12月28日
054813大華3B,368410,1654000,21,0.22,0.22,0.18,0.3,12月19日,0.16,12月25日
054814日盛5U,19810,172000,8,0.12,0.11,0.12,0.13,12月18日,0.06,12月5日
054815日盛5V,10795090,6447000,306,1.67,1.64,2.35,2.35,12月28日,1.19,12月3日
054816群益KG,417640,773000,16,0.54,0.57,0.47,0.68,12月4日,0.47,12月17日
054817群益KH,31557600,7979000,720,3.96,4.13,5.15,5.35,12月28日,3.33,12月6日
054818群益KI,180860,620000,72,0.29,0.31,0.19,0.4,12月6日,0.19,12月22日
054819群益KL,287930,1335000,31,0.22,0.2,0.14,0.34,12月4日,0.13,12月18日
054821群益KN,1348930,2183000,87,0.62,0.57,0.41,0.82,12月6日,0.41,12月28日
054822群益KP,1129260,1738000,45,0.65,0.57,0.53,0.79,12月12日,0.39,12月28日
054823群益KQ,1023060,1694000,72,0.6,0.57,0.52,0.7,12月13日,0.44,12月21日
054825LW永豐,574250,962000,19,0.6,0.6,0.6,0.68,12月10日,0.54,12月18日
054826LX永豐,64800,540000,6,0.12,0.12,0.1,0.14,12月6日,0.1,12月11日
054827元富5F,433930,208000,3,2.09,2.11,2.11,2.11,12月6日,2.06,12月6日
054828元富5H,3896560,4793000,96,0.81,0.76,0.98,1.02,12月28日,0.64,12月11日
054829元富5J,72517370,21469000,493,3.38,3.35,2.65,5,12月13日,2.53,12月24日
054830凱基6Q,4500,170000,9,0.03,0.03,0.03,0.04,12月5日,0.01,12月27日
054831凱基6U,2718730,2594000,64,1.05,1.05,0.75,1.72,12月3日,0.66,12月24日
054832凱基6V,4055200,968000,23,4.19,3.71,2.77,4.5,12月3日,2.77,12月22日
054833兆豐M4,1496210,11864000,293,0.13,0.13,0.06,0.23,12月12日,0.06,12月28日
054834GI元大,934950,1056000,36,0.89,0.95,0.7,1.24,12月13日,0.64,12月21日
054835GJ元大,114190,104000,11,1.1,1.19,1.04,1.35,12月13日,0.93,12月21日
054836GK元大,2276380,2219000,106,1.03,1.01,0.97,1.15,12月19日,0.85,12月21日
054837GL元大,6861810,1923000,245,3.57,3.51,3.01,5.1,12月10日,2.03,12月19日
054838亞東74,4948860,6411000,130,0.77,0.77,0.73,1,12月13日,0.58,12月24日
054839富邦LJ,180940,1000000,36,0.18,0.19,0.13,0.27,12月6日,0.11,12月27日
054840富邦LK,267500,2210000,38,0.12,0.11,0.05,0.17,12月4日,0.05,12月27日
054841富邦LM,3003090,3340000,76,0.9,0.83,0.85,1.08,12月19日,0.73,12月25日
054842富邦LN,1535330,2107000,569,0.73,0.69,0.59,0.94,12月19日,0.5,12月24日
054843富邦LP,16067880,5898000,158,2.72,2.58,1.93,3.73,12月13日,1.93,12月22日
054844富邦LR,25090420,11328000,480,2.21,2.2,3.01,3.13,12月28日,1.71,12月3日
054845大眾3S,55560,172000,20,0.32,0.33,0.33,0.33,12月5日,0.3,12月4日
054846大眾4S,28350,179000,8,0.16,0.15,0.15,0.17,12月6日,0.14,12月6日
054847大眾5S,18420,46000,8,0.4,0.53,0.58,0.58,12月13日,0.26,12月4日
054848第一4S,133760,346000,31,0.39,0.32,0.17,0.5,12月5日,0.16,12月27日
054849元富5K,105930,198000,2,0.54,0.54,0.54,0.54,12月7日,0.53,12月6日
054850凱基6Y,3985660,1359000,68,2.93,3.27,2.76,4.93,12月10日,2.14,12月17日
054851凱基6Z,1419240,1803000,59,0.79,0.72,0.53,1.05,12月12日,0.53,12月28日
054852日盛5W,204900,120000,6,1.71,1.65,1.45,1.9,12月7日,1.45,12月10日
054853日盛5X,8324980,11593000,339,0.72,0.68,0.39,1.2,12月10日,0.34,12月21日
054854富邦LS,74470,182000,5,0.41,0.44,0.49,0.49,12月7日,0.39,12月4日
054856富邦LU,2390270,2896000,80,0.83,0.79,0.68,1.08,12月5日,0.62,12月25日
054857富邦LV,885520,980000,20,0.9,0.69,0.47,0.98,12月4日,0.47,12月28日
054858富邦LW,1940920,4887000,140,0.4,0.36,0.47,0.53,12月6日,0.28,12月24日
054859富邦LX,8183460,9813000,269,0.83,0.81,0.84,1.21,12月6日,0.64,12月26日
054860GR元大,10427080,6865000,227,1.52,1.47,1.42,2.02,12月14日,1.22,12月11日
054861統一EF,996050,447000,37,2.23,2.24,2.24,2.95,12月14日,1.52,12月5日
054862國泰D9,2350330,4387000,78,0.54,0.46,0.48,0.67,12月19日,0.34,12月4日
054863MA永豐,1188630,5554000,141,0.21,0.18,0.12,0.27,12月6日,0.11,12月28日
054864MB永豐,30540,422000,14,0.07,0.06,0.05,0.09,12月14日,0.03,12月4日
054865群益KT,2715540,7091000,207,0.38,0.36,0.35,0.53,12月10日,0.21,12月3日
054866群益KU,1870010,3503000,74,0.53,0.5,0.39,0.65,12月7日,0.36,12月22日
054867群益KV,12750,80000,4,0.16,0.16,0.18,0.18,12月12日,0.13,12月11日
054868群益KW,4703280,3994000,180,1.18,1.12,1.43,1.53,12月26日,0.66,12月3日
054869群益KX,1904400,2488000,75,0.77,0.75,0.61,0.99,12月3日,0.57,12月21日
054870群益KY,11530780,15448000,342,0.75,0.7,0.66,0.97,12月19日,0.55,12月24日
054871群益KZ,36250,400000,5,0.09,0.1,0.1,0.1,12月6日,0.09,12月6日
054872群益LA,58000,120000,3,0.48,0.47,0.5,0.5,12月25日,0.44,12月20日
054873工銀K6,3421390,9852000,216,0.35,0.3,0.22,0.44,12月6日,0.22,12月28日
054874工銀K7,558950,1462000,53,0.38,0.36,0.38,0.44,12月19日,0.28,12月22日
054875工銀K8,1221890,1822000,80,0.67,0.66,0.55,0.86,12月13日,0.5,12月3日
054876工銀K9,15900,100000,2,0.16,0.16,0.16,0.16,12月6日,0.15,12月3日
054877兆豐M5,10320,86000,7,0.12,0.11,0.08,0.13,12月3日,0.08,12月20日
054878兆豐M6,920390,1733000,63,0.53,0.49,0.35,0.77,12月10日,0.3,12月24日
054880永昌HA,190130,318000,7,0.6,0.56,0.48,0.63,12月7日,0.48,12月18日
054881永昌HB,18600,60000,2,0.31,0.31,0.29,0.33,12月10日,0.29,12月12日
054882永昌HC,305440,256000,7,1.19,1.21,1.25,1.37,12月19日,1.09,12月5日
054883永昌HD,472870,1423000,14,0.33,0.32,0.31,0.37,12月17日,0.29,12月24日
054884凱基7B,26640,66000,10,0.4,0.44,0.38,0.5,12月3日,0.38,12月25日
054885凱基7C,360,2000,2,0.18,0.18,0.18,0.18,12月3日,0.18,12月3日
054886凱基7F,1405940,668000,32,2.1,2.22,2.15,3,12月14日,1.83,12月11日
054887凱基7G,63900,316000,11,0.2,0.28,0.11,0.53,12月6日,0.11,12月19日
054888凱基7H,24129170,5384000,309,4.48,4.55,5.05,5.5,12月27日,3.5,12月3日
054889凱基7J,1362910,438000,27,3.11,3.27,3.63,3.7,12月21日,2.48,12月18日
054890GX元大,16591720,5475000,192,3.03,3.09,3.32,3.71,12月27日,2.42,12月3日
054891GY元大,41376050,18503000,900,2.24,2.27,2.43,3.49,12月21日,1.59,12月3日
054892GZ元大,9434940,4099000,250,2.3,2.35,2.51,2.9,12月27日,1.75,12月3日
054893HA元大,13203580,6569000,238,2.01,2.03,2.18,2.35,12月27日,1.66,12月3日
054894HB元大,34112820,49245000,1060,0.69,0.69,0.41,1.34,12月13日,0.37,12月28日
054895HC元大,13730290,33696000,1658,0.41,0.43,0.45,0.52,12月27日,0.23,12月3日
054896HD元大,14364780,16861000,526,0.85,0.76,0.45,1.34,12月3日,0.38,12月25日
054897國泰E2,9766440,5214000,265,1.87,2.18,2.41,2.66,12月27日,1.57,12月3日
054898國泰E3,70934250,20020000,1160,3.54,3.58,4,4.76,12月27日,2.45,12月3日
054899國泰E4,10375730,5307000,211,1.96,1.85,2.01,2.2,12月27日,1.35,12月3日
054900國泰E5,80397490,26276000,975,3.06,3.04,3.3,4.07,12月6日,2.07,12月17日
054901國泰E6,302620,1550000,24,0.2,0.18,0.21,0.27,12月13日,0.14,12月25日
054902元富5N,216100,390000,7,0.55,0.56,0.47,0.77,12月3日,0.47,12月28日
054903元富5P,613590,2396000,31,0.26,0.24,0.18,0.29,12月7日,0.18,12月28日
054904元富5Q,466150,774000,15,0.6,0.6,0.64,0.69,12月7日,0.51,12月3日
054905元富5T,3346430,3081000,182,1.09,1.14,1.25,1.41,12月27日,0.82,12月3日
054907元富5V,37667580,11953000,852,3.15,3.08,3.42,4.14,12月27日,2.01,12月17日
054908元富5W,1592860,1253000,26,1.27,1.29,1.59,1.59,12月27日,1.02,12月3日
054909元富5Z,6236230,2201000,98,2.83,2.81,2.32,4.33,12月7日,1.87,12月17日
054910元富6A,425640,516000,37,0.82,0.76,0.7,1.06,12月4日,0.56,12月18日
054911康和JM,69300,120000,4,0.58,0.52,0.45,0.66,12月10日,0.43,12月18日
054912康和JN,2400,11000,2,0.22,0.26,0.21,0.3,12月11日,0.21,12月18日
054913康和JP,5650840,1520000,43,3.72,3.73,3.9,4.56,12月14日,2.72,12月5日
054914日盛6A,32780,406000,24,0.08,0.09,0.05,0.11,12月21日,0.05,12月25日
054915日盛6B,484110,254000,18,1.91,1.78,2.1,2.24,12月6日,1.38,12月17日
054916日盛6C,8444550,3342000,107,2.53,2.58,2.84,3.17,12月6日,1.93,12月3日
054917大華3C,27720,14000,3,1.98,1.86,2.09,2.09,12月10日,1.63,12月3日
054918大華3D,1716110,677000,22,2.53,2.35,2.58,2.93,12月6日,1.91,12月3日
054919大華3E,1604420,1150000,59,1.4,1.33,1.26,1.77,12月6日,1.05,12月21日
054920工銀L2,1251590,3174000,40,0.39,0.4,0.31,0.53,12月4日,0.3,12月28日
054921MC永豐,362140,1169000,41,0.31,0.29,0.27,0.36,12月5日,0.23,12月11日
054922MD永豐,666690,478000,7,1.39,1.31,1.45,1.47,12月6日,1.08,12月4日
054923群益LD,1527970,4035000,98,0.38,0.39,0.35,0.55,12月3日,0.31,12月25日
054924群益LE,831220,2641000,51,0.31,0.28,0.21,0.42,12月6日,0.2,12月20日
054925群益LF,6137250,6880000,197,0.89,0.85,0.81,1.12,12月5日,0.67,12月20日
054926群益LG,935130,467000,61,2,2.13,1.87,2.96,12月10日,1.54,12月17日
054927群益LH,2089790,4134000,77,0.51,0.49,0.43,1.5,12月5日,0.39,12月22日
054928群益LI,2674650,7965000,215,0.34,0.31,0.25,0.54,12月5日,0.22,12月21日
054929群益LK,97920,1278000,13,0.08,0.08,0.09,0.12,12月5日,0.06,12月22日
054930群益LL,1100,20000,2,0.06,0.06,0.05,0.06,12月12日,0.05,12月28日
054931群益LM,34680,159000,3,0.22,0.22,0.22,0.22,12月6日,0.21,12月5日
054932群益LP,33670,159000,5,0.21,0.19,0.15,0.23,12月12日,0.15,12月24日
054933第一4T,6751230,27089000,565,0.25,0.23,0.24,0.41,12月19日,0.16,12月11日
054934第一4U,536220,293000,16,1.83,2.1,2.01,2.35,12月12日,1.75,12月3日
054935第一4V,320180,210000,6,1.52,1.59,1.73,1.73,12月6日,1.5,12月4日
054936富邦LY,35720,248000,3,0.14,0.15,0.14,0.16,12月14日,0.14,12月18日
054937富邦MA,6499880,1767000,101,3.68,3.7,4.17,4.7,12月6日,2.85,12月3日
054938富邦MB,8971550,4421000,354,2.03,2.02,2.24,2.52,12月27日,1.49,12月3日
054939富邦MC,3499350,1575000,90,2.22,2.21,2.43,3,12月27日,1.58,12月3日
054940富邦ME,190150,111000,19,1.71,2.03,1.9,2.72,12月12日,1.4,12月17日
054941國泰E7,77920,142000,6,0.55,0.54,0.51,0.64,12月13日,0.47,12月17日
054942國泰E8,1271730,2389000,61,0.53,0.53,0.43,0.8,12月5日,0.36,12月19日
054943HE元大,108820,284000,21,0.38,0.36,0.26,0.46,12月3日,0.26,12月28日
054944HF元大,730950,5428000,108,0.13,0.13,0.1,0.22,12月5日,0.07,12月24日
054945HG元大,421610,2671000,66,0.16,0.16,0.15,0.23,12月14日,0.11,12月4日
054946HH元大,6580090,10143000,445,0.65,0.65,0.61,0.88,12月4日,0.5,12月18日
054947HI元大,376660,4320000,60,0.09,0.08,0.04,0.17,12月3日,0.03,12月28日
054948凱基7L,2233400,3463000,64,0.64,0.65,0.68,0.72,12月17日,0.57,12月21日
054949凱基7M,1674020,2933000,119,0.57,0.61,0.55,0.85,12月10日,0.35,12月22日
054950凱基7Q,1391570,1068000,35,1.3,1.26,1.33,1.42,12月25日,1.1,12月20日
054951凱基7R,2330380,1477000,45,1.58,1.62,2.08,2.08,12月28日,1.37,12月11日
054952凱基7S,364530,1787000,29,0.2,0.2,0.11,0.28,12月5日,0.11,12月11日
054953凱基7T,3130550,891000,35,3.51,3.84,4.26,4.51,12月6日,2.91,12月3日
054954群益LR,33340,69000,10,0.48,0.49,0.34,0.57,12月4日,0.34,12月26日
054955群益LS,1743000,2173000,65,0.8,0.85,1.77,1.77,12月26日,0.4,12月5日
054956群益LT,1321130,602000,143,2.19,2.17,2.47,2.86,12月27日,1.62,12月3日
054957群益LU,1706070,864000,53,1.97,2.14,2.52,2.77,12月6日,1.7,12月3日
054958群益LV,40200,60000,4,0.67,0.66,0.64,0.7,12月26日,0.64,12月27日
054959群益LW,446040,3383000,72,0.13,0.15,0.03,0.36,12月4日,0.02,12月24日
054960群益LX,11680470,10146000,470,1.15,1.1,0.96,1.45,12月3日,0.84,12月24日
054962國票KU,2839170,5866000,158,0.48,0.48,0.45,0.65,12月4日,0.37,12月17日
054963國票KW,11778270,12692000,421,0.93,0.96,1.04,1.18,12月27日,0.73,12月3日
054964日盛6H,3353830,2767000,55,1.21,1.24,1.31,1.46,12月19日,1.06,12月11日
054965大華3I,26997490,24076000,1022,1.12,1.14,1.23,1.39,12月27日,0.88,12月3日
054966大華3J,7426200,6982000,271,1.06,1.06,0.58,1.74,12月11日,0.51,12月21日
054968兆豐M9,437540,1990000,88,0.22,0.24,0.16,2.61,12月4日,0.12,12月21日
054969兆豐N1,21820,1091000,36,0.02,0.02,0.02,0.02,12月24日,0.02,12月24日
054970兆豐N2,35060,856000,47,0.04,0.04,0.01,0.07,12月5日,0.01,12月27日
054971兆豐N3,215260,2757000,86,0.08,0.07,0.06,0.11,12月6日,0.05,12月26日
054972兆豐N4,354640,694000,35,0.51,0.55,0.97,1.19,12月26日,0.29,12月7日
054973兆豐N5,64330,161000,10,0.4,0.36,0.29,0.44,12月3日,0.29,12月25日
054974兆豐N6,1390440,1392000,20,1,0.94,0.8,1.16,12月6日,0.79,12月17日
054975兆豐N7,6230,262000,7,0.02,0.02,0.02,0.03,12月6日,0.02,12月17日
054976兆豐N8,475070,5122000,106,0.09,0.09,0.05,0.21,12月3日,0.05,12月28日
054977兆豐N9,244060,843000,36,0.29,0.26,0.33,0.36,12月28日,0.2,12月25日
054978大眾6S,14500,10000,1,1.45,1.45,1.45,1.45,12月11日,1.45,12月11日
054980大眾8S,28200,40000,21,0.7,0.7,0.75,0.75,12月28日,0.66,12月27日
054981大眾9S,102600,60000,31,1.71,1.71,1.92,1.92,12月6日,1.5,12月5日
054982統一EK,905180,361000,40,2.51,2.58,2.82,3.29,12月27日,2.03,12月3日
054983統一EL,6620760,2091000,130,3.17,3.28,3.59,4.01,12月6日,2.46,12月3日
054984凱基7W,2837540,585000,46,4.85,5.16,5.4,6.3,12月17日,4.08,12月6日
054985第一4W,405870,2037000,67,0.2,0.19,0.15,0.26,12月4日,0.15,12月27日
054986第一4X,98860,372000,5,0.27,0.25,0.21,0.28,12月18日,0.21,12月22日
054987HJ元大,26611120,51346000,1260,0.52,0.5,0.49,0.72,12月10日,0.31,12月4日
054988HK元大,1749130,8847000,161,0.2,0.23,0.09,0.5,12月4日,0.06,12月20日
054989HL元大,1303110,7258000,187,0.18,0.17,0.16,0.26,12月6日,0.13,12月17日
054990MG永豐,5970970,5454000,100,1.09,0.97,0.92,1.32,12月14日,0.82,12月10日
054991元富6C,907650,1102000,37,0.82,0.74,0.67,0.89,12月17日,0.6,12月21日
054992元富6D,1526460,2056000,32,0.74,0.7,0.62,0.87,12月7日,0.56,12月22日
054993元富6E,2543480,21083000,506,0.12,0.1,0.07,0.18,12月5日,0.05,12月25日
054994元富6F,11690,52000,3,0.22,0.25,0.21,0.28,12月3日,0.21,12月21日
054995元富6G,164450,310000,9,0.53,0.53,0.56,0.57,12月25日,0.46,12月11日
054996元富6H,722580,772000,20,0.94,1.09,1.31,1.36,12月14日,0.87,12月10日
054997日盛6K,48630,111000,9,0.44,0.49,0.31,0.58,12月5日,0.31,12月25日
054998日盛6L,191680,2010000,29,0.1,0.09,0.07,0.13,12月5日,0.06,12月26日
054999日盛6M,29931340,24953000,454,1.2,1.16,1.09,1.73,12月14日,0.91,12月11日
055000大華3P,1723250,1818000,49,0.95,1,0.94,1.36,12月13日,0.7,12月21日
055001大華3Q,504210,4035000,69,0.12,0.12,0.05,0.3,12月6日,0.03,12月21日
055002工銀L4,709910,1219000,36,0.58,0.58,0.55,0.78,12月6日,0.45,12月27日
055003工銀L6,176050,835000,21,0.21,0.18,0.19,0.29,12月6日,0.13,12月24日
055004富邦MF,311890,673000,15,0.46,0.52,0.42,0.64,12月13日,0.42,12月28日
055005富邦MH,4669920,3231000,58,1.45,1.38,1.54,1.58,12月10日,1.05,12月3日
055006富邦MJ,17418560,11118000,497,1.57,1.58,1.7,1.86,12月27日,1.24,12月3日
055007兆豐AF,357430,5110000,208,0.07,0.13,0.01,0.22,12月11日,0.01,12月28日
055008兆豐AG,76400,2167000,93,0.04,0.04,0.01,0.08,12月5日,0.01,12月28日
055009兆豐AH,14031950,15133000,241,0.93,0.86,0.82,1.42,12月14日,0.67,12月11日
055010兆豐AJ,77340,968000,27,0.08,0.11,0.05,0.17,12月6日,0.05,12月28日
055011兆豐AK,198200,800000,10,0.25,0.25,0.25,0.26,12月5日,0.23,12月11日
055012兆豐AL,19490,229000,6,0.09,0.08,0.06,0.11,12月11日,0.06,12月19日
055013兆豐AM,3090,309000,13,0.01,0.01,0.01,0.01,12月28日,0.01,12月28日
055014兆豐AN,1590190,6732000,131,0.24,0.23,0.22,0.28,12月19日,0.18,12月24日
055015兆豐AP,331670,9625000,308,0.03,0.03,0.05,0.1,12月3日,0.01,12月24日
055016兆豐AQ,607000,1431000,38,0.42,0.4,0.29,0.52,12月6日,0.29,12月26日
055017第一4Y,1769540,4786000,175,0.37,0.34,0.29,0.45,12月5日,0.26,12月20日
055018凱基7U,60070,27000,8,2.22,1.86,1.8,2.41,12月13日,1.46,12月21日
055019凱基7X,1179860,1489000,33,0.79,0.78,0.72,0.87,12月5日,0.66,12月22日
055020凱基7Y,20400,60000,1,0.34,0.34,0.34,0.34,12月20日,0.34,12月20日
055021凱基8B,21710440,11082000,622,1.96,1.96,2.53,2.61,12月28日,1.59,12月3日
055022元富6K,1215600,766000,15,1.59,1.65,1.77,1.82,12月26日,1.48,12月5日
055023元富6L,35360,81000,10,0.44,0.47,0.38,0.65,12月6日,0.38,12月24日
055024元富6M,5400,20000,1,0.27,0.27,0.27,0.27,12月3日,0.27,12月3日
055026元富6P,918600,5420000,105,0.17,0.2,0.07,0.43,12月4日,0.06,12月20日
055027群益MB,20667760,43800000,1085,0.47,0.47,0.47,0.61,12月6日,0.25,12月3日
055029群益MD,8835860,4718000,74,1.87,1.88,1.72,2.47,12月14日,1.52,12月12日
055030群益MI,1177480,2575000,70,0.46,0.42,0.51,0.59,12月13日,0.32,12月22日
055031康和JS,744190,899000,76,0.83,0.75,0.35,1.08,12月11日,0.34,12月28日
055032康和JT,39200,90000,3,0.44,0.44,0.51,0.51,12月19日,0.38,12月17日
055033康和JU,370230,810000,12,0.46,0.46,0.37,0.55,12月7日,0.37,12月20日
055034康和JV,1142110,488000,16,2.34,2.13,2.18,2.48,12月17日,1.92,12月12日
055035康和JY,99420,468000,11,0.21,0.22,0.08,0.44,12月5日,0.08,12月19日
055036康和JZ,280900,100000,6,2.81,2.72,2.24,3.7,12月6日,2.12,12月24日
055037日盛6N,162210,2923000,128,0.06,0.08,0.01,0.18,12月5日,0.01,12月27日
055038日盛6P,142660,685000,22,0.21,0.17,0.1,0.29,12月6日,0.09,12月28日
