,民國101年07月,,,,,,,Jul-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
2301  光寶科,2622673952,69372956,33103,37.81,37.81,37.75,38.65,7月11日,36.5,7月26日,3.04
2305  全友,8203150,3127805,917,2.62,2.57,2.79,2.92,7月31日,2.45,7月19日,1.52
2315  神達,470217381,48711711,13072,9.65,9.55,9.24,10.2,7月5日,9.07,7月24日,3.18
2324  仁寶,4765345376,174625216,60404,27.29,27.38,28.2,28.4,7月10日,26.15,7月18日,3.96
2331  精英,2139086110,174488792,45748,12.26,12.06,11.9,13,7月5日,11.4,7月25日,14.75
2352  佳世達,657474496,93024864,22534,7.07,6.97,6.66,7.43,7月4日,6.55,7月24日,4.73
2353  宏碁,12715261046,455515441,156815,27.91,28.42,27.6,31.55,7月3日,25.45,7月25日,16.07
2356  英業達,943460832,100169504,32343,9.42,9.31,8.99,10.2,7月6日,8.6,7月26日,2.79
2357  華碩,23378287050,87035522,56638,268.61,269.8,278.5,283,7月4日,256.5,7月12日,11.56
2358  美格,83482633,6397577,2171,13.05,12.96,12.85,13.75,7月4日,11.6,7月25日,9.84
2362  藍天,469808814,11589023,6631,40.54,41.03,39.55,43.5,7月10日,37.85,7月27日,1.82
2364  倫飛,19015334,8959995,1987,2.12,2.21,2.05,2.46,7月4日,1.86,7月24日,3.5
2365  昆盈,73127334,7148592,2776,10.23,10.19,9.77,10.8,7月5日,9.77,7月31日,2.33
2376  技嘉,460361441,17050588,9493,27,27.05,26.2,28.55,7月2日,25.95,7月23日,2.73
2377  微星,495790662,32253380,9720,15.37,15.06,14.05,16.25,7月5日,14.05,7月31日,3.65
2380  虹光,40267605,4239764,1566,9.5,9.36,9.3,10.15,7月4日,8.9,7月17日,1.93
2382  廣達,21127458792,277780281,102564,76.06,76.7,78.4,82.9,7月5日,69,7月25日,7.22
2385  群光,3551932668,63065337,33701,56.32,55.67,58,59.2,7月31日,53.5,7月18日,9.33
2387  精元,274170494,19227566,7036,14.26,13.44,13.3,15.7,7月4日,12.15,7月25日,5.2
2395  研華,1370167333,13143392,8343,104.25,103.93,106.5,108,7月17日,97.9,7月2日,2.37
2397  友通,56508559,2452300,1121,23.04,23,22.1,23.85,7月9日,21.2,7月25日,2.14
2399  映泰,73124818,4829177,2043,15.14,15.04,15,15.8,7月6日,14.6,7月25日,2.71
2405  浩鑫,179300770,19736816,7135,9.08,8.53,9.18,9.85,7月24日,7.9,7月13日,10.38
2417  圓剛,238436417,11499128,6220,20.74,19.89,18.2,23.85,7月3日,17.5,7月24日,5.56
2424  隴華,1318146,90155,88,14.62,14.64,13.95,15.8,7月17日,13.3,7月31日,0.3
2442  新美齊,13821855,2159923,788,6.4,6.42,6.16,6.73,7月5日,6,7月23日,1.38
2465  麗臺,15263889,3173034,1217,4.81,4.71,4.53,5.1,7月11日,4.52,7月26日,2.96
2474  可成,62083598977,352861249,198394,175.94,176.89,145,207,7月4日,145,7月31日,47
3002  歐格,12137684,1079083,479,11.25,11.2,11,12,7月6日,10.45,7月24日,1.06
3005  神基,5224386125,222556519,81957,23.47,23.06,22.15,25.75,7月5日,20.5,7月23日,38.57
3013  晟銘電,488057510,19242691,6321,25.36,25.29,25.15,26.25,7月5日,24.3,7月23日,10.39
3017  奇鋐,164035225,10461099,4499,15.68,15.59,15.4,16.4,7月5日,15,7月26日,3.12
3022  威達電,1438780345,29070269,16409,49.49,48.98,48.5,51.5,7月6日,46.2,7月24日,12.81
3046  建碁,6431035,1077136,443,5.97,5.99,5.85,6.35,7月4日,5.32,7月27日,0.69
3057  喬鼎,242695530,15154505,6258,16.01,15.77,15.3,17.55,7月5日,14.65,7月25日,10.04
3060  銘異,3059200410,42710093,21008,71.63,70.87,72.7,76,7月27日,66,7月17日,26
3231  緯創,8613405910,240802644,79710,35.77,35.68,32.35,38.05,7月4日,31.7,7月27日,10.96
3494  誠研,91631038,5747531,2465,15.94,16.24,15.25,18.2,7月5日,14,7月25日,4.16
3515  華擎,428625846,3642328,2711,117.68,113.77,106.5,122,7月17日,103.5,7月23日,3.17
3701  大眾控,12106892,1401776,285,8.64,8.98,9,9.52,7月19日,8.51,7月11日,1.16
4938  和碩,9651012457,262319753,93719,36.79,37.12,39.3,40.4,7月5日,33.8,7月18日,11.63
5215  F-科嘉,560006677,10328911,6774,54.22,51.55,47.3,61,7月5日,45.15,7月24日,21.86
6117  迎廣,4732320,388238,254,12.19,12.3,12.4,12.85,7月4日,11.6,7月30日,0.44
6128  上福,19626144,784565,538,25.02,24.88,24.5,25.65,7月2日,24,7月27日,0.86
6166  凌華,124706302,3515141,1489,35.48,35.28,32.9,37.9,7月3日,31.2,7月24日,2.22
6206  飛捷,174923979,2563628,1805,68.23,68.21,69.1,70,7月6日,66.5,7月13日,2.81
