,民國99年05月,,,,,,,May-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
07370 大華EG,7050 ,163000 ,7 ,0.04,0.03,0.02,0.05,5月13日,0.02,5月26日
07371 大華EH,77630 ,1162000 ,35 ,0.07,0.07,0.02,0.15,5月3日,0.02,5月21日
07372 大華EI,25970 ,426000 ,6 ,0.06,0.06,0.05,0.08,5月3日,0.04,5月5日
07373 大華EJ,3131390 ,14165000 ,478 ,0.22,0.18,0.08,0.55,5月3日,0.05,5月25日
07374 統一G5,24150 ,415000 ,12 ,0.06,0.05,0.01,0.1,5月3日,0.01,5月27日
07375 統一G6,17920 ,252000 ,9 ,0.07,0.07,0.06,0.12,5月3日,0.04,5月14日
07376 統一G7,2009570 ,6324000 ,138 ,0.32,0.33,0.24,0.55,5月19日,0.2,5月21日
07377 統一G8,1049820 ,3136000 ,74 ,0.33,0.32,0.08,0.53,5月13日,0.08,5月31日
07378 統一G9,17410 ,251000 ,10 ,0.07,0.06,0.01,0.13,5月3日,0.01,5月28日
07379 永豐23,226830 ,1473000 ,58 ,0.15,0.17,0.03,0.39,5月4日,0.01,5月27日
07380 永豐24,528940 ,2284000 ,58 ,0.23,0.41,0.24,0.94,5月11日,0.15,5月26日
07381 永豐25,844430 ,14140000 ,335 ,0.06,0.04,0.01,0.12,5月3日,0.01,5月28日
07382 永豐26,264760 ,2398000 ,43 ,0.11,0.07,0.03,0.16,5月3日,0.03,5月31日
07383 永豐27,858550 ,8361000 ,172 ,0.1,0.08,0.03,0.16,5月4日,0.03,5月31日
07384 永豐28,79430 ,680000 ,25 ,0.12,0.11,0.06,0.16,5月3日,0.05,5月27日
07385 永豐29,800 ,80000 ,4 ,0.01,0.01,0.01,0.01,5月26日,0.01,5月26日
07386 永豐30,13850 ,335000 ,12 ,0.04,0.04,0.02,0.07,5月3日,0.01,5月12日
07387 永豐31,5690 ,170000 ,4 ,0.03,0.03,0.03,0.04,5月4日,0.01,5月14日
07388 永豐32,11880 ,837000 ,32 ,0.01,0.05,0.05,0.05,5月21日,0.01,5月21日
07389 永豐33,339410 ,3082000 ,108 ,0.11,0.09,0.03,0.22,5月3日,0.01,5月21日
07390 永豐34,77830 ,969000 ,16 ,0.08,0.08,0.05,0.11,5月4日,0.04,5月10日
07391 富邦H2,202240 ,1822000 ,36 ,0.11,0.1,0.05,0.21,5月4日,0.05,5月19日
07392 富邦H3,64136360 ,40305000 ,1822 ,1.59,1.71,1.42,2.85,5月4日,0.99,5月27日
07393 亞東FN,89090 ,3063000 ,70 ,0.03,0.05,0.01,0.13,5月3日,0.01,5月31日
07394 亞東FP,60360 ,456000 ,8 ,0.13,0.12,0.11,0.15,5月11日,0.11,5月14日
07395 亞東FQ,8800 ,105000 ,5 ,0.08,0.05,0.01,0.12,5月13日,0.01,5月26日
07396 亞東FR,20300 ,1290000 ,45 ,0.02,0.01,0.01,0.03,5月4日,0.01,5月25日
07397 永豐35,107740 ,910000 ,27 ,0.12,0.09,0.03,0.18,5月3日,0.03,5月27日
07398 永豐36,129650 ,2410000 ,62 ,0.05,0.03,0.01,0.09,5月3日,0.01,5月31日
07399 永豐37,20110 ,350000 ,12 ,0.06,0.04,0.02,0.08,5月6日,0.01,5月27日
07400 永豐38,17300 ,530000 ,19 ,0.03,0.03,0.01,0.06,5月3日,0.01,5月31日
07401 永豐39,181550 ,4441000 ,119 ,0.04,0.03,0.02,0.07,5月3日,0.01,5月31日
07402 永豐40,12800 ,399000 ,23 ,0.03,0.03,0.01,0.06,5月4日,0.01,5月31日
07403 永豐41,98330 ,1098000 ,20 ,0.09,0.07,0.02,0.13,5月6日,0.02,5月31日
07404 永豐42,153830 ,201000 ,18 ,0.77,0.92,1.07,1.07,5月18日,0.66,5月7日
07405 永豐43,388960 ,2792000 ,54 ,0.14,0.12,0.02,0.25,5月3日,0.01,5月27日
07406 永豐44,2380 ,26000 ,4 ,0.09,0.09,0.05,0.14,5月4日,0.05,5月7日
07407 永豐45,6299940 ,6959000 ,323 ,0.91,0.88,0.76,1.28,5月4日,0.05,5月31日
07408 永豐46,25980 ,870000 ,25 ,0.03,0.03,0.01,0.04,5月27日,0.01,5月31日
07409 統一H1,332210 ,1249000 ,58 ,0.27,0.26,0.07,0.58,5月3日,0.07,5月21日
07410 統一H2,213500 ,1439000 ,26 ,0.15,0.12,0.05,0.23,5月3日,0.05,5月28日
07411 統一H3,9840 ,505000 ,21 ,0.02,0.03,0.01,0.06,5月6日,0.01,5月27日
07412 統一H4,1020 ,102000 ,5 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
07413 統一H5,195210 ,108000 ,3 ,1.81,2.2,2.47,2.47,5月14日,1.75,5月7日
07414 凱基NW,740 ,13000 ,2 ,0.06,0.32,0.62,0.62,5月31日,0.01,5月28日
07415 寶來NK,355800 ,3282000 ,126 ,0.11,0.08,0.08,0.19,5月3日,0.02,5月27日
07416P寶來NL,2668540 ,1091000 ,71 ,2.45,2.49,3.74,4.11,5月21日,1.43,5月4日
07417 寶來NM,16410120 ,22927000 ,1280 ,0.72,0.6,0.28,1.85,5月3日,0.12,5月25日
07418P寶來NN,19983380 ,5849000 ,258 ,3.42,3.44,2.96,4.74,5月25日,2.8,5月11日
07419 大華EK,1692990 ,1691000 ,23 ,1,0.92,0.83,1.15,5月14日,0.77,5月26日
07420 大華EL,10310 ,450000 ,21 ,0.02,0.03,0.01,0.05,5月7日,0.01,5月27日
07421 大華EM,26790 ,1231000 ,26 ,0.02,0.02,0.01,0.04,5月5日,0.01,5月26日
07422 大華EN,152470 ,984000 ,31 ,0.15,0.16,0.08,0.27,5月3日,0.04,5月28日
07423 大華EP,3581450 ,16436000 ,629 ,0.22,0.14,0.05,0.61,5月3日,0.02,5月25日
07424 日盛LB,843360 ,3979000 ,98 ,0.21,0.16,0.03,0.39,5月4日,0.01,5月25日
07425 兆豐70,2960 ,41000 ,3 ,0.07,0.08,0.11,0.11,5月28日,0.06,5月27日
07426 兆豐71,19393790 ,6149000 ,300 ,3.15,3.14,2.66,4.29,5月14日,1.98,5月25日
07427 兆豐72,197580 ,748000 ,20 ,0.26,0.26,0.09,0.44,5月3日,0.09,5月24日
07428 兆豐73,159650 ,297000 ,41 ,0.54,0.5,0.32,1.02,5月3日,0.19,5月25日
07429 兆豐74,3578140 ,3205000 ,261 ,1.12,0.93,0.57,1.96,5月3日,0.36,5月27日
07430 兆豐75,141960 ,552000 ,17 ,0.26,0.26,0.09,0.69,5月3日,0.07,5月24日
07431 兆豐76,205110 ,138000 ,23 ,1.49,1.8,1.21,2.81,5月10日,0.72,5月27日
07432 兆豐77,61630 ,297000 ,18 ,0.21,0.21,0.25,0.61,5月24日,0.03,5月26日
07433 兆豐78,44910 ,319000 ,6 ,0.14,0.24,0.01,0.5,5月11日,0.01,5月25日
07434 兆豐79,660440 ,1920000 ,72 ,0.34,0.55,0.27,1.51,5月13日,0.11,5月25日
07435 兆豐80,645680 ,250000 ,38 ,2.58,2.51,2.61,2.94,5月4日,1.92,5月24日
07436 永昌KK,70280 ,3611000 ,102 ,0.02,0.03,0.01,0.07,5月3日,0.01,5月21日
07437 永昌KL,89310 ,664000 ,15 ,0.13,0.14,0.1,0.2,5月19日,0.08,5月17日
07438 永昌KM,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,5月27日,0.01,5月27日
07439 永昌KN,76800 ,553000 ,29 ,0.14,0.15,0.17,0.2,5月4日,0.05,5月31日
07440P永昌KP,95880 ,56000 ,5 ,1.71,1.7,1.7,1.86,5月12日,1.54,5月11日
07442 統一H7,1697350 ,3937000 ,193 ,0.43,0.39,0.23,0.7,5月3日,0.14,5月26日
07443 統一H8,173340 ,522000 ,8 ,0.33,0.31,0.08,0.5,5月3日,0.08,5月26日
07444 統一H9,2391150 ,3953000 ,135 ,0.6,0.51,0.23,1.29,5月3日,0.18,5月26日
07445 統一I1,95510 ,1420000 ,35 ,0.07,0.05,0.01,0.1,5月3日,0.01,5月25日
07446 元大5Q,2020830 ,7757000 ,152 ,0.26,0.25,0.15,0.46,5月3日,0.05,5月31日
07447 元大5R,163270 ,1873000 ,52 ,0.09,0.08,0.02,0.16,5月3日,0.01,5月27日
07448 元大5S,79150 ,1104000 ,36 ,0.07,0.06,0.01,0.11,5月4日,0.01,5月28日
07449 元大5T,407550 ,2130000 ,55 ,0.19,0.18,0.05,0.38,5月3日,0.05,5月21日
07450 元大5U,1156080 ,2723000 ,83 ,0.42,0.38,0.12,0.7,5月4日,0.12,5月26日
07451 元大5V,305950 ,4678000 ,181 ,0.07,0.06,0.03,0.19,5月3日,0.01,5月25日
07452 元大5W,300 ,20000 ,2 ,0.02,0.02,0.02,0.02,5月24日,0.01,5月21日
07453 元大5X,51360 ,886000 ,28 ,0.06,0.06,0.01,0.14,5月3日,0.01,5月24日
07454 元大5Y,149910 ,1173000 ,37 ,0.13,0.13,0.1,0.17,5月4日,0.06,5月19日
07455P元大5Z,415140 ,3580000 ,91 ,0.12,0.12,0.1,0.17,5月25日,0.08,5月31日
07456 元大6A,91560 ,1722000 ,28 ,0.05,0.04,0.01,0.12,5月3日,0.01,5月21日
07457 元大6B,139390 ,343000 ,16 ,0.41,0.42,0.22,0.55,5月14日,0.22,5月31日
07458 元大6C,9400 ,280000 ,7 ,0.03,0.03,0.01,0.09,5月4日,0.01,5月26日
07459 元大6D,20562320 ,32504000 ,874 ,0.63,0.53,0.26,1.17,5月3日,0.17,5月27日
07461 寶來NP,3857040 ,1722000 ,69 ,2.24,2.12,2.05,2.68,5月14日,1.43,5月26日
07462 寶來NQ,315950 ,813000 ,27 ,0.39,0.4,0.14,1,5月13日,0.13,5月19日
07463 寶來NR,265490 ,1149000 ,43 ,0.23,0.28,0.13,0.72,5月21日,0.11,5月17日
07464 寶來NS,16066320 ,9480000 ,477 ,1.69,1.72,1.3,2.66,5月12日,0.57,5月25日
07467 永豐47,1014430 ,18191000 ,344 ,0.06,0.05,0.01,0.18,5月3日,0.01,5月28日
07469 永豐49,79280 ,30000 ,5 ,2.64,2.56,2.47,3.17,5月4日,2.09,5月7日
07471 永豐51,1105350 ,3734000 ,119 ,0.3,0.27,0.07,0.5,5月6日,0.06,5月27日
07472 永豐52,8693580 ,23128000 ,403 ,0.38,0.35,0.22,0.65,5月4日,0.11,5月26日
07473 永豐53,284980 ,3704000 ,82 ,0.08,0.06,0.01,0.17,5月4日,0.01,5月31日
07474 永豐54,4070 ,207000 ,11 ,0.02,0.02,0.01,0.03,5月3日,0.01,5月18日
07475 永豐55,57890 ,1570000 ,77 ,0.04,0.02,0.02,0.05,5月12日,0.01,5月28日
07476 永豐56,4367260 ,16975000 ,240 ,0.26,0.26,0.18,0.48,5月13日,0.09,5月21日
07477 永豐57,1306560 ,6620000 ,158 ,0.2,0.18,0.09,0.32,5月4日,0.06,5月25日
07478 永豐58,10050 ,343000 ,15 ,0.03,0.03,0.01,0.07,5月5日,0.01,5月27日
07479 永豐59,977480 ,8782000 ,206 ,0.11,0.11,0.02,0.26,5月4日,0.02,5月31日
07480 永豐60,415470 ,1740000 ,63 ,0.24,0.19,0.03,0.39,5月4日,0.02,5月25日
07481 永豐61,1092450 ,12107000 ,267 ,0.09,0.07,0.01,0.17,5月3日,0.01,5月31日
07482 永豐62,1556230 ,5127000 ,497 ,0.3,0.26,0.03,0.73,5月5日,0.03,5月31日
07483 永豐63,337950 ,595000 ,27 ,0.57,0.52,0.35,0.82,5月14日,0.19,5月25日
07484 永豐64,2730 ,123000 ,6 ,0.02,0.03,0.01,0.06,5月4日,0.01,5月13日
07485 永豐65,949450 ,2779000 ,88 ,0.34,0.34,0.42,0.46,5月13日,0.2,5月25日
07486 永豐66,182940 ,2481000 ,56 ,0.07,0.05,0.01,0.22,5月4日,0.01,5月28日
07487 永豐67,13240 ,426000 ,22 ,0.03,0.03,0.03,0.06,5月3日,0.01,5月24日
07488 大華EQ,50 ,5000 ,3 ,0.01,0.01,0.01,0.01,5月31日,0.01,5月31日
07489 大華ER,1640 ,43000 ,11 ,0.04,0.04,0.03,0.07,5月4日,0.01,5月11日
07490 大華ES,1148570 ,2309000 ,69 ,0.5,0.41,0.16,0.64,5月13日,0.12,5月26日
07491 大華ET,1088860 ,2176000 ,82 ,0.5,0.44,0.27,0.74,5月4日,0.18,5月26日
07492 大華EU,293580 ,2124000 ,38 ,0.14,0.33,0.08,0.7,5月4日,0.08,5月26日
07493 大華EV,118210 ,1305000 ,25 ,0.09,0.09,0.08,0.11,5月13日,0.08,5月25日
07494 大華EW,8900 ,159000 ,8 ,0.06,0.06,0.05,0.12,5月3日,0.01,5月26日
07495 大華EX,1612130 ,2692000 ,106 ,0.6,0.49,0.23,0.8,5月4日,0.16,5月25日
07497 富邦H5,21170 ,434000 ,7 ,0.05,0.05,0.02,0.08,5月5日,0.02,5月25日
07498 富邦H6,31670 ,1028000 ,29 ,0.03,0.03,0.01,0.05,5月4日,0.01,5月26日
07499 富邦H7,943900 ,4910000 ,65 ,0.19,0.17,0.05,0.39,5月3日,0.03,5月27日
07500 日盛LC,914280 ,8127000 ,240 ,0.11,0.09,0.03,0.18,5月13日,0.02,5月27日
07501P日盛LD,1988780 ,1854000 ,63 ,1.07,0.99,1.07,1.48,5月25日,0.62,5月14日
07502 日盛LE,246120 ,2033000 ,51 ,0.12,0.11,0.04,0.24,5月13日,0.02,5月21日
07503 日盛LF,122810 ,5621000 ,156 ,0.02,0.03,0.01,0.08,5月5日,0.01,5月31日
07504 日盛LG,980960 ,2764000 ,35 ,0.35,0.43,0.54,0.73,5月20日,0.22,5月26日
07505 日盛LH,518380 ,3524000 ,68 ,0.15,0.12,0.04,0.27,5月4日,0.04,5月27日
07506 日盛LI,54350 ,672000 ,10 ,0.08,0.08,0.01,0.15,5月3日,0.01,5月26日
07507 日盛LJ,277900 ,2463000 ,56 ,0.11,0.19,0.09,0.45,5月4日,0.01,5月25日
07508 日盛LK,2150 ,100000 ,9 ,0.02,0.02,0.03,0.03,5月14日,0.02,5月14日
07509 日盛LL,7729260 ,19616000 ,379 ,0.39,0.51,0.42,1.02,5月14日,0.12,5月25日
07510 日盛LM,8810 ,734000 ,61 ,0.01,0.01,0.01,0.03,5月4日,0.01,5月31日
07511 日盛LN,5780 ,81000 ,9 ,0.07,0.14,0.49,0.55,5月20日,0.01,5月6日
07512 日盛LP,300020 ,153000 ,35 ,1.96,1.91,1.91,2.69,5月3日,1.33,5月25日
07513 日盛LQ,29650 ,438000 ,9 ,0.07,0.07,0.01,0.15,5月13日,0.01,5月25日
07515 工銀IM,20980 ,362000 ,7 ,0.06,0.06,0.04,0.07,5月12日,0.04,5月19日
07516 工銀IN,27434780 ,15857000 ,654 ,1.73,1.89,1.49,2.82,5月12日,0.7,5月25日
07517 工銀IP,711740 ,4988000 ,148 ,0.14,0.12,0.11,0.26,5月3日,0.03,5月21日
07518 群益MM,69110 ,108000 ,10 ,0.64,0.56,0.22,0.97,5月4日,0.11,5月21日
07519 元大6E,1681550 ,7026000 ,118 ,0.24,0.23,0.23,0.5,5月3日,0.1,5月26日
07520 元大6F,2400 ,60000 ,3 ,0.04,0.04,0.04,0.04,5月4日,0.04,5月4日
07521 元大6G,5958460 ,4159000 ,247 ,1.43,1.38,1.14,1.91,5月4日,0.83,5月25日
07522 元大6H,50830 ,3916000 ,73 ,0.01,0.02,0.01,0.04,5月3日,0.01,5月27日
07523 元大6J,11303040 ,19039000 ,581 ,0.59,0.57,0.37,1.12,5月4日,0.12,5月25日
07524 元大6K,5594540 ,11846000 ,630 ,0.47,0.49,0.38,0.79,5月4日,0.19,5月25日
07525 元大6L,11659600 ,15308000 ,359 ,0.76,0.64,0.23,1.31,5月4日,0.17,5月27日
07526 元大6M,4054070 ,8490000 ,244 ,0.48,0.36,0.21,0.85,5月4日,0.15,5月27日
07527 元大6N,736610 ,4275000 ,109 ,0.17,0.13,0.04,0.3,5月4日,0.02,5月26日
07528 元大6P,11288060 ,8031000 ,313 ,1.41,1.34,0.99,2.09,5月3日,0.76,5月21日
07529 元大6Q,288310 ,4124000 ,131 ,0.07,0.06,0.02,0.13,5月3日,0.01,5月31日
07530 元大6R,614410 ,8300000 ,261 ,0.07,0.06,0.02,0.26,5月4日,0.01,5月31日
07531 元大6S,577860 ,3039000 ,49 ,0.19,0.19,0.11,0.44,5月12日,0.08,5月27日
07532 凱基NY,715580 ,5268000 ,141 ,0.14,0.13,0.05,0.35,5月13日,0.03,5月25日
07533 凱基NZ,1848510 ,5499000 ,186 ,0.34,0.36,0.05,0.76,5月4日,0.05,5月28日
07534 凱基01,605100 ,1547000 ,71 ,0.39,0.39,0.12,1.01,5月3日,0.07,5月25日
07535 凱基02,80750 ,1105000 ,73 ,0.07,0.07,0.08,0.11,5月24日,0.05,5月26日
07536 凱基03,282420 ,3413000 ,53 ,0.08,0.09,0.06,0.16,5月3日,0.05,5月7日
07537 凱基04,40320 ,168000 ,1 ,0.24,0.24,0.24,0.24,5月11日,0.24,5月11日
07538 國泰EC,1805210 ,6672000 ,142 ,0.27,0.23,0.09,0.48,5月4日,0.06,5月25日
07539 國泰ED,29980 ,363000 ,24 ,0.08,0.09,0.02,0.22,5月3日,0.02,5月28日
07540 國泰EE,133030 ,506000 ,13 ,0.26,0.27,0.09,0.47,5月11日,0.09,5月31日
07541P國泰EF,12862790 ,7595000 ,390 ,1.69,1.84,1.66,3.21,5月26日,1.08,5月10日
07542 國泰EG,659140 ,1324000 ,53 ,0.5,0.54,0.4,0.83,5月3日,0.34,5月26日
07543 富邦H8,25640 ,298000 ,10 ,0.09,0.17,0.01,0.32,5月3日,0.01,5月25日
07544 富邦H9,8500 ,154000 ,11 ,0.06,0.07,0.02,0.1,5月3日,0.02,5月25日
07545 富邦J1,100250 ,1302000 ,35 ,0.08,0.12,0.06,0.23,5月4日,0.02,5月27日
07546 富邦J2,159580 ,4449000 ,104 ,0.04,0.04,0.02,0.1,5月3日,0.01,5月26日
07547 富邦J3,26460 ,150000 ,11 ,0.18,0.23,0.14,0.34,5月4日,0.13,5月7日
07548 富邦J4,2203910 ,4832000 ,107 ,0.46,0.41,0.15,0.96,5月4日,0.09,5月26日
07549 凱基05,4830410 ,14911000 ,508 ,0.32,0.2,0.01,0.74,5月4日,0.01,5月31日
07550 凱基06,608280 ,1456000 ,42 ,0.42,0.37,0.22,0.52,5月17日,0.19,5月21日
07551 凱基07,39180 ,237000 ,9 ,0.17,0.2,0.09,0.34,5月4日,0.07,5月25日
07552 凱基08,6939020 ,4059000 ,234 ,1.71,1.86,1.4,2.87,5月14日,0.96,5月25日
07553 凱基09,9536350 ,2697000 ,360 ,3.54,3.69,3.53,5.1,5月4日,2.67,5月27日
07554 凱基10,47290 ,156000 ,8 ,0.3,0.5,0.3,1.3,5月3日,0.25,5月21日
07555 凱基11,50520 ,361000 ,11 ,0.14,0.14,0.06,0.21,5月11日,0.06,5月28日
07556 凱基12,48310 ,744000 ,16 ,0.06,0.07,0.05,0.14,5月4日,0.05,5月20日
07558 凱基14,715110 ,736000 ,73 ,0.97,0.93,1.17,1.17,5月31日,0.62,5月21日
07559 工銀IS,120410 ,429000 ,61 ,0.28,0.24,0.06,0.58,5月4日,0.02,5月24日
07560 工銀IT,900900 ,944000 ,57 ,0.95,1,1.16,1.24,5月20日,0.61,5月26日
07561 工銀IU,141830 ,1026000 ,21 ,0.14,0.18,0.16,0.31,5月5日,0.1,5月12日
07562 群益MN,205160 ,1877000 ,108 ,0.11,0.08,0.01,0.22,5月3日,0.01,5月31日
07563 群益MP,20340 ,260000 ,20 ,0.08,0.07,0.03,0.09,5月14日,0.03,5月20日
07564 群益MQ,600 ,20000 ,1 ,0.03,0.03,0.03,0.03,5月10日,0.03,5月10日
07565 亞東FS,4400 ,70000 ,3 ,0.06,0.04,0.01,0.08,5月14日,0.01,5月25日
07566 亞東FT,104380 ,1482000 ,38 ,0.07,0.08,0.01,0.19,5月4日,0.01,5月25日
07567 亞東FU,20470 ,543000 ,26 ,0.04,0.05,0.03,0.09,5月6日,0.01,5月28日
07568 亞東FV,56980 ,586000 ,17 ,0.1,0.07,0.01,0.17,5月4日,0.01,5月27日
07569 亞東FW,1000 ,10000 ,1 ,0.1,0.1,0.1,0.1,5月28日,0.1,5月28日
07570 亞東FX,92800 ,508000 ,14 ,0.18,0.15,0.01,0.36,5月4日,0.01,5月24日
07571 亞東FY,1000 ,10000 ,1 ,0.1,0.1,0.1,0.1,5月14日,0.1,5月14日
07572 亞東FZ,11230 ,461000 ,16 ,0.02,0.03,0.01,0.13,5月3日,0.01,5月31日
07573 大華EY,229560 ,1867000 ,58 ,0.12,0.13,0.06,0.26,5月13日,0.04,5月24日
07574 大華EZ,155950 ,1342000 ,26 ,0.12,0.15,0.05,0.48,5月3日,0.05,5月27日
07575 大華FA,20869430 ,9334000 ,622 ,2.24,1.75,0.77,3.66,5月3日,0.35,5月25日
07576 大華FB,61900 ,388000 ,23 ,0.16,0.17,0.15,0.28,5月19日,0.09,5月6日
07577 元大6T,2379390 ,953000 ,73 ,2.5,2.2,1.71,3.62,5月3日,0.85,5月25日
07578 元大6U,537790 ,896000 ,29 ,0.6,0.56,0.44,0.84,5月3日,0.31,5月25日
07579 元大6V,3225840 ,5082000 ,133 ,0.63,0.75,0.9,0.9,5月31日,0.43,5月25日
07580 元大6W,2078850 ,6058000 ,213 ,0.34,0.35,0.21,0.66,5月11日,0.12,5月25日
07581 元大6X,1084490 ,3598000 ,108 ,0.3,0.29,0.15,0.57,5月3日,0.09,5月25日
07582 元大6Y,17860 ,150000 ,13 ,0.12,0.14,0.11,0.21,5月3日,0.09,5月7日
07583 元大6Z,3141250 ,940000 ,21 ,3.34,3.18,3.15,3.93,5月3日,2.53,5月26日
07584 元大7A,271190 ,1243000 ,28 ,0.22,0.2,0.08,0.44,5月4日,0.07,5月25日
07585 元大7B,5096210 ,7316000 ,216 ,0.7,0.62,0.33,0.96,5月13日,0.15,5月25日
07586 元大7C,6135980 ,7415000 ,350 ,0.83,0.78,0.62,1.19,5月4日,0.35,5月25日
07587 元大7D,485340 ,2490000 ,60 ,0.19,0.19,0.17,0.33,5月3日,0.09,5月21日
07588 元大7E,1748110 ,17055000 ,448 ,0.1,0.11,0.04,0.2,5月14日,0.03,5月28日
07589 元大7F,321300 ,6782000 ,149 ,0.05,0.05,0.01,0.1,5月13日,0.01,5月31日
07590 元大7G,9301070 ,11252000 ,289 ,0.83,0.78,0.66,1.16,5月13日,0.44,5月21日
07591 元大7H,678370 ,821000 ,56 ,0.83,0.7,0.44,1.13,5月4日,0.25,5月25日
07592 元大7J,4557910 ,7938000 ,913 ,0.57,0.5,0.15,1.24,5月5日,0.09,5月31日
07593 元大7K,21063370 ,26876000 ,521 ,0.78,0.67,0.67,1.1,5月14日,0.29,5月26日
07594 元大7L,625570 ,1884000 ,62 ,0.33,0.34,0.21,1.05,5月4日,0.07,5月21日
07595 國泰EH,431470 ,3177000 ,103 ,0.14,0.11,0.02,0.24,5月4日,0.01,5月24日
07597 國泰EK,494480 ,1426000 ,42 ,0.35,0.33,0.12,0.56,5月13日,0.1,5月25日
07598 國泰EL,2326110 ,4100000 ,323 ,0.57,0.48,0.15,1.17,5月5日,0.11,5月24日
07599 國泰EM,81170 ,1035000 ,27 ,0.08,0.11,0.04,0.38,5月3日,0.01,5月24日
07600 國泰EN,1874920 ,3599000 ,115 ,0.52,0.56,0.4,0.89,5月4日,0.24,5月26日
07601 國泰EP,2944450 ,2465000 ,133 ,1.19,1.24,1.49,1.67,5月20日,0.82,5月26日
07602 國泰EQ,1112760 ,1111000 ,118 ,1,1.11,0.29,2.62,5月3日,0.2,5月27日
07603 寶來NV,1080310 ,8721000 ,200 ,0.12,0.1,0.05,0.2,5月13日,0.04,5月21日
07604P寶來NW,1613430 ,1208000 ,62 ,1.34,1.35,1.61,2.02,5月26日,0.92,5月13日
07606P寶來NY,667490 ,326000 ,15 ,2.05,2.22,3.11,3.11,5月19日,1.51,5月4日
07607 寶來NZ,360030 ,597000 ,8 ,0.6,0.6,0.63,0.74,5月4日,0.51,5月7日
07608 寶來01,448270 ,400000 ,17 ,1.12,1.06,0.66,1.27,5月13日,0.61,5月7日
07609 寶來02,20108050 ,25019000 ,831 ,0.8,0.98,0.16,2.54,5月3日,0.11,5月26日
07610 寶來03,3400 ,20000 ,2 ,0.17,0.17,0.17,0.17,5月11日,0.17,5月11日
07611 寶來04,346070 ,1101000 ,31 ,0.31,0.22,0.11,0.47,5月4日,0.02,5月21日
07612 寶來05,910610 ,1032000 ,78 ,0.88,1.09,0.62,1.89,5月4日,0.39,5月26日
07613 寶來06,4950 ,50000 ,2 ,0.1,0.09,0.09,0.12,5月4日,0.09,5月4日
07614 統一I2,24370 ,239000 ,9 ,0.1,0.08,0.02,0.14,5月14日,0.02,5月28日
07615 統一I3,48640 ,424000 ,6 ,0.11,0.11,0.09,0.13,5月13日,0.09,5月19日
07616 統一I4,101360 ,878000 ,27 ,0.12,0.17,0.08,0.43,5月4日,0.08,5月28日
07619 統一I7,400 ,20000 ,2 ,0.02,0.02,0.02,0.02,5月20日,0.02,5月20日
07620 統一I8,8675610 ,4860000 ,275 ,1.79,1.75,1.72,2.44,5月3日,1.09,5月21日
07621 統一I9,3664080 ,7973000 ,201 ,0.46,0.38,0.23,0.74,5月3日,0.1,5月25日
07622 統一J1,122410 ,1150000 ,17 ,0.11,0.11,0.1,0.18,5月3日,0.04,5月7日
07623 統一J2,90730 ,1548000 ,33 ,0.06,0.05,0.02,0.14,5月4日,0.01,5月13日
07624 富邦J5,21890 ,184000 ,7 ,0.12,0.1,0.07,0.19,5月3日,0.05,5月10日
07625 富邦J6,209900 ,725000 ,32 ,0.29,0.33,0.15,0.51,5月14日,0.15,5月31日
07626 富邦J7,831830 ,1467000 ,71 ,0.57,0.49,0.32,0.72,5月4日,0.2,5月25日
07627 富邦J8,156700 ,1287000 ,30 ,0.12,0.11,0.05,0.17,5月13日,0.05,5月24日
07628 富邦J9,60050 ,450000 ,25 ,0.13,0.13,0.1,0.2,5月3日,0.06,5月21日
07629 富邦K1,1508670 ,7190000 ,151 ,0.21,0.22,0.1,0.4,5月13日,0.06,5月26日
07630 富邦K2,7200 ,40000 ,3 ,0.18,0.05,0.05,0.41,5月7日,0.05,5月7日
07631 富邦K3,9033520 ,8142000 ,178 ,1.11,1.17,1.44,1.59,5月20日,0.83,5月26日
07632P凱基15,19633990 ,8920000 ,272 ,2.2,2.51,2.44,3.8,5月26日,1.61,5月10日
07633 凱基16,866040 ,3916000 ,120 ,0.22,0.22,0.05,0.59,5月4日,0.05,5月28日
07634 凱基17,78350 ,234000 ,11 ,0.33,0.36,0.23,0.53,5月10日,0.21,5月26日
07635 凱基18,285730 ,2380000 ,43 ,0.12,0.1,0.04,0.29,5月3日,0.04,5月19日
07636P凱基19,535140 ,533000 ,52 ,1,1.28,1.36,1.8,5月28日,0.73,5月4日
07637 凱基20,929630 ,2698000 ,61 ,0.34,0.42,0.1,0.84,5月13日,0.1,5月31日
07638 凱基21,2764150 ,8414000 ,111 ,0.33,0.43,0.18,0.85,5月4日,0.16,5月25日
07639 凱基22,75890 ,992000 ,18 ,0.08,0.07,0.05,0.11,5月4日,0.05,5月12日
